mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
Ic1c(NC(=O)CCSCCC(=O)Nc2c(I)c(C(=O)N(CC(O)CO)C)c(I)c(C(=O)N(CC(O)CO)C)c2I)c(I)c(C(=O)N(CC(O)CO)C)c(I)c1C(=O)N(CC(O)CO)C,1,645,-8.2767229,1.6905982,11.246572,-100.05145,-7.5465341,-45.060184,-8.2767229,$HOME/My Research/Docking/sdf/smiles_data4.sdf,0.43733782,1
O=C(OC(CN1CCOCC1)CC=1C(=O)Oc2c(C=1C)ccc(NC(=O)N1CCOCC1)c2)/C=C/c1cc(OC)c(OC)c(OC)c1,1,63,-8.2722378,2.4708047,46.336796,-52.385708,-7.5063972,-43.737724,-8.2722378,$HOME/My Research/Docking/sdf/smiles_data4.sdf,1.0126953,1
O(C)c1c(OC)ccc(CC2[N+](CCCCCCCCCC[N+]3(C)C(Cc4cc(OC)c(OC)cc4)c4c(cc(OC)c(OC)c4)CC3)(C)CCc3c2cc(OC)c(OC)c3)c1,1,636,-8.2690201,1.6270175,109.76011,-67.389694,-10.671271,-48.24366,-8.2690201,$HOME/My Research/Docking/sdf/smiles_data4.sdf,0.26811504,1
S(CC(OCCCCCCCCCC)COP(=O)(OC[C@@]1[C@@](N=[N+]=[N-])C[C@](N2C(=O)NC(=O)C(C)=C2)O1)O)CCCCCCCCCCCC,1,724,-8.2636728,1.456822,-173.72469,-48.896748,-8.8928308,-47.208603,-8.2636728,$HOME/My Research/Docking/sdf/smiles_data4.sdf,1.0727539,1
S(CC(OCCCCCCCCCC)COP(=O)(OC[C@@]1[C@@](N=[N+]=[N-])C[C@](N2C(=O)NC(=O)C(C)=C2)O1)O)CCCCCCCCCCCC,1,724,-8.2194538,2.2317119,-172.00023,-81.609482,-8.5840836,-44.205738,-8.2194538,$HOME/My Research/Docking/sdf/smiles_data4.sdf,1.0727539,1
O=C(OC(CN1CCOCC1)CC=1C(=O)Oc2c(C=1C)ccc(NC(=O)N1CCOCC1)c2)/C=C/c1cc(OC)c(OC)c(OC)c1,1,63,-8.1749773,4.7644167,45.89566,-81.53228,-7.7879462,-44.74575,-8.1749773,$HOME/My Research/Docking/sdf/smiles_data4.sdf,1.0126953,1
O=C(O)[C@@](NC(=O)[C@@](NC(=O)[C@]1N(C(=O)[C@@](NC(=O)[C@@](NC(=O)CNC(=O)[C@]2N(C(=O)[C@]3N(C(=O)[C@@](N)CCCNC(=N)N)CCC3)CCC2)Cc2ccccc2)CO)CCC1)Cc1ccccc1)CCCNC(=N)N,1,516,-8.1460581,2.0862675,-222.25613,-84.620239,-8.5087767,-44.107426,-8.1460581,$HOME/My Research/Docking/sdf/smiles_data4.sdf,2.8063748,1
O=C(Oc1c2c(OC(C)(C)C3=C2CN(CC#C)CC3)cc(C(C(CCCCC)C)C)c1)CCCN1CCCCC1,1,743,-8.1349297,3.0984688,33.647686,-62.455158,-10.005355,-40.243244,-8.1349297,$HOME/My Research/Docking/sdf/smiles_data4.sdf,0.60302734,1
O=C(N[C@@]1C(=O)N[C@@](Cc2ccccc2)C(=O)N[C@](Cc2c3c([nH]c2)cccc3)C(=O)N[C@@](CCCCN)C(=O)N[C@@]([C@](O)C)C(=O)N[C@](C(=O)N[C@@]([C@](O)C)CO)CSSC1)[C@](NC[C@]1(O)[C@@](O)[C@](O[C@@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)[C@](O)CO1)Cc1ccccc1,1,158,-8.1045227,3.2507784,233.94548,-28.079542,-7.1935692,-46.923409,-8.1045227,$HOME/My Research/Docking/sdf/smiles_data4.sdf,0,1
O=C(NCC(=O)N)[C@@](NC(=O)[C@]1N(C(=O)[C@]2NC(=O)[C@](CC(=O)N)NC(=O)[C@](CCC(=O)N)NC(=O)[C@]([C@](CC)C)NC(=O)[C@](Cc3ccc(CC)cc3)NC(=O)CCSCC2)CCC1)CC(C)C,1,118,-8.0946016,3.6399417,-114.02402,-56.239315,-7.17735,-42.594276,-8.0946016,$HOME/My Research/Docking/sdf/smiles_data4.sdf,0,1
O=C(N[C@@]1[C@](O)[C@](C)O[C@@](O[C@@]2c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3C[C@@](O)(C(=O)CO)C2)C1)[C@@](N)CC(C)C,1,867,-8.0877581,2.6125467,39.983734,-94.956894,-9.7124271,-46.112129,-8.0877581,$HOME/My Research/Docking/sdf/smiles_data4.sdf,0.99909693,1
O=C(OC1CC(O)CC(O)C(C)C(O)/C=C/C=C/C(C)C(C(CC(CCC/C=C/CCCN(C(=N)N)C)C)C)OC(=O)C(C)C(O)/C=C/C(C)C(O)C(C)C(O)C(C)C(O)CCCC(O)CC2(O)C(O)C(O)CC(O2)C1)CC(=O)O,1,530,-8.0810156,3.378926,-328.77554,-52.612625,-8.0705729,-39.763912,-8.0810156,$HOME/My Research/Docking/sdf/smiles_data4.sdf,0.079468004,1
O=C(N)C(NC(=O)c1nc(-c2c(O)cc3-c4scc(C(=O)NC(C(O)C)C(=O)N/C(=C\C)/c5scc(C(=O)NC6c7scc(C(=O)NC(c8scc(n8)-c3n2)CSC(=O)c2c(C)c3c([nH]2)cccc3COC(=O)C(O)C6)n7)n5)n4)sc1)=C,1,156,-8.0589638,2.2938585,284.7879,-36.196468,-11.959425,-44.366703,-8.0589638,$HOME/My Research/Docking/sdf/smiles_data4.sdf,0,1
O=C(O)[C@@](NC(=O)[C@@](NC(=O)[C@]1N(C(=O)[C@@](NC(=O)[C@@](NC(=O)CNC(=O)[C@]2N(C(=O)[C@]3N(C(=O)[C@@](N)CCCNC(=N)N)CCC3)CCC2)Cc2ccccc2)CO)CCC1)Cc1ccccc1)CCCNC(=N)N,1,516,-8.0470753,2.6493409,-227.16124,-62.161205,-7.0188413,-43.21611,-8.0470753,$HOME/My Research/Docking/sdf/smiles_data4.sdf,1.6067668,1
O=C(NCC(=O)N)[C@@](NC(=O)[C@]1N(C(=O)[C@]2NC(=O)[C@](CC(=O)N)NC(=O)[C@](CCC(=O)N)NC(=O)[C@]([C@](CC)C)NC(=O)[C@](Cc3ccc(CC)cc3)NC(=O)CCSCC2)CCC1)CC(C)C,1,118,-8.0453005,3.4243824,-104.579,-45.722622,-7.8542771,-44.906433,-8.0453005,$HOME/My Research/Docking/sdf/smiles_data4.sdf,0,1
O=C(N)C(NC(=O)c1nc(-c2c(O)cc3-c4scc(C(=O)NC(C(O)C)C(=O)N/C(=C\C)/c5scc(C(=O)NC6c7scc(C(=O)NC(c8scc(n8)-c3n2)CSC(=O)c2c(C)c3c([nH]2)cccc3COC(=O)C(O)C6)n7)n5)n4)sc1)=C,1,156,-8.0400934,1.9110787,259.77606,-93.641449,-14.215762,-47.271511,-8.0400934,$HOME/My Research/Docking/sdf/smiles_data4.sdf,0,1
O=C(N[C@](C(=O)N1[C@](C(=O)N2[C@](C(=O)O)CCC2)CCC1)[C@](CC)C)[C@@](NC(=O)[C@]1N(C(=O)[C@@](NC(=O)[C@]2N(C(=O)[C@@](NC(=O)[C@]3NC(=O)CC3)Cc3c4c([nH]c3)cccc4)CCC2)CCCNC(=N)N)CCC1)CCC(=O)N,1,144,-8.0259781,1.7747293,-69.454559,-56.852757,-6.1890898,-42.065304,-8.0259781,$HOME/My Research/Docking/sdf/smiles_data4.sdf,0,1
O=C(N[C@@]1C(=O)N[C@@](Cc2ccccc2)C(=O)N[C@](Cc2c3c([nH]c2)cccc3)C(=O)N[C@@](CCCCN)C(=O)N[C@@]([C@](O)C)C(=O)N[C@](C(=O)N[C@@]([C@](O)C)CO)CSSC1)[C@](NC[C@]1(O)[C@@](O)[C@](O[C@@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)[C@](O)CO1)Cc1ccccc1,1,158,-8.0197153,1.6698803,245.81073,-47.43042,-6.7601976,-44.337639,-8.0197153,$HOME/My Research/Docking/sdf/smiles_data4.sdf,0,1
O=C(N[C@@]1C(=O)N[C@@](Cc2ccccc2)C(=O)N[C@](Cc2c3c([nH]c2)cccc3)C(=O)N[C@@](CCCCN)C(=O)N[C@@]([C@](O)C)C(=O)N[C@](C(=O)N[C@@]([C@](O)C)CO)CSSC1)[C@](NC[C@]1(O)[C@@](O)[C@](O[C@@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)[C@](O)CO1)Cc1ccccc1,1,158,-7.9992962,3.3654487,231.98622,-29.400204,-6.5653901,-44.30407,-7.9992962,$HOME/My Research/Docking/sdf/smiles_data4.sdf,0,1
