mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,E_orig,Rec_index
S(CCC(NC(=O)C(NC(=O)C(N)CCC(=O)O)C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC1C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)N2C(C(=O)NC3C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(C)C(=O)NC(Cc4[nH]cnc4)C(=O)N4C(C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc5c6c([nH]c5)cccc6)C(=O)NC(Cc5ccccc5)C(=O)NC(Cc5ccccc5)C(=O)NC(CC(=O)N)C(=O)NC(C(CC)C)C(=O)NC(Cc5ccccc5)C(=O)NC(C(O)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)N)C(=O)NC5C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc6ccccc6)C(=O)NC(C(CC)C)C(=O)NC(Cc6ccc(O)cc6)C(=O)NCC(=O)NCC(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc6ccccc6)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCSC)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O)CC(=O)O)CCCNC(=N)N)C(O)C)CSSC1)CSSC5)CSSC3)CCC4)CCC2)Cc1ccccc1)CO)Cc1[nH]cnc1)C,1,473,-10.523163,3.2948492,-1502.2773,232.89073,19.695904,-65.363304,-10.523163,0,209
O=C(NC(C(=O)NC(C(=O)N1C(C(=O)NC(C(=O)NC(C(=O)N2C(C(=O)O)CCC2)C(O)C)CCC/N=C(\N)/N)CCC1)C(O)C)C(C)C)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1N(C(=O)C(NC(=O)C(N)C)CCCCN)CCC1)C(C)C)C(C)C)Cc1[nH]cnc1)CC(C)C)Cc1ccccc1)C)CC(=O)N)C(CC)C,1,347,-10.50065,2.3432724,18.617807,23.06358,-4.3523393,-64.843788,-10.50065,0,147
O=C(NC(C(=O)N)CCCCN)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)CCCCN)CCCCN)Cc1c2c([nH]c1)cccc2)Cc1c2c([nH]c1)cccc2)CCCCN)CCCCN)Cc1c2c([nH]c1)cccc2)C(c1ccccc1)c1ccccc1,1,606,-10.481586,2.242521,66.397827,-47.512413,-9.2652073,-68.016533,-10.481586,0.0073892619,273
O=C(NC(C(=O)NC(C(=O)NC(C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(CC(=O)O)C)C(=O)NC(CC(=O)c2c(N)cccc2)C(=O)OC1C)CC(=O)O)CC(=O)N)Cc1c2c([nH]c1)cccc2)C=C(C)c1ccc(CCCCC)cc1,1,632,-10.465474,3.2451835,-278.84412,-12.138755,-5.4842515,-59.401886,-10.465474,0,286
O=C(NC(C(=O)NC(C(=O)N1C(C(=O)NC(C(=O)NC(C(=O)N2C(C(=O)O)CCC2)C(O)C)CCC/N=C(\N)/N)CCC1)C(O)C)C(C)C)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1N(C(=O)C(NC(=O)C(N)C)CCCCN)CCC1)C(C)C)C(C)C)Cc1[nH]cnc1)CC(C)C)Cc1ccccc1)C)CC(=O)N)C(CC)C,1,347,-10.462786,3.7080669,16.061417,-48.329891,-5.3325663,-58.723763,-10.462786,0.00017566915,147
O=C(N(C(C(=O)NC(C(=O)N1C(C(=O)NCC)CCC1)CCC/N=C(\N)/N)CC(C)C)C)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)Cc1c2c([nH]c1)cccc2,1,344,-10.43755,2.5496178,-109.63214,-78.981667,-7.9348192,-67.459709,-10.43755,0.013356344,146
SCC(N)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C(C)C)C(C)C)CCC(=O)O)CCCCN)CCCCN)CCC(=O)O)CCCCN)CC(C)C)CC(=O)O)CCCCN)C(C)C)C(O)C)C(CC)C)CCC(=O)O)CO)CO)C(C)C)CC(=O)O)C(C)C)C)C)CC(=O)O)CO,1,504,-10.436221,3.6611972,-165.1478,133.94772,13.511703,-69.25782,-10.436221,0.013076782,224
Fc1ccc(C=NOCC(=O)NCCOCCOCCOCCOCCOCCNC(=O)COCC(=O)NCCCCC2C(=O)NC3C(=O)NC(CCC/N=C(\N)/N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(Cc4ccccc4)C(=O)NC(C(=O)NCCOCCOCCOCCNC(=O)COCC(=O)N)CSCC(=O)N2)CSSC3)cc1,1,351,-10.331268,7.0171552,-68.436806,-16.884922,-3.113637,-62.885666,-10.331268,0,149
S(CCC(NC(=O)C(NC(=O)C(N)CCC(=O)O)C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC1C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)N2C(C(=O)NC3C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(C)C(=O)NC(Cc4[nH]cnc4)C(=O)N4C(C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc5c6c([nH]c5)cccc6)C(=O)NC(Cc5ccccc5)C(=O)NC(Cc5ccccc5)C(=O)NC(CC(=O)N)C(=O)NC(C(CC)C)C(=O)NC(Cc5ccccc5)C(=O)NC(C(O)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)N)C(=O)NC5C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc6ccccc6)C(=O)NC(C(CC)C)C(=O)NC(Cc6ccc(O)cc6)C(=O)NCC(=O)NCC(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc6ccccc6)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCSC)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O)CC(=O)O)CCCNC(=N)N)C(O)C)CSSC1)CSSC5)CSSC3)CCC4)CCC2)Cc1ccccc1)CO)Cc1[nH]cnc1)C,1,473,-10.306604,6.1751294,-1487.0566,-13.926741,4.9820037,-63.761276,-10.306604,0,209
SCC(N)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C(C)C)C(C)C)CCC(=O)O)CCCCN)CCCCN)CCC(=O)O)CCCCN)CC(C)C)CC(=O)O)CCCCN)C(C)C)C(O)C)C(CC)C)CCC(=O)O)CO)CO)C(C)C)CC(=O)O)C(C)C)C)C)CC(=O)O)CO,1,504,-10.290291,5.5123034,-192.74365,86.476936,5.5455627,-67.130905,-10.290291,0.013076782,224
O=C(NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCO)Cc1c2c([nH]c1)cccc2)CC(C)C)Cc1c2c([nH]c1)cccc2)CC(C)C)Cc1c2c([nH]c1)cccc2)CC(C)C)Cc1c2c([nH]c1)cccc2)C(C)C)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC=O)C(C)C)CC(C)C)C)C(C)C)C(C)C,1,581,-10.219347,3.4106388,72.671112,3.4547164,-1.9080379,-62.467171,-10.219347,0.0045095668,261
Fc1ccc(C=NOCC(=O)NCCOCCOCCOCCOCCOCCNC(=O)COCC(=O)NCCCCC2C(=O)NC3C(=O)NC(CCC/N=C(\N)/N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(Cc4ccccc4)C(=O)NC(C(=O)NCCOCCOCCOCCNC(=O)COCC(=O)N)CSCC(=O)N2)CSSC3)cc1,1,351,-10.214156,4.5589681,-38.941746,14.887198,1.3852911,-59.748772,-10.214156,0,149
SCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CN)CCC/N=C(\N)/N)CCC/N=C(\N)/N)CCC/N=C(\N)/N)CCC/N=C(\N)/N)CO)C(C)C)CCC(=O)N)Cc1c2c([nH]c1)cccc2)C(=O)NC(C(=O)O)C,1,350,-10.195386,2.7338812,-658.41016,-33.683811,-8.283144,-61.796509,-10.195386,0.00054830662,148
S(CCC(NC(=O)C(NC(=O)C(N)CCC(=O)O)C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC1C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)N2C(C(=O)NC3C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(C)C(=O)NC(Cc4[nH]cnc4)C(=O)N4C(C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc5c6c([nH]c5)cccc6)C(=O)NC(Cc5ccccc5)C(=O)NC(Cc5ccccc5)C(=O)NC(CC(=O)N)C(=O)NC(C(CC)C)C(=O)NC(Cc5ccccc5)C(=O)NC(C(O)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)N)C(=O)NC5C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc6ccccc6)C(=O)NC(C(CC)C)C(=O)NC(Cc6ccc(O)cc6)C(=O)NCC(=O)NCC(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc6ccccc6)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCSC)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O)CC(=O)O)CCCNC(=N)N)C(O)C)CSSC1)CSSC5)CSSC3)CCC4)CCC2)Cc1ccccc1)CO)Cc1[nH]cnc1)C,1,473,-10.183791,9.0470495,-1490.929,141.42538,11.185523,-63.888756,-10.183791,0,209
SCC(N)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C(C)C)C(C)C)CCC(=O)O)CCCCN)CCCCN)CCC(=O)O)CCCCN)CC(C)C)CC(=O)O)CCCCN)C(C)C)C(O)C)C(CC)C)CCC(=O)O)CO)CO)C(C)C)CC(=O)O)C(C)C)C)C)CC(=O)O)CO,1,504,-10.167909,3.3579092,-152.89227,125.03342,8.3745298,-69.400185,-10.167909,0.0065383911,224
Fc1ccc(C=NOCC(=O)NCCOCCOCCOCCOCCOCCNC(=O)COCC(=O)NCCCCC2C(=O)NC3C(=O)NC(CCC/N=C(\N)/N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(Cc4ccccc4)C(=O)NC(C(=O)NCCOCCOCCOCCNC(=O)COCC(=O)N)CSCC(=O)N2)CSSC3)cc1,1,351,-10.146161,5.1624589,-73.458153,23.589987,-1.7483859,-60.601696,-10.146161,0,149
O=C(O)C(NC(=O)C(NC(=O)C(NC(=O)C1N(C(=O)C(NC(=O)C(NC(=O)C2N(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C3NC(=O)CC3)CC(C)C)Cc3ccc(O)cc3)CCC(=O)O)CC(=O)N)CCCCN)CCC2)CCC/N=C(\N)/N)CCC/N=C(\N)/N)CCC1)Cc1ccc(O)cc1)C(CC)C)CC(C)C,1,341,-10.141913,3.4227276,-376.65829,-67.533875,-5.9189219,-65.072571,-10.141913,3.254008e-005,144
S(CCC1C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)N2C(C(=O)N3C(C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC4C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(C(O)C)C(=O)NC(CC(=O)O)C(=O)NC5C(=O)N6C(C(=O)NCC(=O)NC(C(CC)C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC7C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(=O)NCC(=O)NC(CCSC)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8C(C(=O)NC(C(=O)O)CCC(=O)N)CCC8)C(C)C)Cc8ccccc8)CSSC5)CSSCC(C(=O)NC(C)C(=O)N1)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(CC)C)NC(=O)C(CC(C)C)NC(=O)C(C(CC)C)NC(=O)C(C(CC)C)NC(=O)C1N(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C5N(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C8N(C(=O)CNC(=O)C(NC(=O)C(NC(=O)C9N(C(=O)C(NC(=O)C(NC(=O)C(N)C)CCC(=O)N)CCC(=O)O)CCC9)C(C)C)CCCCN)CCC8)C(C)C)CO)C(O)C)CCCCN)CCC5)CO)CSSC7)CCC1)CSSC4)CCC6)CCC3)CCC2)C,1,487,-10.137808,2.9413714,-228.00146,94.756424,13.850375,-57.845943,-10.137808,0,215
Fc1ccc(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C(O)C)CCCNC(=N)N)C)C(C)C)CCCCN)CCC(=O)N)C)CC(C)C)C(C)C)CCC(=O)N)CC(C)C)CC(=O)O)CCCNC(=N)N)CC(C)C)CC(=O)N)CCC2)C(C)C)C)CC(=O)N)cc1,1,354,-10.125265,4.5609641,-600.04095,16.026869,1.4009155,-67.024399,-10.125265,1.8138355,150
Fc1c(CC(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(N)Cc2[nH]cnc2)(C)C)CCC(=O)O)C(O)C)(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)Cc2cnc(-c3c(C)cccc3)cc2)Cc2ccc(-c3c(CC)cc(OC)cc3)cc2)CC(=O)O)CO)C(O)C)C)cccc1,1,1,-10.112541,2.0570076,-5.6481056,-83.998001,-8.0326338,-64.160225,-10.112541,0,1
S(CCC1C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)N2C(C(=O)N3C(C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC4C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(C(O)C)C(=O)NC(CC(=O)O)C(=O)NC5C(=O)N6C(C(=O)NCC(=O)NC(C(CC)C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC7C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(=O)NCC(=O)NC(CCSC)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8C(C(=O)NC(C(=O)O)CCC(=O)N)CCC8)C(C)C)Cc8ccccc8)CSSC5)CSSCC(C(=O)NC(C)C(=O)N1)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(CC)C)NC(=O)C(CC(C)C)NC(=O)C(C(CC)C)NC(=O)C(C(CC)C)NC(=O)C1N(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C5N(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C8N(C(=O)CNC(=O)C(NC(=O)C(NC(=O)C9N(C(=O)C(NC(=O)C(NC(=O)C(N)C)CCC(=O)N)CCC(=O)O)CCC9)C(C)C)CCCCN)CCC8)C(C)C)CO)C(O)C)CCCCN)CCC5)CO)CSSC7)CCC1)CSSC4)CCC6)CCC3)CCC2)C,1,487,-10.105498,3.4029186,-226.78798,330.18054,36.202785,-58.743828,-10.105498,0,215
