mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,E_orig,Rec_index
Fc1ccc(C(=O)CCCN2CCC3(N(c4ccc(F)cc4)CNC3=O)CC2)cc1,1,275,-6.5267353,2.100925,-15.807647,-76.699417,-9.2088518,-36.041229,-6.5267353,1.3652344,1
O=C(OC(COC(=O)c1cnccc1)Cn1c2C(=O)N(C)C(=O)N(C)c2nc1)c1cnccc1,1,10,-6.5265369,1.3616743,-82.909706,-75.674515,-8.0022564,-31.367889,-6.5265369,3.4110808,1
C(CN1c2c(Sc3c1cccc3)cccc2)CN1CCN(CCC2OCCCO2)CC1,1,79,-6.525239,2.7760475,47.609943,-51.09753,-9.8312931,-31.919065,-6.525239,1.9349357,1
Fc1ccc(C(CCCN2CCN(CCNc3ccccc3)CC2)c2ccc(F)cc2)cc1,1,244,-6.5248427,2.3790278,91.515297,-102.05032,-10.837847,-31.612873,-6.5248427,0.60302734,1
O=C(OC(C#CCN(CC)CC)(C)C)C(O)(c1ccccc1)C1CCCCC1,1,95,-6.5215302,1.9733362,43.800449,-34.46587,-7.6613312,-32.006779,-6.5215302,0,1
C(CN1c2c(Sc3c1cccc3)cccc2)CN1CCN(CCC2OCCCO2)CC1,1,79,-6.5162134,3.1691253,43.711277,-77.867203,-9.4337006,-32.169376,-6.5162134,0.728881,1
O(/N=C/c1ccc([C@@]2C3=C4C(=CC(=O)CC4)CC[C@]3[C@]3[C@@](C)([C@](OC)(COC)CC3)C2)cc1)C(=O)NCC,1,197,-6.5160327,1.58468,50.669456,-72.066895,-9.606451,-36.839752,-6.5160327,0,1
O=C(NC)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC,1,25,-6.515727,1.1767966,26.87475,-77.73613,-8.2724323,-34.779575,-6.515727,3.808466,1
O=C(NC1CCCCC1)CCCCCCC/C=C\C/C=C\CCCCC,1,207,-6.5137291,2.361527,-10.833479,-50.351513,-8.6386881,-30.032932,-6.5137291,0.76070821,1
O=C(O)COCCOCCN1CCC(=C(c2ccccc2)c2ccccc2)CC1,1,76,-6.5107527,2.3924127,73.086945,-64.932129,-9.7291336,-33.457027,-6.5107527,0,1
O=C(NC)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC,1,25,-6.509409,2.6759381,28.79208,-64.009277,-8.6217642,-34.885765,-6.509409,3.432647,1
O=C(Oc1ccc(/C(=C(\CC)/c2ccc(OC(=O)CC)cc2)/CC)cc1)CC,1,81,-6.5084424,1.4119548,30.789637,-61.515289,-9.3778381,-34.134254,-6.5084424,3.1446664,1
S(CCC)c1c(N2CCN(CCCCN3C(=O)Nc4c(C3=O)cccc4)CC2)cccc1,1,200,-6.5074797,2.1598868,13.251345,-85.161179,-8.9964323,-27.157167,-6.5074797,1.0966797,1
S(c1sc2c(c(CC)ccc2)n1)c1cc2c([C@]3(C)[C@](N(C)C(=O)CC3)CC2)cc1,1,20,-6.5060663,2.9462631,23.512257,-52.290936,-9.0513763,-32.564911,-6.5060663,0.55391383,1
Fc1ccc(C2=C(CCN3CCN(c4c(OC)cccc4)CC3)OC(=O)N2)cc1,1,150,-6.5037522,2.1034207,89.619286,-73.895271,-9.7098398,-28.236034,-6.5037522,3.5058594,1
O=C(NC)[C@@](NC(=O)[C@@](CC(=O)NO)CC(C)C)Cc1c2c([nH]c1)cccc2,1,55,-6.5022035,1.6302748,-28.056475,-61.01857,-7.8710604,-34.681175,-6.5022035,1.0075436,1
Fc1ccc(C2=C(CCN3CCN(c4c(OC)cccc4)CC3)OC(=O)N2)cc1,1,150,-6.4996142,1.3904377,86.156975,-83.137184,-9.6641817,-33.659473,-6.4996142,0,1
O=[N+]([O-])C(=C(c1ccc(OCCN2CCCC2)cc1)c1ccc(OC)cc1)c1ccccc1,1,90,-6.4952693,0.98754191,62.368988,-81.017181,-10.438757,-29.94426,-6.4952693,1.7323419,1
O=[N+]([O-])C(=C(c1ccc(OCCN2CCCC2)cc1)c1ccc(OC)cc1)c1ccccc1,1,90,-6.4949293,2.1679363,64.942032,-86.689476,-9.2775011,-26.992085,-6.4949293,1.6993937,1
Clc1c(C(=O)O)ccc(C(O)CCCCCCCCCCCCCCCCC)c1,1,187,-6.4939089,1.4675826,0.42650676,-64.610603,-10.419842,-30.060497,-6.4939089,1.3774414,1
Clc1cc(Cl)cc(C(=O)N[C@@](C(=O)N2CCC3(CC2)CCCC3)CCC(=O)O)c1,1,15,-6.4923043,1.5742006,-50.779045,-77.975159,-9.5998135,-33.652142,-6.4923043,0.30493164,1
S(CC(O)CN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ncnc2[nH]cnc12,1,87,-6.4920664,2.3889425,148.77827,-93.381172,-9.9722748,-33.95031,-6.4920664,0.39562988,1
O=C(NC1CCCCC1)CCCCCCC/C=C\C/C=C\CCCCC,1,207,-6.490694,2.6396263,-20.214941,-71.801575,-9.8635302,-30.243429,-6.490694,0.76220703,1
S(CCN1C(=O)CCC1=O)c1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,1,154,-6.4861374,2.8501353,-183.89682,-70.921043,-9.2293749,-33.928349,-6.4861374,0,1
C(CCN1C2CCC(C1)CC2)(c1oc(C)nn1)(c1ccccc1)c1ccccc1,1,252,-6.4840751,1.102142,73.019989,-63.286236,-9.2245455,-28.320734,-6.4840751,0,1
O=C1C(CN[C@@]2[C@](O)[C@@](Oc3ccccc3)CC2)CCc2sc(C)cc12,1,146,-6.4832368,0.85923249,81.611374,-86.613235,-9.8685532,-30.908966,-6.4832368,0,1
O=C(N(CC)CC)N1CCN(CCN2C(=O)N(CCCCCCCCCCCCCC)CC2)CC1,1,43,-6.4831915,1.4330921,-22.171953,-29.578421,-7.2378602,-28.028797,-6.4831915,0.78301543,1
O=C(Oc1ccc(/C(=C(\CC)/c2ccc(OC(=O)CC)cc2)/CC)cc1)CC,1,81,-6.482955,1.4067564,30.77696,-60.331249,-9.1651812,-34.311207,-6.482955,3.1830881,1
F[C@@]12[C@]3(C)C(=CC(=O)C=C3)CC[C@]1[C@]1[C@@](C)([C@](C(=O)CO)(C)[C@](C)C1)C[C@@]2O,1,261,-6.4819288,1.8928556,140.00291,-56.092392,-8.0383644,-33.100124,-6.4819288,0,1
O(C[C@@](N(C)C)(CC)c1ccccc1)Cc1cc(OC)c(OC)c(OC)c1,1,260,-6.4808135,1.3014868,96.90065,-62.434216,-8.4767323,-33.262177,-6.4808135,1.3042237,1
O=[N+]([O-])C(=C(c1ccc(OCCN2CCCC2)cc1)c1ccc(OC)cc1)c1ccccc1,1,90,-6.4787941,1.0733945,62.940388,-73.933777,-9.5499916,-30.003338,-6.4787941,1.7323419,1
Clc1c(OCCCCCCC(C(=O)CC)C(=O)CC)ccc(OC)c1,1,73,-6.4773378,2.282656,13.003253,-47.508945,-8.663394,-33.697598,-6.4773378,0.83298939,1
Fc1ccc(C(=O)CCCN2CCC3(N(c4ccc(F)cc4)CNC3=O)CC2)cc1,1,275,-6.4770675,2.151988,-5.4254136,-71.781136,-9.343503,-31.717457,-6.4770675,0.77546722,1
O=[N+]([O-])c1cc(CC(=O)N(C)[C@@]2[C@@](N3CCCC3)Cc3c2cccc3)ccc1,1,9,-6.4741902,1.6421533,89.504387,-62.024395,-8.3712902,-30.886419,-6.4741902,1.493664,1
Clc1c(NC(=O)c2cc(OC3CCCC3)c(OC)cc2)c(Cl)cnc1,1,94,-6.471292,3.5123529,50.909508,-71.902336,-9.3876505,-32.625923,-6.471292,0.29284182,1
Clc1cc(c([C@@](Oc2nc(N)nc(N3CCC4(C[C@@](C(=O)O)NC4)CC3)c2)C(F)(F)F)cc1)-c1ccccc1,1,175,-6.4697967,1.7429137,-130.45061,-67.742943,-8.776475,-34.583607,-6.4697967,1.4682262,1
O=C(OC)CCC/C=C\C[C@]1C(=O)C[C@@](O)[C@@]1/C=C/CC(O)(C=C)CCCC,1,193,-6.4696589,1.4915388,-3.6230524,-44.748653,-7.6753554,-32.772854,-6.4696589,0,1
O=C(OC(OC(=O)[C@]1C(C)(C)S[C@@]2[C@](/N=C/N3CCCCCC3)C(=O)N12)C)OCC,1,221,-6.4695902,2.3906901,-14.293657,-57.976364,-7.5595851,-33.296375,-6.4695902,1.2334641,1
O=C(N[C@@]1C(=O)N[C@](CC)C(=O)N2[C@](C(=O)N(C)[C@@](Cc3ccc(NC)cc3)C(=O)N3[C@](C(=O)N[C@@](c4ccccc4)C(=O)O[C@@]1C)CC(=O)CC3)CCC2)c1c(O)cccn1,1,139,-6.4647603,1.2840207,169.90427,-31.068548,-8.1915674,-30.962488,-6.4647603,0,1
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCC[N+]([O-])(C)C)ccc(NCC[N+]([O-])(C)C)c12,1,239,-6.4623833,1.1883533,-33.173054,-93.605804,-10.954109,-32.913857,-6.4623833,3.797277,1
F[C@@]1C=2[C@@](C)([C@]3[C@@](O)C[C@]4(C)[C@@](OC(=O)CCCC)(C(=O)CO)CC[C@]4[C@@]3C1)C=CC(=O)C=2,1,109,-6.4619083,1.725399,60.110413,-71.581421,-8.5681791,-35.066547,-6.4619083,3.0475156,1
O=C(N(CC)CC)N1CCN(CCN2C(=O)N(CCCCCCCCCCCCCC)CC2)CC1,1,43,-6.4597888,1.4179931,-22.437553,-36.497158,-7.1648183,-28.698828,-6.4597888,0.68363869,1
O(C[C@@](N(C)C)(CC)c1ccccc1)Cc1cc(OC)c(OC)c(OC)c1,1,260,-6.4581084,1.7391808,96.489082,-67.906494,-8.5286112,-33.489872,-6.4581084,2.4608927,1
Ic1ccc(C(CCCCCCCCC(=O)OCC)C)cc1,1,64,-6.4576826,1.7901096,-0.77160692,-64.529305,-9.6398582,-31.509218,-6.4576826,0.98653239,1
Clc1c(CCN2CCC(O)(C(C(=O)N(C)C3CCCCC3)(C)C)CC2)cccc1,1,231,-6.4570727,2.168834,25.449978,-46.254059,-9.2523918,-25.735733,-6.4570727,3.5058594,1
O(CC)c1c(-n2cccc2)c(OCC)cc(Cc2c(N)nc(N)nc2)c1,1,195,-6.454792,1.9666383,-154.31279,-56.528595,-9.5440054,-30.97541,-6.454792,3.7009916,1
O=C(Oc1ccc(/C(=C(\CC)/c2ccc(OC(=O)CC)cc2)/CC)cc1)CC,1,81,-6.4544621,1.4984461,42.542843,-60.401035,-9.2853193,-30.318918,-6.4544621,3.2215097,1
O=C(NCCCOC)c1nccc(C(=O)NCCCOC)c1,1,196,-6.4544082,1.3934768,-12.363651,-69.834145,-9.0924816,-32.684906,-6.4544082,0.60302734,1
Clc1ccc(C(=O)N(CCO)CC2C(C)C3CC2CC3)cc1,1,96,-6.4537826,2.4130888,64.048004,-55.865711,-8.4581814,-33.541225,-6.4537826,1.4670664,1
S(=O)(=O)(N)c1ccc(N2CCN(CC[C@@]3OCCc4c3cccc4)CC2)cc1,1,85,-6.4528775,1.1573039,31.598257,-93.665794,-10.621407,-33.319084,-6.4528775,0,1
S(CCN1C(=O)CCC1=O)c1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,1,154,-6.4493089,1.2340524,-184.91104,-98.202255,-9.1033449,-33.32835,-6.4493089,2.6992188,1
O=C(OC(COC(=O)c1cnccc1)Cn1c2C(=O)N(C)C(=O)N(C)c2nc1)c1cnccc1,1,10,-6.4484053,1.3019263,-85.923996,-63.805573,-8.2364359,-33.775063,-6.4484053,2.6004937,1
O=C(N(CC)CC)N1CCN(CCN2C(=O)N(CCCCCCCCCCCCCC)CC2)CC1,1,43,-6.4477487,1.9148307,-24.517508,-61.796284,-7.8642259,-28.673109,-6.4477487,0.68363869,1
Clc1c(OCCCCCCC(C(=O)CC)C(=O)CC)ccc(OC)c1,1,73,-6.4475546,1.353942,14.50858,-58.748653,-8.8451185,-35.454857,-6.4475546,1.2074462,1
Clc1cc(Cl)cc(C(=O)N[C@@](C(=O)N2CCC3(CC2)CCCC3)CCC(=O)O)c1,1,15,-6.4454966,2.1309772,-50.47086,-48.647514,-9.7997456,-27.240524,-6.4454966,0.35956573,1
O(CC)c1c(-n2cccc2)c(OCC)cc(Cc2c(N)nc(N)nc2)c1,1,195,-6.4444532,1.3982881,-154.51707,-90.726563,-10.589022,-29.730139,-6.4444532,2.1545327,1
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCC[N+]([O-])(C)C)ccc(NCC[N+]([O-])(C)C)c12,1,239,-6.442174,1.4669503,-29.670973,-77.204361,-9.8638191,-32.992908,-6.442174,3.797277,1
Fc1ccc([C@@]2[C@@]3[C@@](CN(CCN4C(=O)Nc5c(C4=O)cccc5)C3)C2)cc1,1,119,-6.4381037,1.5932637,-3.1339307,-88.038551,-9.8041534,-33.441505,-6.4381037,1.7175442,1
Clc1c(OCCCCCCC(C(=O)CC)C(=O)CC)ccc(OC)c1,1,73,-6.4355383,1.8680662,12.691883,-45.165874,-8.6308556,-33.116543,-6.4355383,1.469165,1
Fc1ccc([C@@]2[C@@]3[C@@](CN(CCN4C(=O)Nc5c(C4=O)cccc5)C3)C2)cc1,1,119,-6.4308558,2.6931834,-8.3662128,-77.336868,-9.3836555,-32.967903,-6.4308558,0.9959721,1
F[C@@]12[C@]3(C)C(=CC(=O)C=C3)CC[C@]1[C@]1[C@@](C)([C@]3(C(=O)COC(=O)C)N=C(C)O[C@@]3C1)C[C@@]2O,1,138,-6.4287014,1.531752,82.245247,-64.04776,-8.9622669,-34.064671,-6.4287014,1.3613281,1
Clc1ccc(C(N2CCN(C/C=C/c3ccccc3)CC2)c2ccccc2)cc1,1,287,-6.4235148,2.2126358,92.318054,-68.730927,-9.8217287,-31.937557,-6.4235148,0.61120605,1
S(=O)(=O)(CCN(C(=O)NCCN(CC)CC)C(C)C)c1ccccc1,1,156,-6.4228268,1.5048165,-60.689472,-45.252342,-7.7693062,-31.745852,-6.4228268,1.3378906,1
Clc1ccc(-c2c(-c3ccc(Cl)cc3)nc(SC(C(=O)O)C)o2)cc1,1,283,-6.4188728,2.4616945,26.450783,-68.777634,-9.4060726,-28.50626,-6.4188728,0,1
O=C(NC)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC,1,25,-6.4184074,1.3545324,27.645594,-69.829948,-8.2312746,-34.770649,-6.4184074,1.3633746,1
O=C(Oc1ccc(/C(=C(\CC)/c2ccc(OC(=O)CC)cc2)/CC)cc1)CC,1,81,-6.4176059,1.9453404,31.459442,-67.331665,-8.8412724,-31.217674,-6.4176059,3.1830881,1
Clc1ccc(C(=O)n2c(C)c(CC(SCc3cnccc3)=O)c3c2ccc(OC)c3)cc1,1,78,-6.4115405,1.7102923,75.618889,-70.831223,-8.2546501,-32.129402,-6.4115405,1.7046576,1
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCC[N+]([O-])(C)C)ccc(NCC[N+]([O-])(C)C)c12,1,239,-6.4109983,1.3236973,-31.171555,-62.646935,-9.9755621,-32.008877,-6.4109983,3.797277,1
Brc1[nH]c2c3c(ccc2)C2=C[C@](NC(=O)N(CC)CC)CN(C)[C@@]2Cc13,1,219,-6.4109907,1.6814442,-20.734589,-66.854012,-10.38423,-32.840084,-6.4109907,3.0714443,1
O=C(NCCC[N+](C)(C)C)CCCCCCCCC=C,1,297,-6.4089379,1.332374,13.586759,-70.771378,-8.8439026,-30.998138,-6.4089379,1.1278666,1
Fc1ccc(C(CCCN2CCN(CCNc3ccccc3)CC2)c2ccc(F)cc2)cc1,1,244,-6.4077239,1.7279735,92.488342,-82.789406,-10.36725,-30.949848,-6.4077239,0,1
O=C(NCCCOc1cc(CN2CCCCC2)ccc1)COC(=O)C,1,140,-6.4072661,3.0874457,-29.34203,-59.887192,-8.4576292,-33.9118,-6.4072661,2.9903576,1
O=C(N[C@@]1C(=O)N[C@](CC)C(=O)N2[C@](C(=O)N(C)[C@@](Cc3ccc(NC)cc3)C(=O)N3[C@](C(=O)N[C@@](c4ccccc4)C(=O)O[C@@]1C)CC(=O)CC3)CCC2)c1c(O)cccn1,1,139,-6.4070024,2.2356694,166.84636,-34.094913,-8.4450264,-29.287703,-6.4070024,0,1
Fc1ccc([C@](N(C(=O)c2cnc3c(c2)cccc3)Cc2cc(C(=O)O)ccc2)C)cc1,1,166,-6.4068413,2.0352294,-11.226089,-86.943779,-9.7611332,-31.020403,-6.4068413,3.5817003,1
O(C[C@@](N(C)C)(CC)c1ccccc1)Cc1cc(OC)c(OC)c(OC)c1,1,260,-6.4053588,2.0663152,96.350296,-59.150959,-8.4018049,-31.718386,-6.4053588,2.4608927,1
S(=O)(=O)(N)c1ccc(N2CCN(CC[C@@]3OCCc4c3cccc4)CC2)cc1,1,85,-6.404634,0.96716356,32.344429,-93.566353,-10.908689,-28.9774,-6.404634,0.60302734,1
Fc1ccc([C@@]2[C@@]3[C@@](CN(CCN4C(=O)Nc5c(C4=O)cccc5)C3)C2)cc1,1,119,-6.4033132,1.462638,-5.6523829,-83.817574,-10.196797,-30.534851,-6.4033132,0,1
S(=O)(=O)(N)c1ccc(N2CCN(CC[C@@]3OCCc4c3cccc4)CC2)cc1,1,85,-6.4015999,1.9245608,33.836681,-85.809692,-10.002387,-32.053871,-6.4015999,1.2191209,1
Ic1ccc(C(CCCCCCCCC(=O)OCC)C)cc1,1,64,-6.400157,0.98588133,3.2800548,-63.533588,-9.653038,-31.08959,-6.400157,1.5244141,1
O(C[C@@](N(C)C)(CC)c1ccccc1)Cc1cc(OC)c(OC)c(OC)c1,1,260,-6.3980846,2.1019466,100.56101,-62.688686,-8.662199,-29.81756,-6.3980846,3.3607073,1
O=C(N1c2ncccc2C(=O)Nc2c1cccc2)C1CCN(C)CC1,1,278,-6.3938689,0.95731848,-14.825915,-61.799175,-9.1893473,-29.646284,-6.3938689,3.0188131,1
O(C)c1c(OC)cc2c([C@@](CCCC[C@@]3NCCc4c3cc(OC)c(OC)c4)NCC2)c1,1,145,-6.3932691,2.4239557,39.376518,-59.066261,-9.5948753,-32.384087,-6.3932691,0.0065383911,1
O=C(OC)Nc1c(CNC=2c3n(c(C)c(C)n3)C=CC=2)c(C)ccc1,1,158,-6.3928432,1.8186058,-23.748711,-46.539112,-8.4963131,-32.614597,-6.3928432,2.5314348,1
O=C(CO)[C@]12[C@]3(C)[C@]([C@]4[C@@]([C@]5(C)C(=CC(=O)C=C5)CC4)[C@@](O)C3)C[C@]1O[C@@](C1CCCCC1)O2,1,37,-6.3921862,1.3142744,105.82875,-81.747551,-9.1709795,-27.640429,-6.3921862,1.6779785,1
FC(F)(F)c1cc(NC(=O)c2c(OC(=O)C)c([N+](=O)[O-])ccc2OC(=O)C)cc(C(F)(F)F)c1,1,89,-6.3905964,1.1742214,20.694502,-88.403442,-9.359417,-35.67664,-6.3905964,0.97607422,1
O=C(OC(OC(=O)[C@]1C(C)(C)S[C@@]2[C@](/N=C/N3CCCCCC3)C(=O)N12)C)OCC,1,221,-6.3903604,1.2864388,-10.403296,-53.755711,-7.8156028,-34.438782,-6.3903604,2.4343107,1
O=C(OCCN(CC)CC)C1(CCC(C)C)CCCCC1,1,211,-6.3900738,1.0805261,43.557461,-59.685154,-8.2689419,-26.634018,-6.3900738,0,1
O(/N=C/c1ccc([C@@]2C3=C4C(=CC(=O)CC4)CC[C@]3[C@]3[C@@](C)([C@](OC)(COC)CC3)C2)cc1)C(=O)NCC,1,197,-6.3858714,1.2568831,59.32346,-66.620537,-9.6008244,-33.043282,-6.3858714,0,1
O=C(OCC(COC(=O)N)(CCC)C)NC1CC1,1,202,-6.3855295,0.68034428,11.464714,-76.124092,-8.5980473,-27.507338,-6.3855295,1.4978994,1
Clc1c(N/N=C(\Cn2cncc2)/c2sc(Cl)cc2)c(Cl)ccc1,1,125,-6.3820562,1.9181699,95.485558,-65.496361,-8.3264732,-34.790382,-6.3820562,0,1
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCC[N+]([O-])(C)C)ccc(NCC[N+]([O-])(C)C)c12,1,239,-6.3809905,2.5089283,-28.475607,-62.10976,-10.422131,-32.772873,-6.3809905,0,1
O=C(OCCN(CC)CC)C1(CCC(C)C)CCCCC1,1,211,-6.3763347,0.76293433,43.018764,-56.843147,-8.5823326,-25.995979,-6.3763347,0,1
O=C(N[C@]1[C@@](O)[C@](n2c3ncnc(N(C)C)c3nc2)O[C@@]1CO)[C@@](N)Cc1ccc(OC)cc1,1,152,-6.3751903,1.6071347,134.8219,-55.783318,-8.4719667,-30.986103,-6.3751903,0,1
O=C(NCCN(CC)CC)c1c2c(c(-c3c(C)cccc3)nc1)cccc2,1,217,-6.3732004,1.8547879,25.479218,-57.137058,-9.2160912,-26.792711,-6.3732004,1.2856022,1
O(C)c1c(OC)cc2c([C@@](CCCC[C@@]3NCCc4c3cc(OC)c(OC)c4)NCC2)c1,1,145,-6.3671608,1.2640463,39.691475,-77.668365,-10.079886,-33.383522,-6.3671608,0.60986328,1
O=C(NCCC[N+](C)(C)C)CCCCCCCCC=C,1,297,-6.3651214,1.9140474,14.800462,-61.60614,-9.6894207,-30.589527,-6.3651214,0.9564209,1
F[C@@]12[C@]3(C)C(=CC(=O)C=C3)CC[C@]1[C@]1[C@@](C)([C@]3(C(=O)COC(=O)C)N=C(C)O[C@@]3C1)C[C@@]2O,1,138,-6.3644938,1.3122582,86.13063,-77.645279,-8.8693714,-34.247391,-6.3644938,2.6782808,1
Clc1c(C(=O)O)ccc(C(O)CCCCCCCCCCCCCCCCC)c1,1,187,-6.3631134,2.4562092,-0.21189827,-61.315102,-10.677251,-29.843506,-6.3631134,0.79009819,1
O=[N+]([O-])c1cc(CC(=O)N(C)[C@@]2[C@@](N3CCCC3)Cc3c2cccc3)ccc1,1,9,-6.3603067,1.1830552,93.493721,-77.669708,-8.6768417,-30.120796,-6.3603067,2.1264663,1
O=C(O[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)Cc1ccccc1,1,88,-6.3586636,1.5114752,23.962204,-70.110008,-8.8836155,-36.059593,-6.3586636,3.1514151,1
O=C1c2c(NCCNC)ccc3n(CCNCCO)nc(c23)-c2c(O)ccc(O)c12,1,122,-6.3584185,2.3885539,99.663254,-83.155945,-9.8798428,-32.610691,-6.3584185,3.2866211,1
Clc1ccc(-c2c(-c3ccc(Cl)cc3)nc(SC(C(=O)O)C)o2)cc1,1,283,-6.3581634,1.5307655,26.74439,-57.702183,-10.839648,-27.347651,-6.3581634,3.3263776,1
O=C1OC=C([C@@]2[C@]3(C)[C@@]4(O[C@@]4C2)[C@]2[C@@]([C@]4(C)[C@@](C[C@@](O)CC4)CC2)CC3)C=C1,1,168,-6.3569579,1.0059879,181.29524,-75.367722,-8.2769957,-34.18063,-6.3569579,0,1
P(=O)(OP(=O)(OC[C@@]1[C@@](O)[C@](F)(C)[C@](N2C(=O)N=C(N)C=C2)O1)O)(OP(=O)(O)O)O,1,83,-6.3554244,3.6930265,-671.03516,-94.529228,-9.1048946,-36.037422,-6.3554244,0,1
P(=O)(OP(=O)(OC[C@@]1[C@@](O)[C@](F)(C)[C@](N2C(=O)N=C(N)C=C2)O1)O)(OP(=O)(O)O)O,1,83,-6.3539228,2.7440403,-661.41956,-55.487625,-9.3772144,-33.65789,-6.3539228,0,1
O=C(OCCN(CC)CC)N1CCC(Cc2ccccc2)CC1,1,230,-6.3511319,1.2408752,-35.277519,-67.100189,-8.186944,-28.321386,-6.3511319,0,1
Fc1cc(C(=O)CCC)c(OCC(O)CNC(C)(C)C)cc1,1,111,-6.3504419,1.6989124,-22.36264,-67.662079,-9.4481459,-31.397549,-6.3504419,3.1770988,1
O=C(NCCN(CC)CC)c1c2c(c(-c3c(C)cccc3)nc1)cccc2,1,217,-6.3498988,3.4548519,20.557655,-89.445244,-10.00172,-31.1164,-6.3498988,0,1
O=C(Oc1cc2c(cc1)[C@@]1[C@]([C@]3[C@@](C)([C@@](O)CC3)CC1)CC2)c1ccccc1,1,62,-6.3481393,2.2119691,60.198185,-63.371407,-7.9489346,-30.25106,-6.3481393,3.2936285e-005,1
C(CCN1C2CCC(C1)CC2)(c1oc(C)nn1)(c1ccccc1)c1ccccc1,1,252,-6.3473263,1.43361,75.658241,-62.036583,-7.9148231,-28.715212,-6.3473263,3.8344629,1
O=C(OC(C#CCN(CC)CC)(C)C)C(O)(c1ccccc1)C1CCCCC1,1,95,-6.3461971,1.6006695,43.710392,-52.04063,-7.8680005,-30.843504,-6.3461971,0,1
Fc1cc(C(=O)CCC)c(OCC(O)CNC(C)(C)C)cc1,1,111,-6.3450723,1.9680592,-14.728158,-48.808662,-8.8422003,-27.710758,-6.3450723,2.9438024,1
Clc1c(/C(/OCCOc2ccc(Cl)cc2)=C(\C)/n2cncc2)ccc(Cl)c1,1,274,-6.3431463,1.7055382,38.21629,-54.959469,-8.8211584,-29.739359,-6.3431463,0,1
O=C(OCC)CC(=O)N1C(COc2c(OC)cccc2)SCC1,1,58,-6.3422856,0.83454776,-42.696735,-78.384041,-7.9680829,-32.111046,-6.3422856,3.9009809,1
C(CN1c2c(Sc3c1cccc3)cccc2)CN1CCN(CCC2OCCCO2)CC1,1,79,-6.3394108,2.2412722,51.537506,-72.214294,-9.5536385,-29.678303,-6.3394108,1.9155273,1
O=C(O[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)Cc1ccccc1,1,88,-6.3388867,1.6833625,24.284595,-79.994392,-8.9123001,-32.438446,-6.3388867,0,1
O=C1C(CN[C@@]2[C@](O)[C@@](Oc3ccccc3)CC2)CCc2sc(C)cc12,1,146,-6.3387427,0.95774561,81.021011,-82.926048,-9.7100382,-26.468506,-6.3387427,0,1
O=C(CO)[C@]12[C@]3(C)[C@]([C@]4[C@@]([C@]5(C)C(=CC(=O)C=C5)CC4)[C@@](O)C3)C[C@]1O[C@@](C1CCCCC1)O2,1,37,-6.3376822,1.0929372,120.76588,-68.83857,-9.2984247,-23.929073,-6.3376822,2.0216842,1
O=C(N[C@]1[C@@](O)[C@](n2c3ncnc(N(C)C)c3nc2)O[C@@]1CO)[C@@](N)Cc1ccc(OC)cc1,1,152,-6.3370447,3.4428096,131.74239,-50.819695,-8.9024649,-34.445339,-6.3370447,0,1
S(=O)(=O)(CCN(C(=O)NCCN(CC)CC)C(C)C)c1ccccc1,1,156,-6.3355751,2.5625045,-58.39962,-47.259018,-7.9418149,-34.013435,-6.3355751,0,1
Ic1ccc(C(CCCCCCCCC(=O)OCC)C)cc1,1,64,-6.3327923,2.2799964,-0.85052264,-62.073948,-8.9505491,-31.675116,-6.3327923,0.98653239,1
O=C(OC(OC(=O)[C@]1C(C)(C)S[C@@]2[C@](/N=C/N3CCCCCC3)C(=O)N12)C)OCC,1,221,-6.3320451,1.5962921,-15.623263,-59.152222,-7.6640816,-33.538082,-6.3320451,2.5845144,1
F[C@@]12[C@]3(C)C([C@@](F)C[C@]1[C@]1[C@@](C)([C@]4(C(=O)CO)O[C@](CCC)O[C@@]4C1)C[C@@]2O)=CC(=O)CC3,1,177,-6.331811,1.7034569,132.98997,-72.981628,-9.4752569,-30.845869,-6.331811,0.40312105,1
O=C(OC(OC(=O)[C@]1C(C)(C)S[C@@]2[C@](/N=C/N3CCCCCC3)C(=O)N12)C)OCC,1,221,-6.3307166,1.5723459,-11.392686,-49.795055,-8.127058,-30.535904,-6.3307166,2.607121,1
O=C(OC1CC(C)(C)CC(C)C1)C(OC(=O)c1cnccc1)c1ccccc1,1,23,-6.3303375,1.257169,24.25486,-72.481438,-8.9206362,-31.986361,-6.3303375,0.43697888,1
