mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
FC(F)(F)C(O)(CC)c1oc(NCc2cc3OC(=O)C=C(c4ccc(F)cc4)c3cc2)nn1,1,3,-6.6331468,0.79045588,77.061859,-89.767586,-9.9569283,-35.570126,-6.6331468,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.0742188,1
FC(F)(F)C(O)(CC)c1oc(NCc2cc3OC(=O)C=C(c4ccc(F)cc4)c3cc2)nn1,1,3,-6.5897517,1.8861251,74.862129,-84.932213,-10.045663,-33.634243,-6.5897517,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,3.5382235,1
FC(F)(F)C(O)(CC)c1oc(NCc2cc3OC(=O)C=C(c4ccc(F)cc4)c3cc2)nn1,1,3,-6.5578747,0.92669648,77.714363,-90.920509,-10.11879,-33.161579,-6.5578747,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,3.8640244,1
FC(F)(F)C(O)(CC)c1oc(NCc2cc3OC(=O)C=C(c4ccc(F)cc4)c3cc2)nn1,1,3,-6.5101418,2.1614466,76.284225,-70.21479,-10.215714,-31.871662,-6.5101418,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,2.915261,1
FC(F)(F)C(O)(CC)c1oc(NCc2cc3OC(=O)C=C(c4ccc(F)cc4)c3cc2)nn1,1,3,-6.4814095,2.2454965,76.635643,-63.085011,-10.19115,-32.52356,-6.4814095,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,3.3899722,1
S(=O)(=O)(C(C)(C)C)CC1(NC(=O)NC(C(C)(C)C)C(=O)N2C(C(=O)NC(C(=O)C(=O)NC3CC3)CCCC)C3C(C)(C)C3C2)CCCCC1,1,4,-7.9993539,3.7563255,265.94287,-52.83511,-8.2112598,-40.481018,-7.9993539,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.3052524,1
S(=O)(=O)(C(C)(C)C)CC1(NC(=O)NC(C(C)(C)C)C(=O)N2C(C(=O)NC(C(=O)C(=O)NC3CC3)CCCC)C3C(C)(C)C3C2)CCCCC1,1,4,-7.9618206,2.7346756,255.97963,-29.210806,-9.1781063,-43.77829,-7.9618206,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.012937742,1
S(=O)(=O)(C(C)(C)C)CC1(NC(=O)NC(C(C)(C)C)C(=O)N2C(C(=O)NC(C(=O)C(=O)NC3CC3)CCCC)C3C(C)(C)C3C2)CCCCC1,1,4,-7.8309073,1.6405476,256.23138,-72.730965,-9.714818,-42.894524,-7.8309073,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.12731689,1
S(=O)(=O)(C(C)(C)C)CC1(NC(=O)NC(C(C)(C)C)C(=O)N2C(C(=O)NC(C(=O)C(=O)NC3CC3)CCCC)C3C(C)(C)C3C2)CCCCC1,1,4,-7.5508847,1.540325,261.07477,-44.353474,-8.4853477,-39.066704,-7.5508847,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.0067887357,1
S(=O)(=O)(C(C)(C)C)CC1(NC(=O)NC(C(C)(C)C)C(=O)N2C(C(=O)NC(C(=O)C(=O)NC3CC3)CCCC)C3C(C)(C)C3C2)CCCCC1,1,4,-7.221889,3.0568709,254.11635,-41.918964,-9.4077454,-39.515617,-7.221889,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.14615448,1
O=C(OCC(=O)C1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C(C)(C)C,1,5,-6.5422926,3.1800117,46.583836,-79.150894,-10.192451,-33.521713,-6.5422926,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,2.6083634,1
O=C(OCC(=O)C1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C(C)(C)C,1,5,-6.4704452,2.2102501,50.422951,-80.429466,-8.8621311,-33.446449,-6.4704452,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,2.9739099,1
O=C(OCC(=O)C1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C(C)(C)C,1,5,-6.45327,1.08014,53.404755,-74.486382,-8.9765482,-29.942484,-6.45327,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.54691714,1
O=C(OCC(=O)C1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C(C)(C)C,1,5,-6.3442893,1.0675774,48.480461,-66.397812,-9.0318661,-32.690544,-6.3442893,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,3.5814328,1
O=C(OCC(=O)C1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C(C)(C)C,1,5,-6.3131795,1.4689041,49.166878,-75.715256,-9.4589767,-30.818077,-6.3131795,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.82813913,1
OC1C2(C)C(C3C(C4(C)C(Cc5[nH]ncc5C4)CC3)CC2)CC1,1,6,-5.3917742,1.8822579,66.369484,-39.065624,-8.2203846,-21.56229,-5.3917742,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
OC1C2(C)C(C3C(C4(C)C(Cc5[nH]ncc5C4)CC3)CC2)CC1,1,6,-5.3707299,1.7887845,76.973183,-65.209305,-9.0077324,-21.293066,-5.3707299,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
OC1C2(C)C(C3C(C4(C)C(Cc5[nH]ncc5C4)CC3)CC2)CC1,1,6,-5.2849035,2.6550331,67.428879,-77.909874,-9.3455963,-23.186859,-5.2849035,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
OC1C2(C)C(C3C(C4(C)C(Cc5[nH]ncc5C4)CC3)CC2)CC1,1,6,-5.2131991,1.9473054,68.740532,-84.59861,-8.6219168,-21.43088,-5.2131991,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
OC1C2(C)C(C3C(C4(C)C(Cc5[nH]ncc5C4)CC3)CC2)CC1,1,6,-5.0134025,1.7324064,67.888535,-56.289925,-8.7566128,-19.295153,-5.0134025,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
O=C(O)C1N(C(=O)C2NCCC2)CC(O)C1,1,7,-5.3694167,1.2561815,59.0378,-68.38974,-8.9083624,-23.025553,-5.3694167,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,2.0693715,1
O=C(O)C1N(C(=O)C2NCCC2)CC(O)C1,1,7,-5.3606749,1.6517103,66.640968,-75.23616,-7.970418,-21.15505,-5.3606749,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,2.2604904,1
O=C(O)C1N(C(=O)C2NCCC2)CC(O)C1,1,7,-5.3148417,1.9403909,59.981136,-67.400917,-8.9789124,-23.406027,-5.3148417,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.96402109,1
O=C(O)C1N(C(=O)C2NCCC2)CC(O)C1,1,7,-5.2683158,1.2703834,63.640221,-69.979507,-8.1883059,-23.17524,-5.2683158,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.72412121,1
O=C(O)C1N(C(=O)C2NCCC2)CC(O)C1,1,7,-5.2660122,1.82965,62.901005,-60.723534,-8.0409021,-21.294882,-5.2660122,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.9030108,1
Clc1c(Cc2ccc(OC3COCC3)cc2)cc(C2C(O)C(O)C(O)C(CO)O2)cc1,1,8,-6.9172878,2.6028385,98.936661,-64.444763,-8.7846889,-36.579556,-6.9172878,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.26772,1
Clc1c(Cc2ccc(OC3COCC3)cc2)cc(C2C(O)C(O)C(O)C(CO)O2)cc1,1,8,-6.6281261,3.3966374,96.430145,-51.493568,-8.4290705,-32.990269,-6.6281261,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,2.9371767,1
Clc1c(Cc2ccc(OC3COCC3)cc2)cc(C2C(O)C(O)C(O)C(CO)O2)cc1,1,8,-6.4969897,1.9806768,99.640587,-65.952431,-8.4418497,-33.762543,-6.4969897,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,2.8270454,1
Clc1c(Cc2ccc(OC3COCC3)cc2)cc(C2C(O)C(O)C(O)C(CO)O2)cc1,1,8,-6.4897332,1.3190111,96.929832,-67.847664,-8.4172831,-33.634491,-6.4897332,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,3.1491597,1
Clc1c(Cc2ccc(OC3COCC3)cc2)cc(C2C(O)C(O)C(O)C(CO)O2)cc1,1,8,-6.4263444,1.8156091,96.711128,-61.596966,-8.5685549,-35.029819,-6.4263444,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,3.9124532,1
O=C(N1CSCC1)C1NCC(N2CCN(c3n(-c4ccccc4)nc(C)c3)CC2)C1,1,9,-6.7176805,1.5643927,196.41779,-95.258583,-9.6532478,-32.338505,-6.7176805,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.064819336,1
O=C(N1CSCC1)C1NCC(N2CCN(c3n(-c4ccccc4)nc(C)c3)CC2)C1,1,9,-6.3158975,1.391713,198.65878,-83.838242,-10.786555,-29.033205,-6.3158975,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,3.6371789,1
O=C(N1CSCC1)C1NCC(N2CCN(c3n(-c4ccccc4)nc(C)c3)CC2)C1,1,9,-6.2870297,1.4579766,201.64038,-72.972893,-9.6411171,-29.945152,-6.2870297,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,2.0683594,1
O=C(N1CSCC1)C1NCC(N2CCN(c3n(-c4ccccc4)nc(C)c3)CC2)C1,1,9,-6.2789412,1.1314,200.14857,-86.389702,-9.177269,-29.482124,-6.2789412,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,3.8535156,1
O=C(N1CSCC1)C1NCC(N2CCN(c3n(-c4ccccc4)nc(C)c3)CC2)C1,1,9,-6.275444,2.2586153,199.82816,-72.22747,-9.9949827,-29.355551,-6.275444,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,2.3519287,1
Fc1cc(N=C2N(CCNC(=O)NC)C(c3ccc(N4CCOCC4)cc3)=CS2)ccc1,1,10,-6.8224988,1.3976638,-58.531208,-88.304787,-9.7323313,-28.534555,-6.8224988,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,2.331975,1
Fc1cc(N=C2N(CCNC(=O)NC)C(c3ccc(N4CCOCC4)cc3)=CS2)ccc1,1,10,-6.7780004,1.9832184,-60.995113,-82.462341,-9.0457973,-30.92087,-6.7780004,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,2.331975,1
Fc1cc(N=C2N(CCNC(=O)NC)C(c3ccc(N4CCOCC4)cc3)=CS2)ccc1,1,10,-6.7147059,1.2620691,-60.322189,-96.172325,-9.0883751,-30.963913,-6.7147059,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
Fc1cc(N=C2N(CCNC(=O)NC)C(c3ccc(N4CCOCC4)cc3)=CS2)ccc1,1,10,-6.6775637,1.4244969,-55.95628,-75.628036,-9.432766,-29.487074,-6.6775637,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,2.331975,1
Fc1cc(N=C2N(CCNC(=O)NC)C(c3ccc(N4CCOCC4)cc3)=CS2)ccc1,1,10,-6.4782939,1.3195974,-63.38549,-75.848709,-9.492939,-31.07962,-6.4782939,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,2.8400235,1
FC=1C(=O)N(C)C2C(C)(C=1)C1C(C3C(C)(C(C(=O)NCc4[nH]c5c(n4)nccc5)CC3)CC1)CC2,1,11,-6.5051126,2.6104877,48.395851,-69.10437,-10.08328,-35.712151,-6.5051126,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.84893173,1
FC=1C(=O)N(C)C2C(C)(C=1)C1C(C3C(C)(C(C(=O)NCc4[nH]c5c(n4)nccc5)CC3)CC1)CC2,1,11,-6.441206,1.9771849,49.660034,-73.026611,-8.1780548,-30.654816,-6.441206,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.84893173,1
FC=1C(=O)N(C)C2C(C)(C=1)C1C(C3C(C)(C(C(=O)NCc4[nH]c5c(n4)nccc5)CC3)CC1)CC2,1,11,-6.400207,2.2144976,47.468342,-46.23584,-8.2204256,-33.527012,-6.400207,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
FC=1C(=O)N(C)C2C(C)(C=1)C1C(C3C(C)(C(C(=O)NCc4[nH]c5c(n4)nccc5)CC3)CC1)CC2,1,11,-6.3219252,3.0905044,46.898972,-59.000141,-8.5523977,-30.593969,-6.3219252,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.84893173,1
FC=1C(=O)N(C)C2C(C)(C=1)C1C(C3C(C)(C(C(=O)NCc4[nH]c5c(n4)nccc5)CC3)CC1)CC2,1,11,-6.1857328,2.8024306,49.174824,-58.282112,-9.8002663,-32.242516,-6.1857328,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.84893173,1
Brc1cc2Nc3ncnc4c3cc(c(OC)c4)OCCCCCN(C)Cc2cc1,1,12,-5.8143997,3.9153159,-28.955914,-70.710876,-9.9440813,-27.50609,-5.8143997,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.079867,1
Brc1cc2Nc3ncnc4c3cc(c(OC)c4)OCCCCCN(C)Cc2cc1,1,12,-5.7766848,2.3263276,-32.108078,-66.900688,-9.1279793,-28.606495,-5.7766848,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.6341977,1
Brc1cc2Nc3ncnc4c3cc(c(OC)c4)OCCCCCN(C)Cc2cc1,1,12,-5.7669458,2.0636132,-36.21545,-67.115631,-9.8698902,-26.600096,-5.7669458,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.76220703,1
Brc1cc2Nc3ncnc4c3cc(c(OC)c4)OCCCCCN(C)Cc2cc1,1,12,-5.7423711,2.9161446,-35.592113,-39.663223,-9.5585175,-24.965776,-5.7423711,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.079867,1
Brc1cc2Nc3ncnc4c3cc(c(OC)c4)OCCCCCN(C)Cc2cc1,1,12,-5.6991072,5.0103617,-35.232101,-52.909901,-8.9501457,-30.288435,-5.6991072,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.0104407,1
FC(F)(F)c1nc(C(F)(F)F)c2c(n1)CN(C(=O)CC(N)CN1C(=O)CCC(F)(F)C1)CC2,1,13,-6.7902212,1.6416315,172.60796,-77.695236,-10.31787,-31.780958,-6.7902212,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,3.2725699,1
FC(F)(F)c1nc(C(F)(F)F)c2c(n1)CN(C(=O)CC(N)CN1C(=O)CCC(F)(F)C1)CC2,1,13,-6.3659019,2.4228063,176.81779,-61.567554,-10.152162,-28.465034,-6.3659019,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.83431667,1
FC(F)(F)c1nc(C(F)(F)F)c2c(n1)CN(C(=O)CC(N)CN1C(=O)CCC(F)(F)C1)CC2,1,13,-6.300755,1.9152263,175.0506,-101.24736,-12.577048,-26.738865,-6.300755,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.0065383911,1
FC(F)(F)c1nc(C(F)(F)F)c2c(n1)CN(C(=O)CC(N)CN1C(=O)CCC(F)(F)C1)CC2,1,13,-6.2299414,1.0405469,175.08136,-77.608818,-10.601314,-26.449755,-6.2299414,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.5039132,1
FC(F)(F)c1nc(C(F)(F)F)c2c(n1)CN(C(=O)CC(N)CN1C(=O)CCC(F)(F)C1)CC2,1,13,-6.2050681,2.626708,170.5773,-96.592079,-11.34637,-32.109402,-6.2050681,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,3.5212779,1
O=C(OC(C[N+](C)(C)C)CC(=O)[O-])CCCCCCC,1,14,-6.6930976,1.9319686,-70.584328,-54.37606,-9.6896343,-34.289417,-6.6930976,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.1186092,1
O=C(OC(C[N+](C)(C)C)CC(=O)[O-])CCCCCCC,1,14,-6.3215909,1.4590473,-74.357086,-60.408108,-8.9907904,-32.612209,-6.3215909,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.5642954,1
O=C(OC(C[N+](C)(C)C)CC(=O)[O-])CCCCCCC,1,14,-6.2828526,0.9018209,-71.73764,-73.382744,-9.1738958,-32.204872,-6.2828526,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.2226777,1
O=C(OC(C[N+](C)(C)C)CC(=O)[O-])CCCCCCC,1,14,-6.2822051,1.6706308,-72.261513,-69.789246,-8.8241816,-31.608568,-6.2822051,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.5873413,1
O=C(OC(C[N+](C)(C)C)CC(=O)[O-])CCCCCCC,1,14,-6.1235762,1.7219748,-73.166367,-67.750519,-9.617939,-31.130705,-6.1235762,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.5873413,1
O=C(OC(C[N+](C)(C)C)CC(=O)[O-])CCCCCCCCC,1,15,-6.669549,1.6159179,-64.400139,-72.723999,-9.7645693,-31.658873,-6.669549,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.5244141,1
O=C(OC(C[N+](C)(C)C)CC(=O)[O-])CCCCCCCCC,1,15,-6.3578129,1.9694672,-70.452614,-82.073952,-9.8367023,-32.359035,-6.3578129,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.27605861,1
O=C(OC(C[N+](C)(C)C)CC(=O)[O-])CCCCCCCCC,1,15,-6.2572803,2.2521691,-70.435677,-49.943596,-8.7757721,-28.578997,-6.2572803,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.4326171,1
O=C(OC(C[N+](C)(C)C)CC(=O)[O-])CCCCCCCCC,1,15,-6.2362418,1.5409836,-63.690186,-57.610538,-8.7680683,-29.284988,-6.2362418,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.3696898,1
O=C(OC(C[N+](C)(C)C)CC(=O)[O-])CCCCCCCCC,1,15,-6.2312565,2.803911,-72.537148,-48.700573,-8.8435907,-31.879501,-6.2312565,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.4184829,1
O=C(O)C1C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CCCC=CC=CC=CC=CC(OC2C(O)C(N)C(O)C(C)O2)CC1O,1,16,-7.7655964,1.4727923,-105.46744,-60.245651,-9.2095375,-44.016148,-7.7655964,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,3.2971067,1
O=C(O)C1C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CCCC=CC=CC=CC=CC(OC2C(O)C(N)C(O)C(C)O2)CC1O,1,16,-7.6229959,2.6146133,-105.75482,-43.846764,-8.4667435,-40.842522,-7.6229959,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,3.2971067,1
O=C(O)C1C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CCCC=CC=CC=CC=CC(OC2C(O)C(N)C(O)C(C)O2)CC1O,1,16,-7.4085078,2.4180942,-112.4738,-46.247971,-9.0704679,-44.011047,-7.4085078,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
O=C(O)C1C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CCCC=CC=CC=CC=CC(OC2C(O)C(N)C(O)C(C)O2)CC1O,1,16,-7.3718705,3.8774457,-115.43996,-74.503845,-9.4332952,-42.045898,-7.3718705,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
O=C(O)C1C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CCCC=CC=CC=CC=CC(OC2C(O)C(N)C(O)C(C)O2)CC1O,1,16,-7.369915,3.042006,-110.70534,-91.29142,-8.924367,-40.059772,-7.369915,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
O=C(OC)C12c3[nH]c4c(c3CCN3C1C(CC)CC(C2)C3)cc(OC)c(C1c2[nH]c3c(c2CC2N(C)CC(=CC)C(C2C(=O)OC)C1)cccc3)c4,1,17,-7.2034812,0.9633128,259.98911,-84.224648,-8.5669689,-38.690926,-7.2034812,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
O=C(OC)C12c3[nH]c4c(c3CCN3C1C(CC)CC(C2)C3)cc(OC)c(C1c2[nH]c3c(c2CC2N(C)CC(=CC)C(C2C(=O)OC)C1)cccc3)c4,1,17,-6.8585277,1.2943991,257.41818,-61.71722,-10.509158,-37.615479,-6.8585277,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
O=C(OC)C12c3[nH]c4c(c3CCN3C1C(CC)CC(C2)C3)cc(OC)c(C1c2[nH]c3c(c2CC2N(C)CC(=CC)C(C2C(=O)OC)C1)cccc3)c4,1,17,-6.4955649,1.3392551,258.15094,-75.974686,-10.539433,-35.565388,-6.4955649,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
O=C(OC)C12c3[nH]c4c(c3CCN3C1C(CC)CC(C2)C3)cc(OC)c(C1c2[nH]c3c(c2CC2N(C)CC(=CC)C(C2C(=O)OC)C1)cccc3)c4,1,17,-6.3778172,1.5436548,193.10815,-51.372715,-9.8737803,-30.370945,-6.3778172,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
O=C(OC)C12c3[nH]c4c(c3CCN3C1C(CC)CC(C2)C3)cc(OC)c(C1c2[nH]c3c(c2CC2N(C)CC(=CC)C(C2C(=O)OC)C1)cccc3)c4,1,17,-6.3448396,1.0538445,192.90826,-68.815872,-9.5692844,-32.780006,-6.3448396,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
O=C(OC1C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)CC2)CC1)CCCCCCCCC=C,1,18,-6.8382635,1.7167937,35.910187,-82.869415,-8.6268711,-35.097389,-6.8382635,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.5244141,1
O=C(OC1C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)CC2)CC1)CCCCCCCCC=C,1,18,-6.8089061,3.1103711,38.525677,-78.371399,-9.3072958,-35.22575,-6.8089061,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.5244141,1
O=C(OC1C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)CC2)CC1)CCCCCCCCC=C,1,18,-6.6724339,1.6503218,34.553524,-63.890068,-8.5595112,-34.338867,-6.6724339,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.5244141,1
O=C(OC1C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)CC2)CC1)CCCCCCCCC=C,1,18,-6.5639353,1.0825509,33.415695,-79.351891,-8.9516048,-33.723133,-6.5639353,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,1.5244141,1
O=C(OC1C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)CC2)CC1)CCCCCCCCC=C,1,18,-6.5161324,4.8954792,43.776062,-69.224709,-8.7446232,-33.097935,-6.5161324,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.76220703,1
FC12C3(C)C(C(F)CC1C1C(C)(C(C(=O)CO)C(C)C1)CC2O)=CC(=O)C=C3,1,19,-6.2261071,2.056277,102.88866,-70.796906,-8.5758085,-31.537884,-6.2261071,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
FC12C3(C)C(C(F)CC1C1C(C)(C(C(=O)CO)C(C)C1)CC2O)=CC(=O)C=C3,1,19,-6.1694927,0.57815695,100.49508,-80.600525,-9.1270208,-30.981012,-6.1694927,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0.66064453,1
FC12C3(C)C(C(F)CC1C1C(C)(C(C(=O)CO)C(C)C1)CC2O)=CC(=O)C=C3,1,19,-6.1218352,2.1211243,108.66206,-72.971634,-8.7751589,-28.803747,-6.1218352,$HOME/My Research/MDM2/sdf for docking/smiles_data16.sdf,0,1
