mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,E_orig,Rec_index
O=C(OC[C@](OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)[C@@](NC(=O)CC[C@@](NC(=O)[C@@](NC(=O)[C@](O[C@@]([C@](O[C@]1[C@](NC(=O)C)[C@@](O)[C@](O)[C@@](CO)O1)[C@](O)CO)[C@@](NC(=O)C)C=O)C)C)C(=O)N)C,1,80,-8.563117,3.1025274,8.8524075,-48.912777,-5.0719504,-47.062859,-8.563117,0,1
S(=O)(=O)(Nc1c(OC)c(NC(=O)Nc2c3c(c(Oc4nc(Nc5cc(C(=O)NCCOCCOCCOC)cc(C#C)c5)ncc4)cc2)cccc3)cc(C(C)(C)C)c1)C,1,210,-8.5068121,3.9269991,-211.49571,-54.203064,-10.389496,-50.363304,-8.5068121,1.1131861,1
S(=O)(=O)(Nc1c(OC)c(NC(=O)Nc2c3c(c(Oc4nc(Nc5cc(C(=O)NCCOCCOCCOC)cc(C#C)c5)ncc4)cc2)cccc3)cc(C(C)(C)C)c1)C,1,210,-8.5025911,2.6136847,-216.57298,-56.943604,-8.5200195,-52.585541,-8.5025911,1.1131861,1
O=C(OC[C@](OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)[C@@](NC(=O)CC[C@@](NC(=O)[C@@](NC(=O)[C@](O[C@@]([C@](O[C@]1[C@](NC(=O)C)[C@@](O)[C@](O)[C@@](CO)O1)[C@](O)CO)[C@@](NC(=O)C)C=O)C)C)C(=O)N)C,1,80,-8.4870481,2.351373,9.2826252,-28.912165,-8.0038242,-50.522812,-8.4870481,0,1
O=C(O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](N)C)CO)[C@](O)C)[C@](O)C)[C@](O)C)CC(=O)N)Cc1ccc(O)cc1)[C@](O)C,1,325,-8.3961334,3.0193624,-4.4744449,-49.908489,-9.1596556,-49.130035,-8.3961334,0.0065383911,1
O=[N+]([O-])c1c2-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3/C(=N/OC(C(=O)O[C@]3(CC)C(=O)OCC=4C(=O)N5C(c6nc7c(c(CN(C)C)c(O)cc7)cc6C5)=CC3=4)C)/c2cc([N+](=O)[O-])c1,1,298,-8.3950043,2.7558639,190.5576,-31.03747,-10.883477,-51.140644,-8.3950043,1.8562769,1
O=[N+]([O-])c1c2-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3/C(=N/OC(C(=O)O[C@]3(CC)C(=O)OCC=4C(=O)N5C(c6nc7c(c(CN(C)C)c(O)cc7)cc6C5)=CC3=4)C)/c2cc([N+](=O)[O-])c1,1,298,-8.3806086,2.2469609,179.49802,-53.075245,-11.267768,-48.803516,-8.3806086,2.441412,1
O=C(O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](N)C)CO)[C@](O)C)[C@](O)C)[C@](O)C)CC(=O)N)Cc1ccc(O)cc1)[C@](O)C,1,325,-8.3674698,1.7335821,-7.7577662,-46.411602,-8.322401,-48.884457,-8.3674698,0.14887238,1
O=[N+]([O-])c1c2-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3/C(=N/OC(C(=O)O[C@]3(CC)C(=O)OCC=4C(=O)N5C(c6nc7c(c(CN(C)C)c(O)cc7)cc6C5)=CC3=4)C)/c2cc([N+](=O)[O-])c1,1,298,-8.36444,2.3592877,198.4126,-61.798405,-10.008131,-49.77813,-8.36444,0.96372283,1
O=C(O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](N)C)CO)[C@](O)C)[C@](O)C)[C@](O)C)CC(=O)N)Cc1ccc(O)cc1)[C@](O)C,1,325,-8.3253775,2.0343759,-4.4521804,-51.100178,-8.9127092,-46.108688,-8.3253775,0.15541077,1
S(=O)(=O)(Nc1c(OC)c(NC(=O)Nc2c3c(c(Oc4nc(Nc5cc(C(=O)NCCOCCOCCOC)cc(C#C)c5)ncc4)cc2)cccc3)cc(C(C)(C)C)c1)C,1,210,-8.2926645,3.7160485,-214.97655,-26.782383,-8.3020849,-41.922394,-8.2926645,1.160511,1
O=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)c1ccc(NCCCC)cc1,1,256,-8.2855654,3.2241645,113.17954,-47.072514,-8.8127127,-48.948093,-8.2855654,0.070848316,1
O=C(N)CC[C@]1C(=O)N[C@@](CCCCN)C(=O)N2[C@@](C(=O)N3[C@](C(=O)N[C@@](Cc4ccc(O)cc4)C(=O)N[C@@](Cc4nc[nH]c4)C(=O)N[C@@](C)C(=O)N[C@@]4C(=O)N[C@@](CO)C(=O)N[C@@](C)C(=O)N5[C@@](C(=O)N[C@@](CCN)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](Cc6ccc(O)cc6)C(=O)N[C@](C(=O)N[C@@](Cc6ccc(O)cc6)C(=O)N1)CSSC4)CCC5)CCC3)CCC2,1,16,-8.2826481,1.3020164,-117.12186,-30.305864,-5.9403033,-46.935364,-8.2826481,0,1
O=C(OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)C)CCCCCCC/C=C\C/C=C\CCCCC,1,26,-8.2435846,5.1175942,-4.5778084,-53.161209,-7.277133,-42.539948,-8.2435846,0.76220703,1
O=C1N(C)[C@@]([C@](O)[C@@](C/C=C/C)C)C(=O)N[C@@](CC)C(=O)N(C)[C@](C)C(=O)N(CC)[C@@](C(C)C)C(=O)N[C@@](C(C)C)C(=O)N(C)[C@@](CC(C)C)C(=O)N[C@@](C)C(=O)N[C@](C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@]1C(C)C,1,244,-8.2346706,2.2261713,355.47797,-26.927347,-9.1336336,-44.581017,-8.2346706,0,1
O=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)c1ccc(NCCCC)cc1,1,256,-8.1626015,3.9665549,103.89539,-64.797691,-8.3094025,-47.052963,-8.1626015,0.1258347,1
O=[N+]([O-])c1c2-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3/C(=N/OC(C(=O)O[C@]3(CC)C(=O)OCC=4C(=O)N5C(c6nc7c(c(CN(C)C)c(O)cc7)cc6C5)=CC3=4)C)/c2cc([N+](=O)[O-])c1,1,298,-8.1595907,3.1184335,195.30254,-37.868046,-9.7107058,-42.546028,-8.1595907,2.9834325,1
O=C(NCC[C@]1C(=O)N[C@@]([C@](O)C)C(=O)N[C@@](CCN)C(=O)N[C@@](CCN)C(=O)N[C@@](CCN)C(=O)N[C@@](CC(C)C)C(=O)N[C@@](CCN)C(=O)N[C@@](CC(C)C)C(=O)N1)CCCCC(CC)C,1,28,-8.1234312,2.6064773,23.424738,-51.108311,-6.6131468,-44.43111,-8.1234312,3.4214187,1
O=C(N[C@@]1C(=O)N[C@]([C@](CC)C)[C@@](O)CC(=O)O[C@@](C(C)C)C(=O)[C@](C)C(=O)N[C@@](CC(C)C)C(=O)N2[C@](C(=O)N(C)[C@@](Cc3ccc(OC)cc3)C(=O)O[C@@]1C)CCC2)[C@](N(C(=O)[C@]1N(C(=O)C(=O)C)CCC1)C)CC(C)C,1,149,-8.1179609,4.89642,198.10373,-49.971287,-7.8328838,-47.711411,-8.1179609,0,1
O=C(N)CC[C@]1C(=O)N[C@@](CCCCN)C(=O)N2[C@@](C(=O)N3[C@](C(=O)N[C@@](Cc4ccc(O)cc4)C(=O)N[C@@](Cc4nc[nH]c4)C(=O)N[C@@](C)C(=O)N[C@@]4C(=O)N[C@@](CO)C(=O)N[C@@](C)C(=O)N5[C@@](C(=O)N[C@@](CCN)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](Cc6ccc(O)cc6)C(=O)N[C@](C(=O)N[C@@](Cc6ccc(O)cc6)C(=O)N1)CSSC4)CCC5)CCC3)CCC2,1,16,-8.108489,2.2492425,-132.9024,-33.843132,-8.2138987,-44.511768,-8.108489,0,1
O=C(OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)C)CCCCCCC/C=C\C/C=C\CCCCC,1,26,-8.0923662,2.8521543,-5.2360578,-29.295588,-7.4689183,-42.759129,-8.0923662,0.24084473,1
O(CCOCCOCCOC)CCOCCOCCO[C@@]1[C@@]2Oc3c(OC)ccc4c3[C@@]32C(O)([C@](N(C)CC3)C4)CC1,1,61,-8.0414543,1.0690763,169.9632,-74.805908,-10.135652,-43.612846,-8.0414543,1.2076873,1
O=C(N[C@](C(=O)[C@]1(C)OC1)CC1=CCCC1)[C@@](NC(=O)[C@@](NC(=O)CN1CCOCC1)C)[C@](O)c1ccc(OC)cc1,1,234,-8.0342636,1.6556861,300.82257,-56.333595,-9.6173525,-42.796852,-8.0342636,0.0038928986,1
O=C(N[C@](C(=O)[C@]1(C)OC1)CC1=CCCC1)[C@@](NC(=O)[C@@](NC(=O)CN1CCOCC1)C)[C@](O)c1ccc(OC)cc1,1,234,-8.0221624,1.6708587,300.33447,-90.259781,-10.240827,-42.749493,-8.0221624,0.0038928986,1
O=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)c1ccc(NCCCC)cc1,1,256,-8.0199118,1.9264123,115.05392,-28.927242,-8.1802387,-47.18121,-8.0199118,0.054986391,1
O=[N+]([O-])c1c2-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3/C(=N/OC(C(=O)O[C@]3(CC)C(=O)OCC=4C(=O)N5C(c6nc7c(c(CN(C)C)c(O)cc7)cc6C5)=CC3=4)C)/c2cc([N+](=O)[O-])c1,1,298,-8.0099745,3.3212652,192.02861,-57.761322,-9.6967068,-45.835464,-8.0099745,0.038257074,1
O=C(Nc1n(-c2ccc(C)cc2)nc(C(C)(C)C)c1)Nc1c2c(c(OCc3cc(NC(=O)COC)ncc3)cc1)cccc2,1,219,-7.9787512,1.2553121,-25.489641,-86.655304,-12.112419,-45.874619,-7.9787512,3.7854242,1
O=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)c1ccc(NCCCC)cc1,1,256,-7.9782991,3.4257474,110.17511,-49.098213,-8.5380383,-49.693024,-7.9782991,0.14169663,1
O=C1N(C)[C@@]([C@](O)[C@@](C/C=C/C)C)C(=O)N[C@@](CC)C(=O)N(C)[C@](C)C(=O)N(CC)[C@@](C(C)C)C(=O)N[C@@](C(C)C)C(=O)N(C)[C@@](CC(C)C)C(=O)N[C@@](C)C(=O)N[C@](C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@]1C(C)C,1,244,-7.977242,2.1342487,358.26569,-7.0997286,-8.5385323,-41.484573,-7.977242,0,1
O=C(OC)[C@@](NC(=O)[C@](NC(=O)[C@](NC(=O)C)Cc1ccccc1)Cc1ccccc1)Cc1[nH]cnc1,1,270,-7.9288635,2.5773995,-4.0876641,-65.679314,-8.9903746,-38.442841,-7.9288635,0.36610413,1
FC(F)(F)c1ccc(-c2c(C(=O)Nc3cc4c(n(C)c(C(=O)N[C@](C(=O)N(Cc5ccccc5)C)c5ccccc5)c4)cc3)cccc2)cc1,1,112,-7.9192648,2.5342429,54.454281,-85.758926,-10.581007,-41.075489,-7.9192648,2.3425806,1
O=C(OC[C@](OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)[C@@](NC(=O)CC[C@@](NC(=O)[C@@](NC(=O)[C@](O[C@@]([C@](O[C@]1[C@](NC(=O)C)[C@@](O)[C@](O)[C@@](CO)O1)[C@](O)CO)[C@@](NC(=O)C)C=O)C)C)C(=O)N)C,1,80,-7.8971586,1.9176342,13.277556,-30.090698,-5.467442,-47.187656,-7.8971586,0,1
O=C(OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)C)CCCCCCC/C=C\C/C=C\CCCCC,1,26,-7.8852057,1.7013065,-8.1365671,-35.283913,-6.7664824,-42.573441,-7.8852057,0.76220703,1
O=C(N)CC[C@]1C(=O)N[C@@](CCCCN)C(=O)N2[C@@](C(=O)N3[C@](C(=O)N[C@@](Cc4ccc(O)cc4)C(=O)N[C@@](Cc4nc[nH]c4)C(=O)N[C@@](C)C(=O)N[C@@]4C(=O)N[C@@](CO)C(=O)N[C@@](C)C(=O)N5[C@@](C(=O)N[C@@](CCN)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](Cc6ccc(O)cc6)C(=O)N[C@](C(=O)N[C@@](Cc6ccc(O)cc6)C(=O)N1)CSSC4)CCC5)CCC3)CCC2,1,16,-7.8835211,2.7998385,-123.8078,-49.974133,-7.0605359,-45.521202,-7.8835211,0,1
O=C(OCC1=C(C)OC(=O)O1)c1n(Cc2ccc(-c3c(-c4[nH]nnn4)cccc3)cc2)c(CCC)nc1C(O)(C)C,1,56,-7.8429308,2.4895322,21.245787,-69.443321,-9.4043646,-41.279968,-7.8429308,2.1443565,1
O=C(OCC1=C(C)OC(=O)O1)c1n(Cc2ccc(-c3c(-c4[nH]nnn4)cccc3)cc2)c(CCC)nc1C(O)(C)C,1,56,-7.8354974,2.2349808,20.076574,-32.974072,-9.8628731,-42.457603,-7.8354974,1.8364258,1
O=C(N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN)CCC(=O)NCCCCCN(O)C(=O)C,1,289,-7.81422,2.9068844,-62.432816,-70.617897,-10.408856,-43.257412,-7.81422,0.35732731,1
O=C(NCCCN1CCN(CCCNC(=O)[C@@](N)CCCNC(=N)N)CC1)[C@@](N)CCCNC(=N)N,1,235,-7.811379,2.6401243,-292.41565,-59.933628,-10.516953,-47.907982,-7.811379,0.46576691,1
S=C(NCCN(C(=O)c1ccc(NCc2nc3C(=O)NC(N)=Nc3nc2)cc1)[C@](C(=O)O)CCC(=O)N)Nc1cc2C(=O)OC3(c2cc1)c1c(Oc2c3ccc(O)c2)cc(O)cc1,1,18,-7.8052502,3.3878717,-183.2395,-46.370911,-9.4791431,-47.332844,-7.8052502,1.3975208,1
S=C(NCCN(C(=O)c1ccc(NCc2nc3C(=O)NC(N)=Nc3nc2)cc1)[C@](C(=O)O)CCC(=O)N)Nc1cc2C(=O)OC3(c2cc1)c1c(Oc2c3ccc(O)c2)cc(O)cc1,1,18,-7.7854929,2.7013147,-186.61746,-80.903976,-9.5707283,-47.166088,-7.7854929,1.3804123,1
O=C(N[C@@]1C(=O)N[C@]([C@](CC)C)[C@@](O)CC(=O)O[C@@](C(C)C)C(=O)[C@](C)C(=O)N[C@@](CC(C)C)C(=O)N2[C@](C(=O)N(C)[C@@](Cc3ccc(OC)cc3)C(=O)O[C@@]1C)CCC2)[C@](N(C(=O)[C@]1N(C(=O)C(=O)C)CCC1)C)CC(C)C,1,149,-7.7785673,2.6788378,197.68977,-34.766567,-8.0905342,-43.20343,-7.7785673,0,1
Fc1c(CN2C(=O)N(c3nnc(OC)cc3)C(=O)c3c(CN(C)C)c(-c4ccc(NC(=O)NOC)cc4)sc23)c(F)ccc1,1,135,-7.7693591,1.7907946,-93.829117,-76.63253,-9.832531,-44.292114,-7.7693591,1.9836348,1
O=C(OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)C)CCCCCCC/C=C\C/C=C\CCCCC,1,26,-7.7664285,3.0521798,1.5487219,-17.785961,-6.6337023,-43.577599,-7.7664285,0.76220703,1
O=C(N[C@](C(=O)[C@]1(C)OC1)CC1=CCCC1)[C@@](NC(=O)[C@@](NC(=O)CN1CCOCC1)C)[C@](O)c1ccc(OC)cc1,1,234,-7.7418656,1.8731638,296.11813,-90.293175,-9.7102375,-38.889656,-7.7418656,0,1
O=C(N[C@@]1C(=O)N[C@]([C@](CC)C)[C@@](O)CC(=O)O[C@@](C(C)C)C(=O)[C@](C)C(=O)N[C@@](CC(C)C)C(=O)N2[C@](C(=O)N(C)[C@@](Cc3ccc(OC)cc3)C(=O)O[C@@]1C)CCC2)[C@](N(C(=O)[C@]1N(C(=O)C(=O)C)CCC1)C)CC(C)C,1,149,-7.7371559,3.3854535,189.51469,18.232073,-6.3821626,-43.55254,-7.7371559,0,1
O=C(NCCCN1CCN(CCCNC(=O)[C@@](N)CCCNC(=N)N)CC1)[C@@](N)CCCNC(=N)N,1,235,-7.7310987,2.0198545,-291.83594,-101.64123,-9.9087029,-42.984509,-7.7310987,0.30493164,1
Fc1c(CN2C(=O)N(c3nnc(OC)cc3)C(=O)c3c(CN(C)C)c(-c4ccc(NC(=O)NOC)cc4)sc23)c(F)ccc1,1,135,-7.7228603,1.7053655,-95.807648,-111.64404,-11.793581,-40.403919,-7.7228603,1.2001607,1
O=C(N[C@](C(=O)[C@]1(C)OC1)CC1=CCCC1)[C@@](NC(=O)[C@@](NC(=O)CN1CCOCC1)C)[C@](O)c1ccc(OC)cc1,1,234,-7.7226911,1.852934,305.72202,-65.596664,-8.4921904,-41.303131,-7.7226911,0,1
O=C(Nc1n(-c2ccc(C)cc2)nc(C(C)(C)C)c1)Nc1c2c(c(OCc3cc(NC(=O)COC)ncc3)cc1)cccc2,1,219,-7.7200513,1.7138048,-26.102467,-52.791172,-9.9372873,-41.987934,-7.7200513,3.5847776,1
O=C(OCC1=C(C)OC(=O)O1)c1n(Cc2ccc(-c3c(-c4[nH]nnn4)cccc3)cc2)c(CCC)nc1C(O)(C)C,1,56,-7.6986227,2.3393838,16.328772,-51.654739,-9.3170023,-41.590775,-7.6986227,3.2531703,1
O=C(N[C@](C(=O)[C@]1(C)OC1)CC1=CCCC1)[C@@](NC(=O)[C@@](NC(=O)CN1CCOCC1)C)[C@](O)c1ccc(OC)cc1,1,234,-7.6969285,1.5837635,295.0596,-61.088688,-9.3103428,-39.668465,-7.6969285,0.0038928986,1
O=C(NCCN(C)C)COc1c2cccc1Cc1c(OCC(=O)NCCN(C)C)c(ccc1)Cc1c(OCC(=O)NCCN(C)C)c(ccc1)Cc1c(OCC(=O)NCCN(C)C)c(ccc1)C2,1,118,-7.6967249,3.0666168,112.70547,-47.140617,-7.6232643,-35.16354,-7.6967249,0,1
FC(F)(F)c1ccc(-c2c(C(=O)Nc3cc4c(n(C)c(C(=O)N[C@](C(=O)N(Cc5ccccc5)C)c5ccccc5)c4)cc3)cccc2)cc1,1,112,-7.694591,1.9986508,59.226192,-58.005219,-9.1472807,-41.289196,-7.694591,1.3496747,1
O=C(NCCCN1CCN(CCCNC(=O)[C@@](N)CCCNC(=N)N)CC1)[C@@](N)CCCNC(=N)N,1,235,-7.6819544,2.0195782,-292.66672,-46.264156,-10.300734,-44.756447,-7.6819544,0.46576691,1
O=C(NCCCN1CCN(CCCNC(=O)[C@@](N)CCCNC(=N)N)CC1)[C@@](N)CCCNC(=N)N,1,235,-7.6757703,2.1555202,-293.96039,-66.561165,-10.685184,-46.305943,-7.6757703,0.46576691,1
O=C(NCCCN1CCN(CCCNC(=O)[C@@](N)CCCNC(=N)N)CC1)[C@@](N)CCCNC(=N)N,1,235,-7.6562567,1.8992188,-296.11758,-113.19603,-10.492394,-42.963398,-7.6562567,0.45922852,1
O(CCOCCOCCOC)CCOCCOCCO[C@@]1[C@@]2Oc3c(OC)ccc4c3[C@@]32C(O)([C@](N(C)CC3)C4)CC1,1,61,-7.6411152,1.6400616,161.56006,-68.837898,-9.5891447,-44.202168,-7.6411152,1.2076873,1
O=C(OCC1=C(C)OC(=O)O1)c1n(Cc2ccc(-c3c(-c4[nH]nnn4)cccc3)cc2)c(CCC)nc1C(O)(C)C,1,56,-7.630106,1.3390703,14.664159,-89.024391,-10.045666,-42.988007,-7.630106,0,1
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(CCN2C(=O)C(C)(C)c3c(C2=O)cc(OC)cc3)cc1,1,336,-7.6147881,1.5747375,-186.16832,-83.439201,-9.9206324,-40.524342,-7.6147881,0.60302734,1
S(=O)(=O)(NC(=O)[C@]1(NC(=O)[C@]2N3C(=O)[C@](C(C)(C)C)NC(=O)O[C@]4[C@](OC/C=C/C(F)(F)c5nc6c(nc5O[C@](C2)C3)cccc6)CCC4)[C@](C(F)F)C1)C1(C)CC1,1,150,-7.614377,1.2441716,284.50256,-58.076698,-8.8253984,-43.632408,-7.614377,3.3153243,1
Fc1c(CN2C(=O)N(c3nnc(OC)cc3)C(=O)c3c(CN(C)C)c(-c4ccc(NC(=O)NOC)cc4)sc23)c(F)ccc1,1,135,-7.6046505,1.6354209,-95.761879,-73.1222,-9.9602709,-41.939995,-7.6046505,1.2001607,1
O(CCOCCOCCOC)CCOCCOCCO[C@@]1[C@@]2Oc3c(OC)ccc4c3[C@@]32C(O)([C@](N(C)CC3)C4)CC1,1,61,-7.5791464,2.2770886,166.6263,-78.133102,-9.3712168,-42.025791,-7.5791464,0.40256241,1
S(=O)(=O)(O)C(Nc1ccc(S(=O)(=O)Nc2nnc(OC)cc2)cc1)C=1C(=O)N(N(C)C=1C)c1ccccc1,1,296,-7.5706267,1.2901038,51.6595,-92.424263,-10.265222,-41.326977,-7.5706267,2.9316406,1
O=C(N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN)CCC(=O)NCCCCCN(O)C(=O)C,1,289,-7.5536065,1.7789466,-66.911278,-74.17733,-10.763427,-43.405048,-7.5536065,0.30662522,1
Fc1c(CN2C(=O)N(c3nnc(OC)cc3)C(=O)c3c(CN(C)C)c(-c4ccc(NC(=O)NOC)cc4)sc23)c(F)ccc1,1,135,-7.5487304,2.1670265,-89.395889,-87.851913,-10.333107,-41.134197,-7.5487304,1.2001607,1
S(=O)(=O)(O)C(Nc1ccc(S(=O)(=O)Nc2nnc(OC)cc2)cc1)C=1C(=O)N(N(C)C=1C)c1ccccc1,1,296,-7.5444369,1.1494247,50.922695,-91.54995,-8.9728708,-41.696018,-7.5444369,2.9316406,1
O=C1N(C)[C@@]([C@](O)[C@@](C/C=C/C)C)C(=O)N[C@@](CC)C(=O)N(C)[C@](C)C(=O)N(CC)[C@@](C(C)C)C(=O)N[C@@](C(C)C)C(=O)N(C)[C@@](CC(C)C)C(=O)N[C@@](C)C(=O)N[C@](C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@]1C(C)C,1,244,-7.543448,1.9790516,365.39124,-33.800323,-9.1343784,-39.203144,-7.543448,2.0180068,1
S=C(NCCN(C(=O)c1ccc(NCc2nc3C(=O)NC(N)=Nc3nc2)cc1)[C@](C(=O)O)CCC(=O)N)Nc1cc2C(=O)OC3(c2cc1)c1c(Oc2c3ccc(O)c2)cc(O)cc1,1,18,-7.5380197,2.5951509,-187.99191,-76.534302,-9.8799,-42.94408,-7.5380197,1.0549316,1
O=C(N[C@@]1C(=O)N[C@]([C@](CC)C)[C@@](O)CC(=O)O[C@@](C(C)C)C(=O)[C@](C)C(=O)N[C@@](CC(C)C)C(=O)N2[C@](C(=O)N(C)[C@@](Cc3ccc(OC)cc3)C(=O)O[C@@]1C)CCC2)[C@](N(C(=O)[C@]1N(C(=O)C(=O)C)CCC1)C)CC(C)C,1,149,-7.5332599,2.5624878,203.4558,-44.899395,-6.453795,-40.963387,-7.5332599,0,1
