mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
O(C)c1c2OCOc2cc(CC(N)C)c1,1,13,-4.9901471,1.9186008,4.3996844,-52.456123,-8.273119,-21.821751,-4.9901471,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0.39306641,1
O(C)c1c2OCOc2cc(CC(N)C)c1,1,13,-4.9127803,1.5032526,7.334229,-52.833809,-7.714889,-22.038073,-4.9127803,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,1.5539017,1
P(=O)(OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC)(OCC[N+](C)(C)C)[O-],1,14,-7.8524485,5.5109634,-89.85247,-18.420744,-7.4544687,-45.222988,-7.8524485,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.331533,1
P(=O)(OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC)(OCC[N+](C)(C)C)[O-],1,14,-7.8253641,2.8432298,-90.541054,12.987829,-7.810019,-41.368263,-7.8253641,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
P(=O)(OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC)(OCC[N+](C)(C)C)[O-],1,14,-7.6332879,1.9708862,-86.258293,-17.578798,-7.3820076,-37.974518,-7.6332879,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.331533,1
P(=O)(OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC)(OCC[N+](C)(C)C)[O-],1,14,-7.5557833,4.9582391,-87.658966,-16.024281,-8.0507059,-39.851154,-7.5557833,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0.60550404,1
P(=O)(OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC)(OCC[N+](C)(C)C)[O-],1,14,-7.2311387,2.6991389,-75.292297,-61.308701,-8.5188274,-34.70274,-7.2311387,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.331533,1
Oc1c(C=NCCN=Cc2c(O)cccc2)cccc1,1,16,-5.8274498,2.1724708,39.719536,-61.131828,-9.4564962,-26.565475,-5.8274498,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,3.1796875,1
Oc1c(C=NCCN=Cc2c(O)cccc2)cccc1,1,16,-5.4933391,2.3828421,44.182835,-69.265152,-9.0391216,-26.323122,-5.4933391,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.5976563,1
Oc1c(C=NCCN=Cc2c(O)cccc2)cccc1,1,16,-5.4378738,1.1595148,39.874252,-72.322578,-9.2935524,-23.257957,-5.4378738,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,3.8398438,1
Oc1c(C=NCCN=Cc2c(O)cccc2)cccc1,1,16,-5.4126873,2.3851902,40.546894,-62.209095,-10.051021,-22.529583,-5.4126873,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,3.8398438,1
Oc1c(C=NCCN=Cc2c(O)cccc2)cccc1,1,16,-5.3879218,1.5169333,39.378181,-79.679764,-9.6432657,-23.48341,-5.3879218,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,3.8398438,1
N(C(Cc1ccccc1)C)(CC#C)C,1,19,-5.3855686,1.4419436,6.7144084,-62.612305,-7.4533153,-20.484137,-5.3855686,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0.0065383911,1
N(C(Cc1ccccc1)C)(CC#C)C,1,19,-5.3685451,1.1718984,8.3233137,-50.371777,-7.8144975,-25.103914,-5.3685451,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,1.1542969,1
N(C(Cc1ccccc1)C)(CC#C)C,1,19,-5.3401647,1.2692454,7.3279552,-57.922134,-7.2943215,-20.457991,-5.3401647,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0.0065383911,1
N(C(Cc1ccccc1)C)(CC#C)C,1,19,-5.2053008,1.8789424,4.9962363,-42.069477,-7.3408818,-23.974123,-5.2053008,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,1.2191162,1
N(C(Cc1ccccc1)C)(CC#C)C,1,19,-5.1728272,1.5897626,9.7912226,-53.588432,-7.9264026,-21.016014,-5.1728272,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.7717285,1
O=C(O)CC(CCCC(CCCC(CCCC(C)C)C)C)C,1,20,-6.3367558,1.7159216,-29.641066,-77.950447,-9.9208517,-32.250465,-6.3367558,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
O=C(O)CC(CCCC(CCCC(CCCC(C)C)C)C)C,1,20,-6.1101637,1.500807,-29.021719,-47.179909,-9.0282106,-28.295807,-6.1101637,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
O=C(O)CC(CCCC(CCCC(CCCC(C)C)C)C)C,1,20,-6.0871019,1.7797248,-28.591908,-73.577377,-9.0573568,-26.860865,-6.0871019,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
O=C(O)CC(CCCC(CCCC(CCCC(C)C)C)C)C,1,20,-6.0316911,1.1679432,-30.660864,-63.411144,-8.8249121,-27.973204,-6.0316911,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
O=C(O)CC(CCCC(CCCC(CCCC(C)C)C)C)C,1,20,-6.023674,2.0604894,-33.011295,-84.359505,-8.9645901,-27.690527,-6.023674,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
Clc1ccc(C(OCCC2N(C)CCC2)(C)c2ccccc2)cc1,1,21,-6.4336076,1.2983243,24.79314,-53.785404,-7.9239535,-32.355042,-6.4336076,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,3.8063402,1
Clc1ccc(C(OCCC2N(C)CCC2)(C)c2ccccc2)cc1,1,21,-6.4081292,2.5240271,21.786043,-69.473145,-8.4200869,-32.95192,-6.4081292,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.6094248,1
Clc1ccc(C(OCCC2N(C)CCC2)(C)c2ccccc2)cc1,1,21,-6.2591324,2.4998815,26.211746,-58.506172,-8.0609579,-29.146873,-6.2591324,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.1033094,1
Clc1ccc(C(OCCC2N(C)CCC2)(C)c2ccccc2)cc1,1,21,-6.1221018,1.3059007,23.123556,-59.055561,-8.036212,-30.658375,-6.1221018,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.437629,1
Clc1ccc(C(OCCC2N(C)CCC2)(C)c2ccccc2)cc1,1,21,-6.0139117,1.1586688,23.347403,-60.790646,-8.2083941,-27.689558,-6.0139117,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.6094248,1
Oc1cc2c(cc1)C1C(C3C(C)(C(O)C(O)C3O)CC1)CC2,1,23,-5.56426,0.79990447,44.133808,-71.505974,-8.8093777,-24.301655,-5.56426,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
Oc1cc2c(cc1)C1C(C3C(C)(C(O)C(O)C3O)CC1)CC2,1,23,-5.466424,3.3758359,42.819618,-58.945892,-8.7242527,-26.652147,-5.466424,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
Oc1cc2c(cc1)C1C(C3C(C)(C(O)C(O)C3O)CC1)CC2,1,23,-5.4413671,0.87495351,43.971455,-62.53891,-8.4923468,-24.472609,-5.4413671,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
Oc1cc2c(cc1)C1C(C3C(C)(C(O)C(O)C3O)CC1)CC2,1,23,-5.2530599,1.6452444,43.665665,-79.131683,-8.4982777,-24.863138,-5.2530599,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
Oc1cc2c(cc1)C1C(C3C(C)(C(O)C(O)C3O)CC1)CC2,1,23,-5.1180887,1.3576961,48.603008,-65.773056,-8.7385044,-24.072645,-5.1180887,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
P(CC)(CC)CC,1,25,-4.2894707,1.1583571,-2.3636165,-29.632996,-6.1330223,-12.9552,-4.2894707,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,3.547394,1
P(CC)(CC)CC,1,25,-4.2470956,1.5727918,-8.0285387,-29.02623,-6.0670691,-14.434164,-4.2470956,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
P(CC)(CC)CC,1,25,-4.0690918,1.0443174,-8.048645,-30.452074,-6.4204726,-13.191811,-4.0690918,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0.12088685,1
P(CC)(CC)CC,1,25,-4.066288,0.76195812,-7.0052977,-31.712706,-6.0294547,-13.138086,-4.066288,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0.56711328,1
P(CC)(CC)CC,1,25,-4.0220399,0.82572865,-7.0615382,-34.419605,-6.2303205,-12.352658,-4.0220399,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0.26503655,1
O(C)c1c(CC(N)C)cc(OC)c(CC)c1,1,26,-5.378984,2.0004787,-21.030489,-55.581642,-8.7502127,-21.694389,-5.378984,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,3.8223486,1
O(C)c1c(CC(N)C)cc(OC)c(CC)c1,1,26,-5.2429032,1.5243152,-20.963995,-41.151127,-7.9552126,-21.764452,-5.2429032,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0.25367883,1
O(C)c1c(CC(N)C)cc(OC)c(CC)c1,1,26,-5.242084,0.69260037,-20.943329,-67.41906,-7.70678,-20.156311,-5.242084,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0.12357022,1
O(C)c1c(CC(N)C)cc(OC)c(CC)c1,1,26,-5.2320919,0.9006471,-22.560827,-47.602917,-8.2372093,-20.320017,-5.2320919,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,3.6685269,1
O(C)c1c(CC(N)C)cc(OC)c(CC)c1,1,26,-5.2279878,1.7290967,-21.417635,-62.197605,-8.1441717,-20.728514,-5.2279878,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,3.9459188,1
O=C(NC1C(=O)N2C(C(=O)O)=C(C)CSC12)C(N)c1ccccc1,1,27,-6.2520638,1.7949834,78.465881,-72.690811,-9.0833712,-31.542259,-6.2520638,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,3.3911784,1
O=C(NC1C(=O)N2C(C(=O)O)=C(C)CSC12)C(N)c1ccccc1,1,27,-6.2263527,1.4936483,78.490143,-74.522148,-9.2350264,-31.689594,-6.2263527,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0.00023171389,1
O=C(NC1C(=O)N2C(C(=O)O)=C(C)CSC12)C(N)c1ccccc1,1,27,-6.0798907,1.91765,80.405609,-68.767525,-9.8550501,-34.085758,-6.0798907,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.882684,1
O=C(NC1C(=O)N2C(C(=O)O)=C(C)CSC12)C(N)c1ccccc1,1,27,-6.0110326,2.5287223,76.579079,-70.326164,-9.15378,-30.815727,-6.0110326,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,1.6864296,1
O=C(NC1C(=O)N2C(C(=O)O)=C(C)CSC12)C(N)c1ccccc1,1,27,-5.9747448,1.3780929,78.186493,-77.186188,-8.978178,-29.40983,-5.9747448,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
OCC1C(O)C(O)C(n2c3N=CN(C)C(=N)c3nc2)O1,1,28,-5.4532557,2.4032767,80.738022,-57.465523,-9.2808228,-24.596392,-5.4532557,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,1.9238281,1
OCC1C(O)C(O)C(n2c3N=CN(C)C(=N)c3nc2)O1,1,28,-5.3961387,1.257912,85.55825,-72.5952,-9.0962543,-23.846008,-5.3961387,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.5507813,1
OCC1C(O)C(O)C(n2c3N=CN(C)C(=N)c3nc2)O1,1,28,-5.2868543,1.9323628,80.372482,-70.869858,-8.9176331,-23.893223,-5.2868543,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
OCC1C(O)C(O)C(n2c3N=CN(C)C(=N)c3nc2)O1,1,28,-5.2526374,0.78281397,79.124512,-66.931778,-9.5906973,-26.552757,-5.2526374,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,1.9238281,1
OCC1C(O)C(O)C(n2c3N=CN(C)C(=N)c3nc2)O1,1,28,-5.2281985,1.9090205,83.055908,-68.570915,-8.8551073,-23.758972,-5.2281985,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,1.9238281,1
O=[N+](OC1C2OCC(O)C2OC1)[O-],1,29,-5.0284634,1.8350216,43.438744,-49.988853,-8.0636587,-24.220955,-5.0284634,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.0980208,1
O=[N+](OC1C2OCC(O)C2OC1)[O-],1,29,-5.0118175,1.2179786,43.879395,-58.720913,-7.4482708,-22.70352,-5.0118175,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0.20663767,1
O=[N+](OC1C2OCC(O)C2OC1)[O-],1,29,-4.9321289,1.375972,42.151649,-58.144455,-7.5651741,-22.71759,-4.9321289,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.3046584,1
O=[N+](OC1C2OCC(O)C2OC1)[O-],1,29,-4.9227443,1.3837057,43.901119,-49.969448,-7.4907408,-20.927868,-4.9227443,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
O=[N+](OC1C2OCC(O)C2OC1)[O-],1,29,-4.8323741,1.4955592,45.836121,-46.572155,-8.0751266,-17.930861,-4.8323741,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.0980208,1
O=C1C=C2C(=C3C=CC4(CC)C(O)(C#C)CCC4C3CC2)CC1,1,31,-5.8365602,2.3636682,27.070366,-59.824821,-8.5008984,-27.951571,-5.8365602,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,2.8335149,1
O=C1C=C2C(=C3C=CC4(CC)C(O)(C#C)CCC4C3CC2)CC1,1,31,-5.7522855,1.8324987,28.30578,-60.18388,-8.5410137,-26.729481,-5.7522855,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,3.0381081,1
O=C1C=C2C(=C3C=CC4(CC)C(O)(C#C)CCC4C3CC2)CC1,1,31,-5.7363191,2.0285656,29.048601,-67.226494,-8.5260286,-28.009232,-5.7363191,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,3.0381081,1
O=C1C=C2C(=C3C=CC4(CC)C(O)(C#C)CCC4C3CC2)CC1,1,31,-5.6853299,1.8514029,28.326338,-81.230492,-8.7003002,-27.690458,-5.6853299,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,1.6374451,1
O=C1C=C2C(=C3C=CC4(CC)C(O)(C#C)CCC4C3CC2)CC1,1,31,-5.6012564,0.85592371,27.328827,-62.883434,-8.5734596,-22.253172,-5.6012564,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,3.395864,1
ClCCP(=O)(O)O,1,33,-3.9722049,1.0225518,-129.42238,-25.418602,-8.0078993,-12.234704,-3.9722049,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
ClCCP(=O)(O)O,1,33,-3.9595511,1.7987022,-129.95473,-29.985712,-6.5281301,-15.381218,-3.9595511,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0.35909468,1
ClCCP(=O)(O)O,1,33,-3.8973386,0.54616046,-128.65808,-25.330299,-6.2375503,-14.704691,-3.8973386,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
ClCCP(=O)(O)O,1,33,-3.8957727,1.0092285,-129.10693,-27.374367,-6.4331522,-14.212326,-3.8957727,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
ClCCP(=O)(O)O,1,33,-3.8675549,2.4811316,-130.05275,-25.900011,-6.2753201,-16.023895,-3.8675549,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
O=C(NCC(=O)N)C(NC(=O)C1N(C(=O)C2NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C(Cc3ccccc3)NC(=O)C(Cc3ccc(O)cc3)NC(=O)CCSSC2)CCC1)CCC/N=C(\N)/N,1,34,-8.6055288,1.7612269,-305.26898,-59.909653,-9.6498508,-49.258018,-8.6055288,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
O=C(NCC(=O)N)C(NC(=O)C1N(C(=O)C2NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C(Cc3ccccc3)NC(=O)C(Cc3ccc(O)cc3)NC(=O)CCSSC2)CCC1)CCC/N=C(\N)/N,1,34,-8.5063238,2.4503341,-312.60587,-66.649445,-9.803442,-50.764156,-8.5063238,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0,1
O=C(NCC(=O)N)C(NC(=O)C1N(C(=O)C2NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C(Cc3ccccc3)NC(=O)C(Cc3ccc(O)cc3)NC(=O)CCSSC2)CCC1)CCC/N=C(\N)/N,1,34,-8.4487638,1.6326455,-314.7677,-58.687874,-9.9961977,-49.22356,-8.4487638,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data13.sdf,0.0065383911,1
