mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
O=C(N[C@](C(=O)N[C@](C(=O)[C@]1(C)OC1)CC(C)C)Cc1ccccc1)[C@@](NC(=O)[C@@](NC(=O)CN1CCOCC1)CCc1ccccc1)CC(C)C,1,918,-8.5894489,2.5315282,275.64227,-53.318199,-7.91259,-44.763115,-8.5894489,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
S(=O)(=O)(NC(=O)[C@]1(NC(=O)[C@]2N(C(=O)[C@](C(C)(C)C)CC(=O)N3CCCCC3)C[C@](Oc3c4c(nc(-c5ccccc5)c3)cc(OC)cc4)C2)[C@](C=C)C1)C1CC1,1,433,-8.5740404,2.2096009,152.52365,-23.554293,-8.225316,-51.25021,-8.5740404,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0.54402834,1
O=C(OC(COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC)CCCCCCC/C=C\CCCCCCCC,1,576,-8.5668068,5.1708775,25.492199,-12.247508,-5.6534452,-46.580486,-8.5668068,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0.24084473,1
S(=O)(=O)(NC(=O)[C@]1(NC(=O)[C@]2N(C(=O)[C@](C(C)(C)C)CC(=O)N3CCCCC3)C[C@](Oc3c4c(nc(-c5ccccc5)c3)cc(OC)cc4)C2)[C@](C=C)C1)C1CC1,1,433,-8.5550795,3.0249536,155.18593,-59.169235,-9.6656055,-50.655125,-8.5550795,$HOME/My Research/Docking/sdf/smiles_data6.sdf,2.1639512,1
P(=O)(OC[C@](OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(OCC[N+](C)(C)C)[O-],1,114,-8.5511951,2.4033401,-7.6961203,-43.11319,-6.9314718,-47.873714,-8.5511951,$HOME/My Research/Docking/sdf/smiles_data6.sdf,3.5744913,1
O=C(N[C@@]1C(=O)N[C@](CCCN)C(=O)N[C@@]([C@](CC)C)C(=O)N[C@](Cc2ccccc2)C(=O)N[C@@](Cc2[nH]cnc2)C(=O)N[C@](CC(=O)O)C(=O)N[C@@](CC(=O)N)C(=O)NCCCC1)[C@@](NC(=O)[C@](NC(=O)[C@@](NC(=O)[C@]1N=C([C@@](N)[C@](CC)C)SC1)CC(C)C)CCC(=O)O)[C@](CC)C,1,937,-8.5482664,2.6351156,-7.4071951,-75.14151,-7.1094866,-49.675716,-8.5482664,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
P(=O)(OC[C@](OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(OCC[N+](C)(C)C)[O-],1,114,-8.5420065,2.0256853,-81.72892,-61.194427,-7.8522253,-48.228928,-8.5420065,$HOME/My Research/Docking/sdf/smiles_data6.sdf,3.5744913,1
S(=O)(=O)(OC[C@@]1[C@@](O[C@]2[C@](O)[C@@](O)[C@](O[C@@]3[C@](NS(=O)(=O)O)[C@@](O)[C@](O)[C@@](COS(=O)(=O)O)O3)[C@@](C(=O)O)O2)[C@](OS(=O)(=O)O)[C@@](NS(=O)(=O)O)[C@@](O[C@]2[C@](O)[C@@](OS(=O)(=O)O)[C@](O[C@]3[C@](O)[C@@](NS(=O)(=O)O)[C@@](OC)O[C@@]3COS(=O)(=O)O)O[C@]2C(=O)O)O1)O,1,32,-8.5166597,2.4382184,-308.96371,-35.687958,-9.9573536,-56.108166,-8.5166597,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
Fc1cc2[nH]c(-c3c(C[C@]4N(C(=O)[C@@](NC(=O)[C@@](NC)C)CC)C[C@@](O)C4)c4c([nH]3)cc(F)cc4)c(C[C@]3N(C(=O)[C@@](NC(=O)[C@@](NC)C)CC)C[C@@](O)C3)c2cc1,1,598,-8.4892473,2.1724877,180.57661,-71.843483,-9.5339403,-48.444252,-8.4892473,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0.35302734,1
O=C(N[C@](C(=O)N[C@@]1[C@](O)[C@](C)O[C@@](O[C@@]2c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3C[C@@](O)(C(=O)CO)C2)C1)CC(C)C)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1N(C(=O)CCCC(=O)O)C[C@](O)C1)C)CO)C1CCCCC1)CCC(=O)N)CO,1,772,-8.4776945,1.7670801,-19.989801,-27.346815,-7.4135251,-50.343132,-8.4776945,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
P(=O)(OC[C@](OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(OCC[N+](C)(C)C)[O-],1,114,-8.4550161,3.0145593,-79.013695,-41.639324,-6.4167752,-49.085361,-8.4550161,$HOME/My Research/Docking/sdf/smiles_data6.sdf,3.5744913,1
O=C(NCCCCCC[C@]([C@@](O)[C@@]1N(C)C(=O)[C@](C(C)C)N(C)C(=O)[C@](CC(C)C)N(C)C(=O)[C@](CC(C)C)N(C)C(=O)[C@@](C)NC(=O)[C@](C)NC(=O)[C@](CC(C)C)N(C)C(=O)[C@](C(C)C)NC(=O)[C@](CC(C)C)N(C)C(=O)[C@@](C)N(C)C(=O)[C@](CC)NC1=O)C)C,1,159,-8.4447927,3.2660673,301.45605,-65.399071,-7.1638727,-48.394676,-8.4447927,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
O=C(N[C@@]1C(=O)N[C@](C)C(=O)N[C@@](Cc2nc[nH]c2)C(=O)N[C@](Cc2ccccc2)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](Cc2c3c([nH]c2)cccc3)C(=O)N[C@](C(=O)N)CSSC1)[C@@](NC(=O)C)CCCNC(=N)N,1,668,-8.4280405,1.9392782,-418.28976,-62.486065,-8.3125772,-50.25655,-8.4280405,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0.0065383911,1
O=C(NCC(=O)N)[C@@](NC(=O)[C@]1N(C(=O)[C@]2NC(=O)[C@](CC(=O)N)NC(=O)[C@](CCC(=O)N)NC(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(O)cc3)NC(=O)[C@@](NC(=O)CNC(=O)CNC(=O)CN)CSSC2)CCC1)CCCCN,1,227,-8.3989964,2.8086789,-60.587559,-90.63224,-9.0525789,-51.329956,-8.3989964,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
S(CC1=C(C(=O)OCC2=C(C)OC(=O)O2)N2C(=O)[C@@](NC(=O)[C@](OC(=O)[C@](N)C)c3ccccc3)[C@]2SC1)c1sc(C)nn1,1,412,-8.3659477,2.0116844,117.57104,-34.940838,-8.7780123,-51.217281,-8.3659477,$HOME/My Research/Docking/sdf/smiles_data6.sdf,3.7546387,1
[S@](=O)(Cc1n(CCC)cnc1)c1ccc(NC(=O)C2=Cc3c(N(CC(C)C)CCC2)ccc(-c2ccc(OCCOCCCC)cc2)c3)cc1,1,950,-8.3622122,2.2469068,48.255623,-51.625896,-7.6462698,-46.961403,-8.3622122,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0.24508835,1
O=C1N(C)[C@@](CC(C)C)C(=O)N[C@@](C(C)C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@@](C)C(=O)N[C@](C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@@](C(C)C)C(=O)N(C)[C@@]([C@](O)[C@@](C/C=C/C)C)C(=O)N(C)[C@@](CC)C(=O)N(C)[C@@]1OCCN1CCOCC1,1,329,-8.361599,1.6714773,486.73526,-50.44923,-5.6896114,-44.049427,-8.361599,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
O=C(N[C@@]1C(=O)N[C@](C)C(=O)N[C@@](Cc2nc[nH]c2)C(=O)N[C@](Cc2ccccc2)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](Cc2c3c([nH]c2)cccc3)C(=O)N[C@](C(=O)N)CSSC1)[C@@](NC(=O)C)CCCNC(=N)N,1,668,-8.3472195,2.1838005,-418.91241,-75.872192,-9.2873497,-43.404011,-8.3472195,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0.0065383911,1
O=C(N[C@@]1C(=O)N[C@](C)C(=O)N[C@@](Cc2nc[nH]c2)C(=O)N[C@](Cc2ccccc2)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](Cc2c3c([nH]c2)cccc3)C(=O)N[C@](C(=O)N)CSSC1)[C@@](NC(=O)C)CCCNC(=N)N,1,668,-8.340764,2.3455753,-424.76276,-92.37188,-9.5724382,-47.644039,-8.340764,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0.0065383911,1
Clc1c(OCCN2CCOCC2)ccc2c(O[C@]3CN(C(=O)[C@@](NC(=O)OC4C[C@]5[C@@](C4)C5)C(C)(C)C)[C@](C(=O)N[C@@]4(C(=O)O)[C@](CC)C4)C3)cc(-c3nc(NC(C)C)sc3)nc12,1,514,-8.330801,3.7946737,278.32361,-49.674381,-7.6640921,-45.665272,-8.330801,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
O=C(NCC(=O)N)[C@@](NC(=O)[C@]1N(C(=O)[C@]2NC(=O)[C@](CC(=O)N)NC(=O)[C@]([C@](O)C)NC(=O)[C@]([C@](CC)C)NC(=O)[C@@](Cc3ccc(OCC)cc3)NC(=O)CCSSC2)CCC1)CCCN,1,468,-8.318265,1.4827995,-37.848755,-59.480751,-11.835171,-50.177879,-8.318265,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
O=C(OC(COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC)CCCCCCC/C=C\CCCCCCCC,1,576,-8.3178911,3.3791714,38.766148,-35.132797,-6.8412399,-44.831749,-8.3178911,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0.24084473,1
Clc1cc2c(O[C@]3CN(C(=O)[C@@](NC(=O)OC(C)(C)C)C(C)(C)C)[C@](C(=O)N[C@@]4(C(=O)NS(=O)(=O)C5CC5)[C@](C=C)C4)C3)ncc(OC)c2cc1,1,416,-8.3106441,2.4585085,128.59193,-76.702309,-7.6122494,-48.637844,-8.3106441,$HOME/My Research/Docking/sdf/smiles_data6.sdf,2.6441596,1
Clc1cc2c(O[C@]3CN(C(=O)[C@@](NC(=O)OC(C)(C)C)C(C)(C)C)[C@](C(=O)N[C@@]4(C(=O)NS(=O)(=O)C5CC5)[C@](C=C)C4)C3)ncc(OC)c2cc1,1,416,-8.3061981,1.9524248,135.72905,-77.362907,-8.2423725,-49.899063,-8.3061981,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0.90577298,1
S(=O)(=O)(NC(=O)[C@]1(NC(=O)[C@]2N(C(=O)[C@](C(C)(C)C)CC(=O)N3CCCCC3)C[C@](Oc3c4c(nc(-c5ccccc5)c3)cc(OC)cc4)C2)[C@](C=C)C1)C1CC1,1,433,-8.2977371,1.8041244,150.73611,-84.152802,-9.5894213,-47.393967,-8.2977371,$HOME/My Research/Docking/sdf/smiles_data6.sdf,1.6684984,1
O=C(NCCCCCC[C@]([C@@](O)[C@@]1N(C)C(=O)[C@](C(C)C)N(C)C(=O)[C@](CC(C)C)N(C)C(=O)[C@](CC(C)C)N(C)C(=O)[C@@](C)NC(=O)[C@](C)NC(=O)[C@](CC(C)C)N(C)C(=O)[C@](C(C)C)NC(=O)[C@](CC(C)C)N(C)C(=O)[C@@](C)N(C)C(=O)[C@](CC)NC1=O)C)C,1,159,-8.2669744,3.7299304,287.02582,-35.01506,-8.8117247,-43.556511,-8.2669744,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
O=C(NCC(=O)N)[C@@](NC(=O)[C@]1N(C(=O)[C@]2NC(=O)[C@](CC(=O)N)NC(=O)[C@](CCC(=O)N)NC(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(O)cc3)NC(=O)[C@@](NC(=O)CNC(=O)CNC(=O)CN)CSSC2)CCC1)CCCCN,1,227,-8.262208,2.0459616,-56.837959,-34.638977,-7.2581186,-49.063984,-8.262208,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
S(=O)(=O)(OC[C@@]1[C@@](O[C@]2[C@](O)[C@@](O)[C@](O[C@@]3[C@](NS(=O)(=O)O)[C@@](O)[C@](O)[C@@](COS(=O)(=O)O)O3)[C@@](C(=O)O)O2)[C@](OS(=O)(=O)O)[C@@](NS(=O)(=O)O)[C@@](O[C@]2[C@](O)[C@@](OS(=O)(=O)O)[C@](O[C@]3[C@](O)[C@@](NS(=O)(=O)O)[C@@](OC)O[C@@]3COS(=O)(=O)O)O[C@]2C(=O)O)O1)O,1,32,-8.26089,3.9929123,-313.27493,-27.21187,-8.6009903,-51.53817,-8.26089,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
[P@@](=O)(OC[C@@]1[C@@](O)[C@@](O)[C@](C#N)(c2n3N=CN=C(N)c3cc2)O1)(Oc1ccccc1)N[C@](C(=O)OCC(CC)CC)C,1,942,-8.2584782,1.7274754,-51.356922,-76.147469,-8.5889425,-42.165989,-8.2584782,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
Clc1cc2c(O[C@]3CN(C(=O)[C@@](NC(=O)OC(C)(C)C)C(C)(C)C)[C@](C(=O)N[C@@]4(C(=O)NS(=O)(=O)C5CC5)[C@](C=C)C4)C3)ncc(OC)c2cc1,1,416,-8.2522974,1.9867015,137.49297,-66.765518,-7.7857676,-44.43047,-8.2522974,$HOME/My Research/Docking/sdf/smiles_data6.sdf,3.201421,1
O=C(NCCCCCC[C@]([C@@](O)[C@@]1N(C)C(=O)[C@](C(C)C)N(C)C(=O)[C@](CC(C)C)N(C)C(=O)[C@](CC(C)C)N(C)C(=O)[C@@](C)NC(=O)[C@](C)NC(=O)[C@](CC(C)C)N(C)C(=O)[C@](C(C)C)NC(=O)[C@](CC(C)C)N(C)C(=O)[C@@](C)N(C)C(=O)[C@](CC)NC1=O)C)C,1,159,-8.2403593,2.9986098,288.41104,18.729881,-6.9578953,-46.263573,-8.2403593,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
O=C(N[C@](C(=O)N[C@@]1[C@](O)[C@](C)O[C@@](O[C@@]2c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3C[C@@](O)(C(=O)CO)C2)C1)CC(C)C)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1N(C(=O)CCCC(=O)O)C[C@](O)C1)C)CO)C1CCCCC1)CCC(=O)N)CO,1,772,-8.2323847,1.6738086,-14.375842,-10.596541,-6.4324107,-45.211067,-8.2323847,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
O=C(NCCCCCC[C@]([C@@](O)[C@@]1N(C)C(=O)[C@](C(C)C)N(C)C(=O)[C@](CC(C)C)N(C)C(=O)[C@](CC(C)C)N(C)C(=O)[C@@](C)NC(=O)[C@](C)NC(=O)[C@](CC(C)C)N(C)C(=O)[C@](C(C)C)NC(=O)[C@](CC(C)C)N(C)C(=O)[C@@](C)N(C)C(=O)[C@](CC)NC1=O)C)C,1,159,-8.226943,2.629019,310.20404,-12.990682,-8.4914055,-46.858532,-8.226943,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
O=C(N[C@](C(=O)N[C@@]1[C@](O)[C@](C)O[C@@](O[C@@]2c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3C[C@@](O)(C(=O)CO)C2)C1)CC(C)C)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1N(C(=O)CCCC(=O)O)C[C@](O)C1)C)CO)C1CCCCC1)CCC(=O)N)CO,1,772,-8.2250967,3.6274149,-20.19776,2.6397862,-6.6307726,-47.472809,-8.2250967,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
O=C(N[C@@]1C(=O)N[C@](C)C(=O)N[C@@](Cc2nc[nH]c2)C(=O)N[C@](Cc2ccccc2)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](Cc2c3c([nH]c2)cccc3)C(=O)N[C@](C(=O)N)CSSC1)[C@@](NC(=O)C)CCCNC(=N)N,1,668,-8.2233257,2.5079024,-416.69577,-80.386604,-9.3908682,-42.962807,-8.2233257,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0.0065383911,1
O=C(N[C@](C(=O)N[C@@]1[C@](O)[C@](C)O[C@@](O[C@@]2c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3C[C@@](O)(C(=O)CO)C2)C1)CC(C)C)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1N(C(=O)CCCC(=O)O)C[C@](O)C1)C)CO)C1CCCCC1)CCC(=O)N)CO,1,772,-8.2117825,2.3481324,-16.619293,-21.451523,-6.4747982,-47.253784,-8.2117825,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
S(CC1=C(C(=O)OCC2=C(C)OC(=O)O2)N2C(=O)[C@@](NC(=O)[C@](OC(=O)[C@](N)C)c3ccccc3)[C@]2SC1)c1sc(C)nn1,1,412,-8.2002716,3.7938774,120.09863,-67.709526,-8.7281981,-49.532818,-8.2002716,$HOME/My Research/Docking/sdf/smiles_data6.sdf,3.9062619,1
O=C(NCCCCCC[C@]([C@@](O)[C@@]1N(C)C(=O)[C@](C(C)C)N(C)C(=O)[C@](CC(C)C)N(C)C(=O)[C@](CC(C)C)N(C)C(=O)[C@@](C)NC(=O)[C@](C)NC(=O)[C@](CC(C)C)N(C)C(=O)[C@](C(C)C)NC(=O)[C@](CC(C)C)N(C)C(=O)[C@@](C)N(C)C(=O)[C@](CC)NC1=O)C)C,1,159,-8.1977291,2.5302334,295.22256,-27.889248,-7.7297263,-43.648026,-8.1977291,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
O=C(O)[C@@](NC(=O)[C@]1N(C(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]2N(C(=O)[C@@](NC(=O)[C@@](N)CC(=O)N)C)CCC2)C(C)C)CO)[C@](CC)C)CCC1)CCC(=O)N,1,644,-8.1867762,5.1870332,22.919243,-53.214306,-7.6717587,-46.057186,-8.1867762,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0.040504456,1
O=C(NCC(=O)N)[C@@](NC(=O)CNC(=O)[C@]1NC(=O)[C@@](CC(=O)N)NC(=O)[C@@](CCC(=O)N)NC(=O)[C@]([C@](CC)C)NC(=O)[C@](Cc2ccc(O)cc2)NC(=O)CCCCC1)CC(C)C,1,3,-8.1853132,2.003094,-123.5174,-57.0439,-8.1982956,-46.110409,-8.1853132,$HOME/My Research/Docking/sdf/smiles_data6.sdf,0,1
