mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
O=C(NCCNC(=O)COc1cc([C@](OC(=O)[C@]2N(C(=O)[C@@](CC)c3cc(OC)c(OC)c(OC)c3)CCCC2)CCc2cc(OC)c(OC)cc2)ccc1)COc1cc([C@](OC(=O)[C@]2N(C(=O)[C@@](CC)c3cc(OC)c(OC)c(OC)c3)CCCC2)CCc2cc(OC)c(OC)cc2)ccc1,1,72,-9.540659,4.9929614,142.7074,-65.325356,-7.1760731,-61.144726,-9.540659,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(N)CN1C(=O)[C@](Cc2ccccc2)NC(=O)[C@](C(O)C)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc2c3c([nH]c2)cccc3)NC(=O)[C@](Cc2c3c([nH]c2)cccc3)NC(=O)[C@](Cc2ccccc2)NC(=O)CCCNC(=O)CCC1,1,954,-9.503706,2.408036,-56.028053,-103.51311,-12.381323,-55.224033,-9.503706,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0.0065383911,1
S(SC[C@](N)C(=O)O)C[C@@](NC(=O)C)C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N)CCCNC(=N)N)C)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)C,1,443,-9.4872284,2.9748242,-760.09479,-59.824837,-6.9060512,-55.698391,-9.4872284,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
Fc1c(F)c(F)c(C[C@@](NC(=O)[C@](NC(=O)[C@](NC(=O)[C@](NC(=O)[C@](N)Cc2ccc(C(=O)c3ccccc3)cc2)CO)Cc2c3c([nH]c2)cccc3)CO)C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)O)CCCNC(=N)N)CCCNC(=N)N)CCC(=O)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CC2CCCCC2)c(F)c1F,1,364,-9.4432621,4.8340468,-845.39142,125.22808,14.265317,-60.047726,-9.4432621,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
Fc1c(F)c(F)c(C[C@@](NC(=O)[C@](NC(=O)[C@](NC(=O)[C@](NC(=O)[C@](N)Cc2ccc(C(=O)c3ccccc3)cc2)CO)Cc2c3c([nH]c2)cccc3)CO)C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)O)CCCNC(=N)N)CCCNC(=N)N)CCC(=O)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CC2CCCCC2)c(F)c1F,1,364,-9.4332094,3.6267021,-831.60547,86.787636,5.3484211,-53.961292,-9.4332094,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
Clc1ccc(C[C@@](NC(=O)[C@](NC(=O)C)Cc2cc3c(cc2)cccc3)C(=O)N[C@@](C(=O)N[C@](C(=O)N[C@](C(=O)N[C@@](C(=O)N[C@](C(=O)N[C@](C(=O)N2[C@](C(=O)N[C@@](C(=O)N)C)CCC2)CCCCNC(C)C)CC(C)C)Cc2ccc(NC(=O)N)cc2)Cc2ccc(NC(=O)[C@]3NC(=O)NC(=O)C3)cc2)CO)Cc2cnccc2)cc1,1,365,-9.4248171,3.5196996,-272.94943,-52.821609,-4.0503354,-58.490662,-9.4248171,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(N)CN1C(=O)[C@](Cc2ccccc2)NC(=O)[C@](C(O)C)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc2c3c([nH]c2)cccc3)NC(=O)[C@](Cc2c3c([nH]c2)cccc3)NC(=O)[C@](Cc2ccccc2)NC(=O)CCCNC(=O)CCC1,1,954,-9.4233685,2.4017222,-54.537712,-73.122215,-9.4105434,-55.984081,-9.4233685,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0.0065383911,1
O=C(N)CN1C(=O)[C@](Cc2ccccc2)NC(=O)[C@](C(O)C)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc2c3c([nH]c2)cccc3)NC(=O)[C@](Cc2c3c([nH]c2)cccc3)NC(=O)[C@](Cc2ccccc2)NC(=O)CCCNC(=O)CCC1,1,954,-9.3879824,3.0085998,-46.534973,-87.574165,-11.120356,-57.257469,-9.3879824,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0.0065383911,1
O=C(NCCNC(=O)COc1cc([C@](OC(=O)[C@]2N(C(=O)[C@@](CC)c3cc(OC)c(OC)c(OC)c3)CCCC2)CCc2cc(OC)c(OC)cc2)ccc1)COc1cc([C@](OC(=O)[C@]2N(C(=O)[C@@](CC)c3cc(OC)c(OC)c(OC)c3)CCCC2)CCc2cc(OC)c(OC)cc2)ccc1,1,72,-9.2989855,3.3481567,146.91859,-59.022308,-5.6344204,-54.971096,-9.2989855,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(N)CN1C(=O)[C@](Cc2ccccc2)NC(=O)[C@](C(O)C)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc2c3c([nH]c2)cccc3)NC(=O)[C@](Cc2c3c([nH]c2)cccc3)NC(=O)[C@](Cc2ccccc2)NC(=O)CCCNC(=O)CCC1,1,954,-9.2952394,2.4195013,-46.982269,-75.858009,-11.639054,-54.076496,-9.2952394,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0.60302734,1
O=C(NCCNC(=O)COc1cc([C@](OC(=O)[C@]2N(C(=O)[C@@](CC)c3cc(OC)c(OC)c(OC)c3)CCCC2)CCc2cc(OC)c(OC)cc2)ccc1)COc1cc([C@](OC(=O)[C@]2N(C(=O)[C@@](CC)c3cc(OC)c(OC)c(OC)c3)CCCC2)CCc2cc(OC)c(OC)cc2)ccc1,1,72,-9.2933521,2.0806828,147.24628,-18.914701,-5.8942676,-57.348206,-9.2933521,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(NCCNC(=O)COc1cc([C@](OC(=O)[C@]2N(C(=O)[C@@](CC)c3cc(OC)c(OC)c(OC)c3)CCCC2)CCc2cc(OC)c(OC)cc2)ccc1)COc1cc([C@](OC(=O)[C@]2N(C(=O)[C@@](CC)c3cc(OC)c(OC)c(OC)c3)CCCC2)CCc2cc(OC)c(OC)cc2)ccc1,1,72,-9.279315,3.2325394,140.11118,-64.369812,-5.5669699,-59.216118,-9.279315,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(O)CC[C@]1C(=O)N[C@@](C)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@]2C(=O)N[C@@](Cc3ccc(O)cc3)C(=O)N[C@@](CC(=O)N)C(=O)N[C@@](CC(=O)O)C(=O)N3[C@](C(=O)N[C@@](CCCCN)C(=O)N[C@](C(=O)N[C@@](CO)C(=O)N[C@@](CC(=O)O)C(=O)N[C@@](Cc4ccccc4)C(=O)N[C@@](C(C)C)C(=O)N[C@@](CCC(=O)N)C(=O)N[C@@](C)C(=O)N[C@@](CC(=O)O)C(=O)N1)CSSC2)CCC3,1,746,-9.2714987,2.5745525,-598.40051,-55.190262,-3.2259102,-58.414753,-9.2714987,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(O)CC[C@]1C(=O)N[C@@](C)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@]2C(=O)N[C@@](Cc3ccc(O)cc3)C(=O)N[C@@](CC(=O)N)C(=O)N[C@@](CC(=O)O)C(=O)N3[C@](C(=O)N[C@@](CCCCN)C(=O)N[C@](C(=O)N[C@@](CO)C(=O)N[C@@](CC(=O)O)C(=O)N[C@@](Cc4ccccc4)C(=O)N[C@@](C(C)C)C(=O)N[C@@](CCC(=O)N)C(=O)N[C@@](C)C(=O)N[C@@](CC(=O)O)C(=O)N1)CSSC2)CCC3,1,746,-9.2594471,3.378706,-599.39508,-54.176731,-7.2470398,-57.242912,-9.2594471,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
Fc1c(F)c(F)c(C[C@@](NC(=O)[C@](NC(=O)[C@](NC(=O)[C@](NC(=O)[C@](N)Cc2ccc(C(=O)c3ccccc3)cc2)CO)Cc2c3c([nH]c2)cccc3)CO)C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)O)CCCNC(=N)N)CCCNC(=N)N)CCC(=O)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CC2CCCCC2)c(F)c1F,1,364,-9.2231483,5.497458,-851.08893,183.21606,14.485927,-54.090572,-9.2231483,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(O)CC[C@]1C(=O)N[C@@](C)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@]2C(=O)N[C@@](Cc3ccc(O)cc3)C(=O)N[C@@](CC(=O)N)C(=O)N[C@@](CC(=O)O)C(=O)N3[C@](C(=O)N[C@@](CCCCN)C(=O)N[C@](C(=O)N[C@@](CO)C(=O)N[C@@](CC(=O)O)C(=O)N[C@@](Cc4ccccc4)C(=O)N[C@@](C(C)C)C(=O)N[C@@](CCC(=O)N)C(=O)N[C@@](C)C(=O)N[C@@](CC(=O)O)C(=O)N1)CSSC2)CCC3,1,746,-9.2150764,3.1476557,-606.09216,-25.640135,-5.0830054,-57.632427,-9.2150764,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)CCCCCCCCCCCCCCCCC,1,922,-9.1368361,7.1256299,651.7998,126.75553,14.819217,-61.603943,-9.1368361,$HOME/My Research/Docking/sdf/smiles_data7.sdf,5.432991,1
Clc1c2Oc3c(O[C@]4[C@](O[C@@]5O[C@@](C)[C@@](O)[C@](NCCNCCCCCCCCCC)(C)C5)[C@@](O)[C@](O)[C@@](CO)O4)c4Oc5c(Cl)cc([C@@](O)[C@]6C(=O)N[C@](C(=O)O)c7c(c(O)c(CNCP(=O)(O)O)c(O)c7)-c7c(O)ccc(c7)[C@](C(=O)N6)NC(=O)[C@](NC(=O)[C@](CC(=O)N)NC(=O)[C@](NC(=O)[C@](NC)CC(C)C)[C@](O)c(c1)cc2)c(c3)c4)cc5,1,95,-9.1194363,4.1798687,416.84521,-46.084625,-6.486517,-58.289455,-9.1194363,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
Clc1ccc(OCCCCCC/N=C(\NC#N)/Nc2cc[n+](COC(=O)OCCOCCOCCOCCOC)cc2)cc1,1,616,-9.0983171,4.0718479,-195.92316,-70.355453,-8.7496376,-60.507748,-9.0983171,$HOME/My Research/Docking/sdf/smiles_data7.sdf,1.4273348,1
S(SC[C@](N)C(=O)O)C[C@@](NC(=O)C)C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N)CCCNC(=N)N)C)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)C,1,443,-9.0812292,2.402463,-766.03741,-74.631454,-5.8255768,-56.579403,-9.0812292,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
Clc1ccc(C[C@@](NC(=O)[C@](NC(=O)C)Cc2cc3c(cc2)cccc3)C(=O)N[C@@](C(=O)N[C@](C(=O)N[C@](C(=O)N[C@@](C(=O)N[C@](C(=O)N[C@](C(=O)N2[C@](C(=O)N[C@@](C(=O)N)C)CCC2)CCCCNC(C)C)CC(C)C)Cc2ccc(NC(=O)N)cc2)Cc2ccc(NC(=O)[C@]3NC(=O)NC(=O)C3)cc2)CO)Cc2cnccc2)cc1,1,365,-9.0678778,4.3443289,-273.64374,-8.8736553,-4.6965027,-53.445335,-9.0678778,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
Clc1c2c([C@](c3cc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c4cc([C@]5c6c(c(Cl)cc(Cl)c6)CN(C)C5)ccc4)ccc3)CN(C)C2)cc(Cl)c1,1,340,-9.0565739,3.4212661,-70.716209,15.795323,-7.4915967,-55.725365,-9.0565739,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(N[C@](C(=O)O)CCC(=O)O)N[C@](C(=O)O)CCCCNC(=O)CCCCCNC(=O)CCc1cc(CN(CC(=O)O)CCN(CC(=O)O)Cc2c(O)ccc(CCC(=O)O)c2)c(O)cc1,1,253,-9.0126524,3.2099764,-248.73656,-61.513,-8.1895809,-55.194988,-9.0126524,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
Clc1c2c([C@](c3cc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c4cc([C@]5c6c(c(Cl)cc(Cl)c6)CN(C)C5)ccc4)ccc3)CN(C)C2)cc(Cl)c1,1,340,-8.9854174,3.0653071,-56.393562,-35.202984,-6.4586601,-54.771484,-8.9854174,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
S(SC[C@](N)C(=O)O)C[C@@](NC(=O)C)C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N)CCCNC(=N)N)C)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)C,1,443,-8.9576454,2.4301069,-771.7652,-7.1769314,-6.7586603,-56.211739,-8.9576454,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(O)CC[C@]1C(=O)N[C@@](C)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@]2C(=O)N[C@@](Cc3ccc(O)cc3)C(=O)N[C@@](CC(=O)N)C(=O)N[C@@](CC(=O)O)C(=O)N3[C@](C(=O)N[C@@](CCCCN)C(=O)N[C@](C(=O)N[C@@](CO)C(=O)N[C@@](CC(=O)O)C(=O)N[C@@](Cc4ccccc4)C(=O)N[C@@](C(C)C)C(=O)N[C@@](CCC(=O)N)C(=O)N[C@@](C)C(=O)N[C@@](CC(=O)O)C(=O)N1)CSSC2)CCC3,1,746,-8.9243641,2.1648483,-601.87018,-14.18374,-1.7894865,-54.498497,-8.9243641,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
Clc1c2c([C@](c3cc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c4cc([C@]5c6c(c(Cl)cc(Cl)c6)CN(C)C5)ccc4)ccc3)CN(C)C2)cc(Cl)c1,1,340,-8.8781185,2.7777927,-61.112724,-17.989525,-6.1810384,-53.781883,-8.8781185,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(N[C@](C(=O)N[C@@]1C(=O)NCC(=O)N[C@@](CCCN)C(=O)N[C@@](CC(=O)O)C(=O)N[C@](C)C(=O)N[C@@](CC(=O)O)C(=O)NCC(=O)N[C@](CO)C(=O)N[C@@]([C@@](CC(=O)O)C)C(=O)N[C@@](CC(=O)c2c(N)cccc2)C(=O)O[C@@]1C)CC(=O)O)[C@@](NC(=O)[C@@](NC(=O)CCCCCCCCC)Cc1c2c([nH]c1)cccc2)CC(=O)N,1,10,-8.7671127,2.6784992,-241.54123,-13.082013,-2.6307735,-51.593361,-8.7671127,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
S(SC[C@](N)C(=O)O)C[C@@](NC(=O)C)C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N)CCCNC(=N)N)C)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)C,1,443,-8.7562943,1.5102403,-773.00922,-73.092682,-7.0779724,-56.344513,-8.7562943,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(NCC(=O)N)[C@@](NC(=O)[C@]1N(C(=O)[C@]2NC(=O)[C@](CC(=O)N)NC(=O)[C@](CCC(=O)N)NC(=O)[C@]([C@](CC)C)NC(=O)[C@](Cc3ccc(OC)cc3)NC(=O)CCCSC2)CCC1)CC(C)C,1,313,-8.751153,1.8223572,-92.341858,-79.268776,-7.7906256,-50.741482,-8.751153,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0.0065383911,1
S(SC[C@](N)C(=O)O)C[C@@](NC(=O)C)C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N)CCCNC(=N)N)C)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)C,1,443,-8.7477036,4.1177163,-776.41827,-55.251045,-5.769978,-46.38298,-8.7477036,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(N[C@](C(=O)N[C@@]1C(=O)NCC(=O)N[C@@](CCCN)C(=O)N[C@@](CC(=O)O)C(=O)N[C@](C)C(=O)N[C@@](CC(=O)O)C(=O)NCC(=O)N[C@](CO)C(=O)N[C@@]([C@@](CC(=O)O)C)C(=O)N[C@@](CC(=O)c2c(N)cccc2)C(=O)O[C@@]1C)CC(=O)O)[C@@](NC(=O)[C@@](NC(=O)CCCCCCCCC)Cc1c2c([nH]c1)cccc2)CC(=O)N,1,10,-8.7335386,2.9205306,-249.28749,-51.976986,-5.0560298,-53.636745,-8.7335386,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
Clc1c2c([C@](c3cc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c4cc([C@]5c6c(c(Cl)cc(Cl)c6)CN(C)C5)ccc4)ccc3)CN(C)C2)cc(Cl)c1,1,340,-8.7285862,4.6883574,-59.280537,-11.043674,-8.0056963,-52.066582,-8.7285862,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
Clc1c2c([C@](c3cc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c4cc([C@]5c6c(c(Cl)cc(Cl)c6)CN(C)C5)ccc4)ccc3)CN(C)C2)cc(Cl)c1,1,340,-8.6727266,4.5399594,-69.810875,-22.963097,-5.99721,-56.29673,-8.6727266,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(N[C@](C(=O)O)CCC(=O)O)N[C@](C(=O)O)CCCCNC(=O)CCCCCNC(=O)CCc1cc(CN(CC(=O)O)CCN(CC(=O)O)Cc2c(O)ccc(CCC(=O)O)c2)c(O)cc1,1,253,-8.641202,3.2800071,-255.23378,-71.304008,-6.8688841,-51.678493,-8.641202,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(NCC(=O)N)[C@@](NC(=O)[C@]1N(C(=O)[C@]2NC(=O)[C@](CC(=O)N)NC(=O)[C@](CCC(=O)N)NC(=O)[C@]([C@](CC)C)NC(=O)[C@](Cc3ccc(OC)cc3)NC(=O)CCCSC2)CCC1)CC(C)C,1,313,-8.5949526,1.6786387,-89.593521,-69.095001,-8.2280693,-49.356934,-8.5949526,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0.0065383911,1
S(C[C@](NC(=O)CC[C@](N)C(=O)OCC)C(=O)N[C@@](C(=O)OCC)c1ccccc1)Cc1ccccc1,1,478,-8.4983234,1.8085638,73.763344,-89.623779,-8.6937342,-43.622086,-8.4983234,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0.35956573,1
O=C(NCCNC(=O)c1nc(NCC(c2ccccc2)c2ccccc2)c2ncn([C@]3[C@](O)[C@](O)[C@@](C(=O)NCC)O3)c2n1)NC1CCN(c2ncccc2)CC1,1,299,-8.4973373,3.0597231,18.21176,-70.207108,-9.3791265,-48.675354,-8.4973373,$HOME/My Research/Docking/sdf/smiles_data7.sdf,1.5166823,1
Clc1ccc(C[C@@](NC(=O)[C@](NC(=O)C)Cc2cc3c(cc2)cccc3)C(=O)N[C@@](C(=O)N[C@](C(=O)N[C@](C(=O)N[C@@](C(=O)N[C@](C(=O)N[C@](C(=O)N2[C@](C(=O)N[C@@](C(=O)N)C)CCC2)CCCCNC(C)C)CC(C)C)Cc2ccc(NC(=O)N)cc2)Cc2ccc(NC(=O)[C@]3NC(=O)NC(=O)C3)cc2)CO)Cc2cnccc2)cc1,1,365,-8.4914818,4.2439556,-276.24869,43.5914,-3.7278361,-49.888149,-8.4914818,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
O=C(N[C@](C(=O)N[C@@]1C(=O)NCC(=O)N[C@@](CCCN)C(=O)N[C@@](CC(=O)O)C(=O)N[C@](C)C(=O)N[C@@](CC(=O)O)C(=O)NCC(=O)N[C@](CO)C(=O)N[C@@]([C@@](CC(=O)O)C)C(=O)N[C@@](CC(=O)c2c(N)cccc2)C(=O)O[C@@]1C)CC(=O)O)[C@@](NC(=O)[C@@](NC(=O)CCCCCCCCC)Cc1c2c([nH]c1)cccc2)CC(=O)N,1,10,-8.4715967,4.1700349,-246.33472,-20.815195,-4.196876,-53.817638,-8.4715967,$HOME/My Research/Docking/sdf/smiles_data7.sdf,0,1
