mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,E_orig,Rec_index
O(CC1(OC2C(O)C(O)C(O)C(CO)O2)C(O)C(O)C(COC2(CO)C(O)C(O)C(CO)O2)O1)C1(COC2(CO)C(O)C(O)C(CO)O2)C(O)C(O)C(CO)O1,1,9,-7.6149278,1.9290115,451.21448,-129.08542,-10.720394,-41.287823,-7.6149278,0,1
Clc1c(OC)cc2cc1N(C)C(=O)CC(OC(=O)C(N(C(=O)CCSSC(CCC(=O)NCCCCC(N)C(=O)O)C)C)C)C1(C)OC1C(C)C1OC(=O)NC(O)(C(OC)C=CC=C(C)C2)C1,1,688,-7.6129012,2.1872721,59.724876,-60.267338,-7.2739701,-45.644295,-7.6129012,0,1
O(C)c1c(CN2CCC(CN3CCC4(CN(c5cc6C(=O)N(C7C(=O)NC(=O)CC7)Cc6cc5)C4)CC3)CC2)c(OC)cc(C=2c3c(C(=O)N(C)C=2)cnc(N2CCC2)c3)c1,1,872,-7.6127782,1.8072296,-31.676758,-64.02446,-10.455361,-38.749493,-7.6127782,1.146046,1
Clc1ccc(C2=C(CN3CCN(c4cc(Oc5cnc6[nH]ccc6c5)c(C(=O)NS(=O)(=O)c5cc([N+](=O)[O-])c(NCC6OCCOC6)cc5)cc4)CC3)CCC3(C2)CCC3)cc1,1,628,-7.6127162,3.2632363,120.5723,-78.348068,-8.4567556,-41.692715,-7.6127162,0.1431911,1
O=C(OC1C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)Nc2c(C=NN3CCN(C)CC3)c(O)c3c(c(O)c(C)c4OC(C)(C(=O)c34)OC=CC(OC)C1C)c2O)C,1,485,-7.6091337,2.0626957,119.17097,-81.427887,-8.6088591,-40.64138,-7.6091337,0,1
O=C(OC)NC(C(=O)N1C(c2[nH]c3c(n2)ccc(-c2c4c(c(-c5ccc(-c6[nH]c(C7N(C(=O)C(NC(=O)OC)C(C)C)CCC7)nc6)cc5)cc2)C2CC4CC2)c3)CCC1)C(C)C,1,188,-7.6076808,2.2273121,51.23584,-35.404743,-6.872149,-37.181591,-7.6076808,0,1
Fc1ccc(C2C(NCCCC(NC(=O)c3ccc(-n4nncc4)cc3)C(=O)N3CCN(C)CC3)C2)cc1,1,220,-7.606277,1.3280631,224.49939,-100.88736,-10.520611,-43.136089,-7.606277,0.50474328,1
O=C1OC2C(C)C3OC4C(OC5(OC6C(C)CC7(OC6C5)OC5C(C(C)C7)OC(CN)C(O)C5)C4)CC3OC2CC2C(=C)C(C)CC(O2)CCC2C(=C)CC(O2)CCC23OC4C5OC(C(O2)C5OC2C4OC(C1)CC2)C3,1,783,-7.6048584,2.8529518,9.7149925,-65.304771,-10.22681,-42.358261,-7.6048584,3.9965229,1
P(=O)(OP(=O)(OCC1C(O)C(O)C([n+]2c3N=C(N)NC(=O)c3n(C)c2)O1)O)(OP(=O)(OCC1C(O)C(O)C(n2c3ncnc(N)c3nc2)O1)O)O,1,526,-7.6029739,2.1462727,-587.33716,-88.833015,-10.280181,-42.598866,-7.6029739,0,1
O=C(OC1C(OC2C(O)C(O)C(O)C(CO)O2)C(OC2C(O)C(O)C(O)C(CO)O2)C(O)C(CO)O1)C1(C)C2C(C)(C3C4(CC(=C)C(OC5C(OC6C(O)C(O)C(O)C(CO)O6)C(OC6C(O)C(O)C(O)C(CO)O6)C(O)C(CO)O5)(C4)CC3)CC2)CCC1,1,8,-7.6023388,2.8491616,440.19769,-41.068344,-8.0989914,-44.647278,-7.6023388,0,1
O=C(O)C(C(NC(=O)C=CC=CCCC(C)C)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(O)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C(=O)O)C)C(=O)NC(C(C)C)C(=O)N2C(C(=O)NC1C)CC(C)C2)C,1,377,-7.6003232,2.2681851,-53.573235,-60.313652,-8.4429512,-44.25005,-7.6003232,0,1
O=C(NC(C(O)C=CCCCCCCCCCCCCC)COC1C(O)C(O)C(OC2C(O)C(O)C(O)C(CO)O2)C(CO)O1)CCCCCCCCCCC,1,344,-7.5984859,1.9743598,152.21788,-94.23555,-12.983337,-37.935204,-7.5984859,0.7622391,1
O(C)c1ccc(N(c2ccc(OC)cc2)c2ccc(-c3sc(-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)c4OCCOc34)cc2)cc1,1,38,-7.5971198,1.9946581,43.951267,-61.567032,-8.2300243,-41.906536,-7.5971198,0.85667694,1
P(=O)(OCC1C(O)C(O)C(C#N)(c2n3N=CN=C(N)c3cc2)O1)(Oc1ccccc1)NC(C(=O)OCC(CC)CC)C,1,169,-7.5968776,1.9229509,-35.143261,-79.050629,-10.191393,-41.859455,-7.5968776,0.29119402,1
O=C1C(N2C(=O)c3c(cc(N4CCN(CC5CCN(c6ccc(C7C(c8ccccc8)CCc8c7ccc(O)c8)cc6)CC5)CC4)cc3)C2)CCC(=O)N1,1,413,-7.5965843,3.0620251,26.687433,-114.30307,-11.915833,-39.619732,-7.5965843,1.3213223,1
Fc1ccc(COC2C(O)(C)CC(OC3C(N(C)C)C(O)C(OC4C(C)C(O)CC(=O)OC(CC)C(COC5C(OC)C(OC)C(O)C(C)O5)C=C(C)C=CC(=O)C(C)CC4CC=O)OC3C)OC2C)cc1,1,19,-7.5959311,4.9041495,128.78188,-20.60121,-7.7094855,-39.105572,-7.5959311,0,1
O=C(OC)NC(C(=O)N1C(c2[nH]c3c(n2)ccc(-c2c4c(c(-c5ccc(-c6[nH]c(C7N(C(=O)C(NC(=O)OC)C(C)C)CCC7)nc6)cc5)cc2)C2CC4CC2)c3)CCC1)C(C)C,1,188,-7.5958624,3.8519921,52.561314,-25.020535,-8.5414934,-41.449924,-7.5958624,3.8408806,1
Clc1ccc(-c2n(C(C)C)c(C)c(C(=O)O)c2-c2cc(N3CCN(c4ccc(NS(=O)(=O)c5cc(S(=O)(=O)C(F)(F)F)c(NC(CSc6ccccc6)CCN6CCC(OP(=O)(O)O)CC6)cc5)cc4)CC3)ccc2)cc1,1,778,-7.5937328,2.9293931,12.213177,-29.137514,-6.2286458,-42.287144,-7.5937328,0,1
P(=O)(OP(=O)(OC(C)c1c([N+](=O)[O-])cccc1)O)(OP(=O)(OCC1C(O)C(O)C(n2c3N=C(N)NC(=O)c3nc2)O1)O)O,1,560,-7.5929413,2.3941402,-586.77997,-90.305855,-9.0067205,-42.347923,-7.5929413,0,1
O=C(NC(C(=O)N1C(C(=O)NC(C(=O)NC(C(=O)N)CCC/N=C(\N)/N)C(CC)C)CCC1)Cc1c2c([nH]c1)cccc2)C(N)(C)C,1,381,-7.5925498,1.1743258,-124.31301,-91.556236,-9.8314505,-38.429562,-7.5925498,0.0070986077,1
O=C(NC(C(=O)C1(C)OC1)CC1=CCCC1)C(NC(=O)C(NC(=O)CN1CCOCC1)C)C(O)c1ccc(OC)cc1,1,49,-7.5921736,1.9218262,287.73901,-70.902023,-8.8057814,-41.216328,-7.5921736,0.32890388,1
S(=O)(=O)(C)c1cc(OCC(O)CNC2CC3(OC2)CCN(S(=O)(=O)C=2C(=O)c4c(N(CC)C=2)cccc4)CC3)ccc1,1,372,-7.5901155,3.8199749,5.33464,-78.712593,-10.134627,-44.143948,-7.5901155,1.0036151,1
Fc1c(COc2nc(C3CCN(Cc4n(CC5OCC5)c5c(n4)ccc(C(=O)O)c5)CC3)ccc2)ccc(C#N)c1,1,415,-7.5894837,2.8070757,27.162121,-66.92347,-11.733927,-43.684254,-7.5894837,1.5388294,1
Clc1c(OC)cc2cc1N(C)C(=O)CC(OC(=O)C(N(C(=O)CCSSC(CCC(=O)NCCCCC(N)C(=O)O)C)C)C)C1(C)OC1C(C)C1OC(=O)NC(O)(C(OC)C=CC=C(C)C2)C1,1,688,-7.5868697,3.5551395,69.111206,-7.2186055,-7.9082828,-39.336746,-7.5868697,0,1
P(=O)(OCC(=O)C(NC(=O)C(NC(=O)c1[nH]c2c(c(OC)ccc2)c1)CC(C)C)CC1C(=O)NCC1)(O)O,1,808,-7.586473,2.2817187,-129.57918,-48.501213,-8.7861481,-45.127487,-7.586473,0.4540143,1
O=C(NCC(=O)NC(C(=O)N)CCCNC(=N)N)C(NC(=O)C1NC(=O)C(C(C)C)NC(=O)C2NC(=O)C(Cc3ccccc3)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(NC(=O)C(NC(=O)CNC(=O)CNC(=O)C(N)CCCNC(=N)N)CC(C)C)CSSC1)CSSC2)C(C)C,1,323,-7.5863533,1.9929487,-669.97949,-17.424679,-2.8935649,-37.53603,-7.5863533,0,1
O=C(O)C(C(NC(=O)C=CC=CCCC(C)C)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(O)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C(=O)O)C)C(=O)NC(C(C)C)C(=O)N2C(C(=O)NC1C)CC(C)C2)C,1,377,-7.5856929,1.5278124,-56.75716,-58.413696,-6.8922806,-42.669567,-7.5856929,0,1
S(=O)(=O)(O)CC(NC(=O)CNC(=O)C(NC(=O)CN)CCC/N=C(\N)/N)C(=O)NC(C(=O)N1C(C(=O)O)CCC1)C(O)C,1,340,-7.5856743,1.1668457,-146.28651,-75.065536,-9.8646851,-43.496006,-7.5856743,0,1
O=C(O)CC1C(=O)NC(C(=O)O)CSSCC(N)C(=O)NC(CCC/N=C(\N)/N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NCC(=O)N2C(C(=O)N1)CCC2,1,418,-7.5847521,1.7637311,-219.44579,-17.897013,-8.3976822,-41.057056,-7.5847521,1.17369,1
S(=O)(=O)(NC(=O)C12NC(=O)C3N4C(=O)C(NC(=O)OC5C(CCC5)CCCCCc5nc6c(nc5OC(C4)C3)cc(OC)cc6)CCCCCC=CC1C2)C1(C)CC1,1,211,-7.5836387,1.8726861,228.09593,-41.065727,-8.6712265,-41.702225,-7.5836387,0,1
O=C(O)C1CN(Cc2cc(C#N)c3oc(-c4c(C)c(-c5c(C)c(Nc6nccc7c6ncc(CN6CC(O)CC6)c7)ccc5)ccc4)nc3c2)CC1,1,433,-7.5819006,3.3115728,77.353363,-71.94117,-9.8800993,-44.473854,-7.5819006,1.0742188,1
O=C(NC1C(=O)N2C(C(=O)O)=C(C=C3C(=O)N(C4CN(C(=O)OCC5=C(C)OC(=O)O5)CC4)CC3)CSC12)C(=NO)c1nc(N)sn1,1,521,-7.5817709,1.4247171,100.55592,-76.78669,-11.324163,-44.364769,-7.5817709,0.32402512,1
S(=O)(=O)(C)n1cc(C(=O)NC(C(=O)Nc2scc(-c3nc(N4CC(C)OC(C)C4)ccc3)n2)COC)cc1,1,873,-7.5811172,1.8176906,123.46864,-76.750694,-9.3479271,-42.710651,-7.5811172,1.4749527,1
S(=O)(=O)(NC1CCC(CN2CCC3(CN(c4c(Oc5c(C(=O)N(C(C)C)CC)cc(F)cc5)cncn4)C3)CC2)CC1)CC,1,370,-7.5795379,2.0291209,-50.423031,-42.169613,-10.449565,-38.873867,-7.5795379,0.12822835,1
O=C(OCOC(=O)C1N(C(=O)CCCCC(=O)N2C(C(=O)OCOC(=O)OC3CCOCC3)CCC2)CCC1)OC1CCOCC1,1,246,-7.5792131,1.7450873,-103.14496,-76.532089,-8.6298847,-42.192871,-7.5792131,1.2045999,1
FC(F)(F)c1cc(NC(=O)c2cc(Nc3nc(-n4cncc4)nc(N4CCC(O)CC4)n3)c(C)cc2)ccc1,1,732,-7.5789833,2.0725172,-193.80284,-76.721283,-10.92864,-35.558266,-7.5789833,0,1
O=C(C(NC(=O)c1ccncc1)C)N1C(C(=O)NC2C(O)C(C)OC(OC3c4c(O)c5C(=O)c6c(OC)cccc6C(=O)c5c(O)c4CC(O)(C(=O)CO)C3)C2)CCC1,1,114,-7.5774713,4.0025253,32.068829,-71.799461,-10.203248,-45.205791,-7.5774713,0.84126544,1
O=C(O)C(NC(=O)CCC(NC(=O)CCC(NC(=O)c1ccc(NCC2N(C=O)C=3C(=O)NC(N)=NC=3N=C2)cc1)C(=O)O)C(=O)O)CCC(=O)O,1,597,-7.5742245,2.5282178,-276.00049,-74.292137,-10.435528,-49.139584,-7.5742245,0.013246517,1
O=C(Nc1c(OCCN(C)C)cc(OC)c(Nc2nc(-c3c4c(n(C)c3)cccc4)ccn2)c1)C=C,1,137,-7.5724711,1.9237643,-54.038769,-66.782761,-9.656435,-39.422798,-7.5724711,0,1
O=C(O)C(C(NC(=O)C=CC=CCCC(CC)C)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(O)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C(=O)O)C)C(=O)NC(C(C)C)C(=O)N2C(C(=O)NC1C)CC(C)C2)C,1,378,-7.5724421,2.7572625,-62.89661,-58.476501,-8.2621603,-35.479618,-7.5724421,0,1
O=C(O)C(NC(=O)CCC(NC(=O)c1ccc(N(CC#C)C2c3c(cc4N=C(CO)NC(=O)c4c3)CC2)cc1)C(=O)O)CCC(=O)O,1,556,-7.5719156,2.014065,-111.95925,-73.807434,-10.318745,-42.069237,-7.5719156,0.48652321,1
O=C(O)C(Cc1cc(CN(Cc2cc(CC(C(=O)O)C3CNCC3)ccc2)Cc2cc(CC(C(=O)O)C3CNCC3)ccc2)ccc1)C1CNCC1,1,825,-7.5666409,2.4119043,-36.263062,-76.517349,-9.904458,-40.072083,-7.5666409,0.00022539737,1
Fc1c(Oc2c(-c3c[nH]nc3)cc3n(C)ncc3c2)ccc(NC(=O)C=2C(=O)N(c3ccc(F)cc3)C(OC(C)C)=CC=2)c1,1,786,-7.5663028,1.8271223,3.161015,-128.09439,-9.9629974,-38.262646,-7.5663028,3.1100035,1
O=C(OCOC(=O)C1N(C(=O)CCCCC(=O)N2C(C(=O)OCOC(=O)OC3CCOCC3)CCC2)CCC1)OC1CCOCC1,1,246,-7.566083,1.8869967,-100.69458,-42.803925,-9.1768436,-42.828495,-7.566083,0.60814017,1
O=C(OC1C(OC2C(O)C(O)C(O)C(CO)O2)C(OC2C(O)C(O)C(O)C(CO)O2)C(O)C(CO)O1)C1(C)C2C(C)(C3C4(CC(=C)C(OC5C(OC6C(O)C(O)C(O)C(CO)O6)C(OC6C(O)C(O)C(O)C(CO)O6)C(O)C(CO)O5)(C4)CC3)CC2)CCC1,1,8,-7.5657415,1.8662375,449.67096,-53.94733,-8.9658117,-42.477222,-7.5657415,0,1
O=C(NC(C(=O)C1(C)OC1)CC1=CCCC1)C(NC(=O)C(NC(=O)CN1CCOCC1)C)C(O)c1ccc(OC)cc1,1,49,-7.5656762,2.186656,295.07767,-61.743977,-8.240901,-41.840057,-7.5656762,0.35692024,1
P(=O)(OCC1C(O)C(O)C(C#N)(c2n3N=CN=C(N)c3cc2)O1)(Oc1ccccc1)NC(C(=O)OCC(CC)CC)C,1,169,-7.5615497,1.5606227,-31.979179,-64.246376,-9.4001303,-41.067005,-7.5615497,0.52330488,1
[P+](=O)(OCC1C(OP(=O)(OCC2C(O)C(O)C(n3c4N=C(N)NC(=O)c4nc3)O2)O)C(O)C(n2c3ncnc(N)c3nc2)O1)O,1,837,-7.5605192,2.4890988,-167.7408,-42.223713,-12.040573,-44.729649,-7.5605192,1.7888747,1
P(=O)(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1)(Oc1ccccc1)NC(C(=O)OCc1ccccc1)C,1,179,-7.5574646,1.9986788,-29.739651,-68.683266,-8.8884563,-41.622017,-7.5574646,1.453125,1
S(=O)(=O)(NC1CCC(CN2CCC3(CN(c4c(Oc5c(C(=O)N(C(C)C)CC)cc(F)cc5)cncn4)C3)CC2)CC1)CC,1,370,-7.557251,1.1202503,-54.117496,-68.780182,-11.228273,-40.692638,-7.557251,0,1
SCC(NC(=O)C(NC(=O)C(N)CNC(=O)CCC(NC(=O)c1ccc(NCc2nc3C(=O)NC(N)=Nc3nc2)cc1)C(=O)O)CC(=O)O)C(=O)O,1,534,-7.5535259,2.6515076,-139.8103,-61.140667,-8.9555998,-41.315331,-7.5535259,0.49780273,1
P(=O)(Oc1ccc(CC(NC(=O)CCCCC)C(=O)NC(C(=O)NCCCCCC(=O)N)C(CC)C)cc1)(O)O,1,866,-7.5529017,2.9376445,-160.04614,-48.997555,-10.432211,-39.755352,-7.5529017,0,1
O=[N+](OCc1cc(C(=O)OCC(=O)C2(O)C3(C)C(C4C(C5(C)C(=CC(=O)CC5)CC4)C(O)C3)CC2)ccc1)[O-],1,738,-7.5513678,1.5138321,54.824795,-44.688545,-9.7693119,-41.524593,-7.5513678,1.9887913,1
Fc1ccc(C2C(NCCCC(NC(=O)c3ccc(-n4nncc4)cc3)C(=O)N3CCN(C)CC3)C2)cc1,1,220,-7.5512986,1.7008418,226.23712,-74.330544,-9.6037769,-35.332848,-7.5512986,0.60302734,1
O=C(OCOC(=O)C1N(C(=O)CCCCC(=O)N2C(C(=O)OCOC(=O)OC3CCOCC3)CCC2)CCC1)OC1CCOCC1,1,246,-7.5510378,1.9957211,-93.599663,-60.932293,-8.6492682,-42.661476,-7.5510378,0.7951771,1
Fc1c(C)cc(-n2c(N3C(=O)N(c4c(F)c5c(n(C)nc5)cc4)C=C3)c3C(C)N(C(=O)c4n(C5(C6=NOC(=O)N6)C(C)C5)c5c(c4)cc(C4CC(C)(C)OCC4)cc5)CCc3n2)cc1C,1,623,-7.5493555,1.7736071,161.75935,-37.603012,-9.9161663,-40.488865,-7.5493555,1.4664048,1
Fc1cc(-c2c3nc(-c4n[nH]c5c4cc(-c4cc(NC(=O)CC(C)C)cnc4)cc5)[nH]c3cnc2)ccc1,1,590,-7.5488887,1.7623762,62.169746,-82.565315,-10.157233,-40.668728,-7.5488887,0.50048828,1
Fc1c(C(=O)NC(C(=O)O)CCc2n[nH]nn2)ccc(N(CC#C)Cc2c(C)cc3N=C(C)NC(=O)c3c2)c1,1,535,-7.5472832,1.4067227,-101.32817,-92.447754,-9.7633963,-43.473713,-7.5472832,0.0014904262,1
P(=O)(OP(=O)(OCC1C(O)C(O)C([n+]2c3N=C(N)NC(=O)c3n(C)c2)O1)O)(OP(=O)(OCC1C(O)C(O)C(n2c3ncnc(N)c3nc2)O1)O)O,1,526,-7.5470529,1.9805689,-596.71655,-99.536499,-12.649166,-46.441387,-7.5470529,0.15356469,1
O(C)c1c(CN2CCC(CN3CCC4(CN(c5cc6C(=O)N(C7C(=O)NC(=O)CC7)Cc6cc5)C4)CC3)CC2)c(OC)cc(C=2c3c(C(=O)N(C)C=2)cnc(N2CCC2)c3)c1,1,872,-7.5455055,2.1547158,-27.560501,-27.344542,-9.6090298,-37.935966,-7.5455055,0.00096763211,1
Clc1ccc(C=2C(c3ccccc3)CN(C(=NS(=O)(=O)c3ccc(C(F)(F)F)cc3)N=C(NC(=O)C)N)N=2)cc1,1,917,-7.5427756,1.0574709,-138.65164,-83.939964,-10.296729,-42.515778,-7.5427756,1.5238967,1
Fc1c(C(=O)NC(C(=O)O)CCc2n[nH]nn2)ccc(N(CC#C)Cc2c(C)cc3N=C(C)NC(=O)c3c2)c1,1,535,-7.5395703,1.394519,-101.36275,-87.403076,-10.558012,-43.60062,-7.5395703,0.0014904262,1
P(=O)(OCC[N+](C)(C)C)(Oc1ccc(N=Nc2c(O)ccc(CC(NC(=O)CNC(=O)C(NC(=O)C3N(C(=O)C(NC(=O)C(N)C(O)C)CCCCN)CCC3)CCC/N=C(\N)/N)C(=O)O)c2)cc1)[O-],1,901,-7.5389376,2.472338,-132.37598,10.021831,-15.577621,-40.459145,-7.5389376,0,1
O=C(OC1C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)Nc2c(C=NN3CCN(C4CCCC4)CC3)c(O)c3c(c(O)c(C)c4OC(C)(C(=O)c34)OC=CC(OC)C1C)c2O)C,1,499,-7.5378866,1.1284461,95.529388,-70.227928,-10.349249,-37.858334,-7.5378866,0,1
O=C(NC(C(=O)N)CCC(=O)O)C(NC(=O)C(OC1C(O)C(CO)OC(O)C1NC(=O)C)C)C(O)C,1,208,-7.5323086,1.8281758,-31.308271,-68.028389,-9.4372139,-43.52116,-7.5323086,0,1
Clc1c2ncc(C#N)c(NCC(C)(C)C)c2cc(NC(c2nnn(C34CC(C3)C4)c2)c2c3c(C(=O)N(C)C=C3)ccc2)c1,1,263,-7.531847,1.4583366,127.21694,-79.081665,-9.1048822,-38.590099,-7.531847,3.0841129,1
O=C(O)C(O)C1C(=O)NCC(=O)NC(CC(=O)N)C(=O)NC2C(=O)NC(C(=O)O)CCCCNCC3C(=O)NC(Cc4ccccc4)C(=O)NCC(=O)N4C(C(=O)NC(Cc5ccccc5)C(=O)NC5C(=O)NC(Cc6ccccc6)C(=O)NC(C(C)C)C(=O)NC(C(=O)N1)CSCC(C(=O)NC(C(=O)N3)CSC5C)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(N)CSC2)CCC4,1,15,-7.5281386,1.9989887,108.8013,-26.092459,-5.9614019,-35.64196,-7.5281386,0.09153387,1
Clc1c2ncc(C#N)c(NCC(C)(C)C)c2cc(NC(c2nnn(C34CC(C3)C4)c2)c2c3c(C(=O)N(C)C=C3)ccc2)c1,1,263,-7.5259929,2.5956388,131.40158,-73.568787,-9.8892088,-39.680016,-7.5259929,2.3682573,1
Fc1ccc(C2C(NCCCC(NC(=O)c3ccc(-n4nncc4)cc3)C(=O)N3CCN(C)CC3)C2)cc1,1,220,-7.5254107,1.5379642,228.34216,-85.097336,-9.734683,-37.315025,-7.5254107,0.60317749,1
S(CCC(NCCCSC1C(=O)N(CCC(=O)NCCNC(=O)OCCOC)C(=O)C1)C(=O)O)C,1,45,-7.5248461,1.7518659,-101.25774,-31.089769,-8.8998604,-41.84861,-7.5248461,0.047737122,1
O(C)c1ccc(N(c2ccc(OC)cc2)c2ccc(-c3sc(-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)c4OCCOc34)cc2)cc1,1,38,-7.523787,2.4358792,47.974602,-78.064667,-9.7124424,-36.729618,-7.523787,0,1
Clc1c(-c2c3c([nH]c2)cccc3)nc(NC2CC(NC(=O)c3ncc(NC(=O)C=CCN(C)C)cc3)(C)CCC2)nc1,1,106,-7.5236955,1.1285565,-72.797096,-65.679329,-9.2001696,-45.525276,-7.5236955,2.4756629,1
O(CCOc1c2OC3C4(OC)C(C(O)(C(C)(C)C)C)CC5(C63c2c(cc1)CC5N(CC1CC1)CC6)CC4)c1c2OC3C4(OC)C(C(O)(C(C)(C)C)C)CC5(C63c2c(cc1)CC5N(CC1CC1)CC6)CC4,1,13,-7.5233288,2.2626154,546.47931,-77.867134,-9.1698637,-38.281265,-7.5233288,0.78298199,1
S(=O)(CCOc1c(F)cc(F)c(N2CCN(CCN3C(=O)SC=4c5n(C(N)=NC3=4)nc(-c3occc3)n5)CC2)c1)C,1,446,-7.5230927,1.4410883,163.07193,-102.2425,-9.3411179,-38.362713,-7.5230927,3.6337891,1
Clc1c(Cl)ccc2n(C)c(C(=O)NC3(c4ccc(C(C(=O)O)c5cnccc5)cc4)COC3)cc12,1,682,-7.5205431,2.080683,52.290443,-62.234528,-8.823802,-40.415943,-7.5205431,1.6653967,1
S(=O)(=O)(O)CC(NC(=O)CNC(=O)C(NC(=O)CN)CCC/N=C(\N)/N)C(=O)NC(C(=O)N1C(C(=O)O)CCC1)C(O)C,1,340,-7.5204024,2.3097022,-150.07951,-70.298256,-9.5728092,-41.946178,-7.5204024,0.003967741,1
Clc1cc(-c2n(C)c(C)c(C(=O)N(c3c(C)n(C)c(C#N)c3)c3ccc(O)cc3)c2)c(C(=O)N2C(CN3CCOCC3)Cc3c(cccc3)C2)cc1,1,44,-7.5197024,2.3289368,133.47639,-34.087326,-9.6305962,-44.874546,-7.5197024,1.3125,1
O=C(N1CC(N(C)C)C1)C1N(C(C)C)Cc2[nH]c(-c3n[nH]c4c3ccc(-c3c(CC)cc(O)cc3)c4)nc2C1,1,762,-7.5186143,1.8673503,111.42873,-88.732109,-10.264015,-38.411949,-7.5186143,1.5755392,1
FC(F)(C(O)(Cn1nnnc1)c1c(F)cc(F)cc1)c1ncc(C#Cc2ccc(OCc3ccc(C#N)cc3)cc2)cc1,1,284,-7.5153294,1.7638956,109.887,-84.015137,-8.8810663,-39.968807,-7.5153294,2.8024247,1
Clc1c(C)c(-c2c(-c3ccc(F)cc3)sc3ncnc(OC(C(=O)O)Cc4c(OCc5nc(-c6c(OC)cccc6)ncc5)cccc4)c23)ccc1OCCN1CCN(C)CC1,1,78,-7.5133348,2.0651224,82.304893,-71.90329,-8.4202261,-42.481373,-7.5133348,2.0749998,1
Brc1c(COC2=C(C)CC(CNC(C(=O)OC(C)C)CO)C(OCc3cnccc3)=C2)cccc1-c1ccccc1,1,924,-7.511425,1.3178662,84.746872,-85.971649,-8.989089,-39.114159,-7.511425,0.12713577,1
Fc1c(Oc2c(-c3c[nH]nc3)cc3n(C)ncc3c2)ccc(NC(=O)C=2C(=O)N(c3ccc(F)cc3)C(OC(C)C)=CC=2)c1,1,786,-7.5107551,2.7704775,4.2643652,-51.198547,-10.200233,-39.419125,-7.5107551,3.316021,1
O=C(O)C1CN(Cc2cc(C#N)c3oc(-c4c(C)c(-c5c(C)c(Nc6nccc7c6ncc(CN6CC(O)CC6)c7)ccc5)ccc4)nc3c2)CC1,1,433,-7.5101709,2.4270165,77.554108,-19.11832,-10.172825,-41.42046,-7.5101709,1.0742188,1
FC(CCc1nnc(NC(=O)Cc2nc(C)cc(OC3CC(F)(F)C3)c2)cc1)Cn1nnc(C(=O)NC)c1,1,119,-7.5086813,1.8466716,-56.770107,-85.223564,-9.6744375,-43.288494,-7.5086813,0.88250846,1
Clc1ccc(-c2n(C(C)C)c(C)c(C(=O)O)c2-c2cc(N3CCN(c4ccc(NS(=O)(=O)c5cc(S(=O)(=O)C(F)(F)F)c(NC(CSc6ccccc6)CCN6CCC(OP(=O)(O)O)CC6)cc5)cc4)CC3)ccc2)cc1,1,778,-7.508111,2.4024823,7.4625387,-45.386234,-6.9482255,-39.042599,-7.508111,0,1
S=C(NCCN(C(=O)c1ccc(NCc2nc3C(=O)NC(N)=Nc3nc2)cc1)C(C(=O)O)CCC(=O)N)Nc1cc2C(=O)OC3(c2cc1)c1c(Oc2c3ccc(O)c2)cc(O)cc1,1,575,-7.5057945,3.3819444,-181.83296,-42.016651,-9.2390251,-44.120842,-7.5057945,1.8302038,1
S(=O)(=O)(NC(=O)c1c(N2C(C)(C)CC(C)C2)nc(-n2nc(OCCC3(C(F)(F)F)CC3)cc2)cc1)c1ccccc1,1,402,-7.5054631,2.126533,89.389435,-57.308456,-8.7730618,-44.061893,-7.5054631,2.5500474,1
O=C(Nc1c(N(CCN(C)C)C)cc(OC)c(Nc2nc(-c3n4c(C(C)=CC=C4)nc3)ccn2)c1)C=C,1,802,-7.5035357,2.078156,-43.846996,-62.162189,-8.1730833,-33.361137,-7.5035357,2.4667969,1
FC(F)(F)c1c(F)cc(CCC2C(=O)N3C(C(=O)NC4(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(CC)C)C(=O)N(C)C(C)C(=O)N5C(C(=O)N(CC)C(Cc6ccc(C)cc6)C(=O)N(C)CC(=O)N2)CC5)C2CCCC2)CCCC4)CCC3)cc1F,1,931,-7.5007453,1.7597291,245.95432,-44.658314,-7.8808908,-38.836216,-7.5007453,0,1
