mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
S(=O)(=O)(OC[C@@]1[C@@](OC)[C@](OC)[C@@](OC)[C@@](O[C@]2[C@](OC)[C@@](OC)[C@](O[C@]3[C@](OS(=O)(=O)O)[C@@](OS(=O)(=O)O)[C@@](O[C@]4[C@](OC)[C@@](OC)[C@@](O[C@]5[C@](OS(=O)(=O)O)[C@@](OS(=O)(=O)O)[C@@](OC)O[C@@]5COS(=O)(=O)O)O[C@]4C(=O)O)O[C@@]3COS(=O)(=O)O)O[C@@]2C(=O)O)O1)O,1,197,-9.3558378,2.4716842,-63.259537,-36.215244,-8.5572605,-60.248913,-9.3558378,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
O=C(N[C@](C(=O)N)CCCCN)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](N)CCCCN)CCCCN)Cc1c2c([nH]c1)cccc2)Cc1c2c([nH]c1)cccc2)CCCCN)CCCCN)Cc1c2c([nH]c1)cccc2)C(c1ccccc1)c1ccccc1,1,297,-9.3441219,4.4038944,60.487476,-40.31736,-6.3322635,-55.978031,-9.3441219,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.0065383911,1
S(=O)(=O)(OC[C@@]1[C@@](OC)[C@](OC)[C@@](OC)[C@@](O[C@]2[C@](OC)[C@@](OC)[C@](O[C@]3[C@](OS(=O)(=O)O)[C@@](OS(=O)(=O)O)[C@@](O[C@]4[C@](OC)[C@@](OC)[C@@](O[C@]5[C@](OS(=O)(=O)O)[C@@](OS(=O)(=O)O)[C@@](OC)O[C@@]5COS(=O)(=O)O)O[C@]4C(=O)O)O[C@@]3COS(=O)(=O)O)O[C@@]2C(=O)O)O1)O,1,197,-9.3065844,2.0646667,68.120621,-40.466038,-11.040252,-56.183952,-9.3065844,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
O=C(O)[C@@](NC[C@@](NC(=O)[C@]1N(C(=O)[C@@](NC(=O)[C@@](NC(=O)CNC(=O)[C@]2N(C(=O)[C@]3N(C(=O)[C@@](N)CCCNC(=N)N)CCC3)C[C@](O)C2)Cc2sccc2)CO)CCC1)Cc1ccc(OC)cc1)CCCNC(=N)N,1,284,-9.2982321,4.2983422,-169.63429,-55.247585,-7.6832328,-50.379333,-9.2982321,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.01043129,1
Clc1ccc(-c2n(C(C)C)c(C)c(S(=O)(=O)C)c2-c2cc(F)cc(N3CCN(c4ccc(NS(=O)(=O)c5cc(S(=O)(=O)C(F)(F)F)c(N[C@@](CSc6ccccc6)CCN6CCC(C(=O)OCCCP(=O)(O)O)CC6)cc5)cc4)CC3)c2)cc1,1,502,-9.2690763,4.2197452,122.60631,13.236547,-4.1785913,-57.737411,-9.2690763,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.0010694887,1
S(CC[C@]1C(=O)N[C@@](Cc2ccc(O)cc2)C(=O)N[C@@](CC(=O)O)C(=O)N[C@@]2C(=O)N[C@@]3C(=O)N[C@@]([C@](O)C)C(=O)NCC(=O)N[C@@](CO)C(=O)N[C@](C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](CO)C(=O)NCC(=O)N[C@@](CCCCN)C(=O)N[C@](C(=O)N)CSSC2)CSSC[C@@](C(=O)N[C@@](CO)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](CC(C)C)C(=O)N1)NC(=O)[C@](CCCCN)NC(=O)[C@](C)NC(=O)CNC(=O)[C@](CCCCN)NC(=O)CNC(=O)[C@](CCCCN)NC(=O)[C@@](N)CSSC3)C,1,122,-9.2636194,2.5992255,-269.20651,-10.131827,-4.382165,-50.725433,-9.2636194,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
[S+](CCCNC(=O)c1nc(-c2nc(CCNC(=O)[C@@](NC(=O)[C@]([C@](O)[C@](NC(=O)[C@@](NC(=O)c3c(C)c(N)nc([C@@](NC[C@](N)C(=O)N)CC(=O)N)n3)[C@@](O[C@]3[C@@](O[C@@]4[C@@](O)[C@@](OC(=O)N)[C@](O)[C@@](CO)O4)[C@@](O)[C@](O)[C@](CO)O3)c3nc[nH]c3)C)C)[C@](O)C)sc2)sc1)(C)C,1,569,-9.2493629,2.7819631,-9.1168957,-48.317482,-6.6149983,-56.694595,-9.2493629,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
O=C(N[C@](C(=O)N)CCCCN)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](N)CCCCN)CCCCN)Cc1c2c([nH]c1)cccc2)Cc1c2c([nH]c1)cccc2)CCCCN)CCCCN)Cc1c2c([nH]c1)cccc2)C(c1ccccc1)c1ccccc1,1,297,-9.1886435,1.5708178,62.113255,-79.092491,-10.398058,-51.465286,-9.1886435,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.0065383911,1
S(=O)(=O)(OC[C@@]1[C@@](OC)[C@](OC)[C@@](OC)[C@@](O[C@]2[C@](OC)[C@@](OC)[C@](O[C@]3[C@](OS(=O)(=O)O)[C@@](OS(=O)(=O)O)[C@@](O[C@]4[C@](OC)[C@@](OC)[C@@](O[C@]5[C@](OS(=O)(=O)O)[C@@](OS(=O)(=O)O)[C@@](OC)O[C@@]5COS(=O)(=O)O)O[C@]4C(=O)O)O[C@@]3COS(=O)(=O)O)O[C@@]2C(=O)O)O1)O,1,197,-9.1784325,2.3473058,-55.933449,-29.864172,-8.2201061,-59.350292,-9.1784325,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
O=C(N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N)CCCCN)CCCCN)CCCCN)CCCCN)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)C)CCCNC(=N)N)Cc1ccc(O)cc1)Cc1ccc(O)cc1)CCCNC(=N)N)Cc1c2c([nH]c1)cccc2)CCCCN)CCCCN)CCCCN,1,494,-9.1755457,2.8796666,-382.60291,43.901958,-2.5196347,-55.984512,-9.1755457,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.013076782,1
O=C(N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N)CCCCN)CCCCN)CCCCN)CCCCN)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)C)CCCNC(=N)N)Cc1ccc(O)cc1)Cc1ccc(O)cc1)CCCNC(=N)N)Cc1c2c([nH]c1)cccc2)CCCCN)CCCCN)CCCCN,1,494,-9.1026945,3.7832303,-409.91232,48.286701,-3.0499232,-54.913136,-9.1026945,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.019615173,1
Clc1ccc(-c2n(C(C)C)c(C)c(S(=O)(=O)C)c2-c2cc(F)cc(N3CCN(c4ccc(NS(=O)(=O)c5cc(S(=O)(=O)C(F)(F)F)c(N[C@@](CSc6ccccc6)CCN6CCC(C(=O)OCCCP(=O)(O)O)CC6)cc5)cc4)CC3)c2)cc1,1,502,-9.0702295,5.4875183,123.20849,5.891212,-3.929637,-53.736042,-9.0702295,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.0010694887,1
S(=O)(=O)(OC[C@@]1[C@@](OC)[C@](OC)[C@@](OC)[C@@](O[C@]2[C@](OC)[C@@](OC)[C@](O[C@]3[C@](OS(=O)(=O)O)[C@@](OS(=O)(=O)O)[C@@](O[C@]4[C@](OC)[C@@](OC)[C@@](O[C@]5[C@](OS(=O)(=O)O)[C@@](OS(=O)(=O)O)[C@@](OC)O[C@@]5COS(=O)(=O)O)O[C@]4C(=O)O)O[C@@]3COS(=O)(=O)O)O[C@@]2C(=O)O)O1)O,1,197,-9.049819,2.7257543,138.37857,-60.372456,-8.3905268,-57.263756,-9.049819,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
S(=O)(=O)(OC[C@@]1[C@@](OC)[C@](OC)[C@@](OC)[C@@](O[C@]2[C@](OC)[C@@](OC)[C@](O[C@]3[C@](OS(=O)(=O)O)[C@@](OS(=O)(=O)O)[C@@](O[C@]4[C@](OC)[C@@](OC)[C@@](O[C@]5[C@](OS(=O)(=O)O)[C@@](OS(=O)(=O)O)[C@@](OC)O[C@@]5COS(=O)(=O)O)O[C@]4C(=O)O)O[C@@]3COS(=O)(=O)O)O[C@@]2C(=O)O)O1)O,1,197,-8.9926815,2.4453325,-54.213917,-8.8310633,-8.5108891,-58.247982,-8.9926815,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
Clc1ccc(-c2n(C(C)C)c(C)c(S(=O)(=O)C)c2-c2cc(F)cc(N3CCN(c4ccc(NS(=O)(=O)c5cc(S(=O)(=O)C(F)(F)F)c(N[C@@](CSc6ccccc6)CCN6CCC(C(=O)OCCCP(=O)(O)O)CC6)cc5)cc4)CC3)c2)cc1,1,502,-8.9265823,2.9542072,122.23552,15.407248,-3.5564935,-49.504322,-8.9265823,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.11685973,1
P(=O)(O[C@]1[C@](O)[C@@](NC(=O)C[C@](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)[C@](OC[C@@]2[C@@](O)[C@](O)[C@@](NC(=O)C[C@](O)CCCCCCCCCCC)[C@@](OP(=O)(O)O)O2)O[C@@]1CO)(O)O,1,386,-8.9166384,2.7853942,-287.76553,-36.749352,-7.4401879,-54.672398,-8.9166384,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.76220703,1
P(=O)(O[C@]1[C@](O)[C@@](NC(=O)C[C@](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)[C@](OC[C@@]2[C@@](O)[C@](O)[C@@](NC(=O)C[C@](O)CCCCCCCCCCC)[C@@](OP(=O)(O)O)O2)O[C@@]1CO)(O)O,1,386,-8.8629789,1.9954923,-285.34641,-61.510712,-9.4374599,-51.686333,-8.8629789,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.83159566,1
P(=O)(O[C@]1[C@](O)[C@@](NC(=O)C[C@](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)[C@](OC[C@@]2[C@@](O)[C@](O)[C@@](NC(=O)C[C@](O)CCCCCCCCCCC)[C@@](OP(=O)(O)O)O2)O[C@@]1CO)(O)O,1,386,-8.8594847,2.5748298,-294.67004,-44.442677,-8.1214705,-48.935776,-8.8594847,$HOME/My Research/Docking/sdf/smiles_data8.sdf,1.5244141,1
S(CC[C@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)C)CO)Cc1ccc(O)cc1)CO)C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)NCC(=O)N[C@](C(=O)N1[C@](C(=O)N[C@](C(=O)N)C(C)C)CCC1)CCCCN)Cc1c2c([nH]c1)cccc2)CCCNC(=N)N)Cc1ccccc1)Cc1nc[nH]c1)CCC(=O)O)C,1,198,-8.851079,2.5422273,-218.03218,-9.2663879,-4.3479443,-49.520531,-8.851079,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
S(CC[C@]1C(=O)N[C@@](Cc2ccc(O)cc2)C(=O)N[C@@](CC(=O)O)C(=O)N[C@@]2C(=O)N[C@@]3C(=O)N[C@@]([C@](O)C)C(=O)NCC(=O)N[C@@](CO)C(=O)N[C@](C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](CO)C(=O)NCC(=O)N[C@@](CCCCN)C(=O)N[C@](C(=O)N)CSSC2)CSSC[C@@](C(=O)N[C@@](CO)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](CC(C)C)C(=O)N1)NC(=O)[C@](CCCCN)NC(=O)[C@](C)NC(=O)CNC(=O)[C@](CCCCN)NC(=O)CNC(=O)[C@](CCCCN)NC(=O)[C@@](N)CSSC3)C,1,122,-8.8413725,2.1255541,-265.59903,-26.575602,-6.2162757,-52.42321,-8.8413725,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
S(C)c1c(OCC(=O)N[C@@](C(=O)NCC(=O)O)c2ccccc2)cc2S(=O)(=O)CC(CCCC)(CCCC)CN(c3ccccc3)c2c1,1,328,-8.7616749,2.3888016,81.254356,-55.490295,-9.8321333,-50.179165,-8.7616749,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.78885376,1
O=C(OC1C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C(OC(=O)c2cnccc2)C1OC(=O)c1cnccc1)c1cnccc1,1,56,-8.7375107,1.4877474,66.654747,-62.555622,-8.2385349,-47.546654,-8.7375107,$HOME/My Research/Docking/sdf/smiles_data8.sdf,2.1087024,1
O=C(OC[C@]1N(CCCC)C[C@](OC(=O)CCC)[C@@](OC(=O)CCC)[C@@]1OC(=O)CCC)CCC,1,497,-8.7254725,1.271547,27.745455,-81.118515,-9.0962591,-47.896313,-8.7254725,$HOME/My Research/Docking/sdf/smiles_data8.sdf,1.5193493,1
S(=O)(=O)(O)CN(C(=O)CCCCC(CC)C)[C@](C(=O)N[C@]([C@](O)C)CN[C@](C(=O)N[C@@]1C(=O)N[C@@](CCNCS(=O)(=O)O)C(=O)N[C@](CC(C)C)C(=O)N[C@@](CC(C)C)C(=O)N[C@@](CCNCS(=O)(=O)O)C(=O)N[C@](CCNCS(=O)(=O)O)C(=O)N[C@@]([C@](O)C)C(=O)NCC1)CCNCS(=O)(=O)O)CCNCS(=O)(=O)O,1,249,-8.7042856,2.6476843,621.6864,2.1716936,-4.2919593,-55.456932,-8.7042856,$HOME/My Research/Docking/sdf/smiles_data8.sdf,1.1054728,1
S(CC[C@]1C(=O)N[C@@](Cc2ccc(O)cc2)C(=O)N[C@@](CC(=O)O)C(=O)N[C@@]2C(=O)N[C@@]3C(=O)N[C@@]([C@](O)C)C(=O)NCC(=O)N[C@@](CO)C(=O)N[C@](C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](CO)C(=O)NCC(=O)N[C@@](CCCCN)C(=O)N[C@](C(=O)N)CSSC2)CSSC[C@@](C(=O)N[C@@](CO)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@@](CC(C)C)C(=O)N1)NC(=O)[C@](CCCCN)NC(=O)[C@](C)NC(=O)CNC(=O)[C@](CCCCN)NC(=O)CNC(=O)[C@](CCCCN)NC(=O)[C@@](N)CSSC3)C,1,122,-8.6858912,2.4325778,-278.59784,-55.344158,-6.9159379,-54.040085,-8.6858912,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
P(=O)(O[C@]1[C@](O)[C@@](NC(=O)C[C@](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)[C@](OC[C@@]2[C@@](O)[C@](O)[C@@](NC(=O)C[C@](O)CCCCCCCCCCC)[C@@](OP(=O)(O)O)O2)O[C@@]1CO)(O)O,1,386,-8.6598339,5.2439861,-282.7785,-42.765217,-7.5097942,-50.000454,-8.6598339,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.83159566,1
Clc1ccc(-c2n(C(C)C)c(C)c(S(=O)(=O)C)c2-c2cc(F)cc(N3CCN(c4ccc(NS(=O)(=O)c5cc(S(=O)(=O)C(F)(F)F)c(N[C@@](CSc6ccccc6)CCN6CCC(C(=O)OCCCP(=O)(O)O)CC6)cc5)cc4)CC3)c2)cc1,1,502,-8.6514616,3.5553334,127.07614,16.620119,-4.175416,-46.832737,-8.6514616,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.11622241,1
S(CC[C@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)C)CO)Cc1ccc(O)cc1)CO)C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)NCC(=O)N[C@](C(=O)N1[C@](C(=O)N[C@](C(=O)N)C(C)C)CCC1)CCCCN)Cc1c2c([nH]c1)cccc2)CCCNC(=N)N)Cc1ccccc1)Cc1nc[nH]c1)CCC(=O)O)C,1,198,-8.6493387,2.9812326,-227.05458,-7.8820229,-3.2784407,-50.21471,-8.6493387,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
O=C(OCCC[N+]1(C)C(Cc2cc(OC)c(OC)c(OC)c2)c2c(OC)c(OC)c(OC)cc2CC1)CCC(=O)OCCC[N+]1(C)C(Cc2cc(OC)c(OC)c(OC)c2)c2c(OC)c(OC)c(OC)cc2CC1,1,642,-8.629981,2.3023641,72.715569,-60.875099,-8.3566847,-54.762039,-8.629981,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
[S+](CCCNC(=O)c1nc(-c2nc(CCNC(=O)[C@@](NC(=O)[C@]([C@](O)[C@](NC(=O)[C@@](NC(=O)c3c(C)c(N)nc([C@@](NC[C@](N)C(=O)N)CC(=O)N)n3)[C@@](O[C@]3[C@@](O[C@@]4[C@@](O)[C@@](OC(=O)N)[C@](O)[C@@](CO)O4)[C@@](O)[C@](O)[C@](CO)O3)c3nc[nH]c3)C)C)[C@](O)C)sc2)sc1)(C)C,1,569,-8.6231136,2.9111145,-1.316716,-40.624592,-6.0918226,-51.743698,-8.6231136,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
O=C(N(C[C@@](O)[C@@](NC(=O)[C@@](NC(=O)c1nc2c(cc1)cccc2)CC(=O)N)Cc1ccccc1)CC(C)C)NC(C)(C)C,1,447,-8.6191025,1.8454609,-148.58432,-86.900078,-10.191688,-42.75172,-8.6191025,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.35956573,1
Clc1ccc(-c2n(C(C)C)c(C)c(S(=O)(=O)C)c2-c2cc(F)cc(N3CCN(c4ccc(NS(=O)(=O)c5cc(S(=O)(=O)C(F)(F)F)c(N[C@@](CSc6ccccc6)CCN6CCC(C(=O)OCCCP(=O)(O)O)CC6)cc5)cc4)CC3)c2)cc1,1,502,-8.610734,3.3495319,122.26495,7.0560985,-7.4740047,-50.955944,-8.610734,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.11622241,1
O=C(O)[C@@](NC[C@@](NC(=O)[C@]1N(C(=O)[C@@](NC(=O)[C@@](NC(=O)CNC(=O)[C@]2N(C(=O)[C@]3N(C(=O)[C@@](N)CCCNC(=N)N)CCC3)C[C@](O)C2)Cc2sccc2)CO)CCC1)Cc1ccc(OC)cc1)CCCNC(=N)N,1,284,-8.5862484,1.9951793,-171.11531,-80.441589,-7.8408861,-44.741501,-8.5862484,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.01043129,1
O=C(N(C[C@@](O)[C@@](NC(=O)[C@@](NC(=O)c1nc2c(cc1)cccc2)CC(=O)N)Cc1ccccc1)CC(C)C)NC(C)(C)C,1,447,-8.5830574,1.9465359,-147.27493,-81.970901,-8.3850098,-42.833328,-8.5830574,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.35956573,1
O=C(OCCC[N+]1(C)C(Cc2cc(OC)c(OC)c(OC)c2)c2c(OC)c(OC)c(OC)cc2CC1)CCC(=O)OCCC[N+]1(C)C(Cc2cc(OC)c(OC)c(OC)c2)c2c(OC)c(OC)c(OC)cc2CC1,1,642,-8.5814829,1.9956212,65.833801,-63.70517,-9.2798796,-51.463833,-8.5814829,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
O=C(N[C@@]1C(=O)N[C@@](C(C)C)C(=O)N[C@@](Cc2c3c(n(C)c2)cccc3)C(=O)N[C@@](CCC(=O)N)C(=O)N[C@@](CC(=O)O)C(=O)N[C@@](Cc2c3c([nH]c2)cccc3)C(=O)N(C)CC(=O)N[C@@](C)C(=O)N[C@@](Cc2[nH]cnc2)C(=O)N[C@@](CCCNC(=N)N)C(=O)N[C@](C(=O)N([C@](C(=O)N)[C@](CC)C)C)CSSC1)[C@@](NC(=O)[C@](N)Cc1ccc(O)cc1)[C@](CC)C,1,128,-8.5754786,1.885541,-165.32414,-32.745731,-6.9389372,-50.829529,-8.5754786,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0,1
O=C(N[C@@](C(=O)N1CCC2(CN(C(=O)C)C2)CC1)CCCCN)[C@](NC(=O)[C@](NC(=O)[C@](N)Cc1ccccc1)Cc1ccccc1)CC(C)C,1,38,-8.5690413,1.9481459,44.432014,-55.759521,-10.228365,-48.430611,-8.5690413,$HOME/My Research/Docking/sdf/smiles_data8.sdf,0.0068093515,1
