mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,E_orig,Rec_index
O([C@@]1C(CO)=C[C@](N[C@]2[C@](O)[C@@](O)[C@@](O[C@]3[C@](O)[C@@](O)[C@@](O[C@]4[C@](O)[C@@](O)[C@@](O)O[C@@]4CO)O[C@@]3CO)O[C@@]2C)[C@](O)[C@]1O)[C@@]1[C@](O)[C@@](O)[C@](O)[C@@](C)O1,1,281,-7.8369446,1.830189,290.72165,-82.454453,-11.753142,-45.465302,-7.8369446,0.3194918,1
O([C@@]1C(CO)=C[C@](N[C@]2[C@](O)[C@@](O)[C@@](O[C@]3[C@](O)[C@@](O)[C@@](O[C@]4[C@](O)[C@@](O)[C@@](O)O[C@@]4CO)O[C@@]3CO)O[C@@]2C)[C@](O)[C@]1O)[C@@]1[C@](O)[C@@](O)[C@](O)[C@@](C)O1,1,281,-7.8290801,2.1966653,289.63116,-96.78553,-12.041569,-46.247635,-7.8290801,0.3194918,1
S(CCOP(=O)(OC[C@](NC(=O)C)COCCCCCCCCCCCCCCCCCC)O)C,1,14,-7.8155136,2.0298266,-98.48661,-49.154148,-10.16093,-42.941166,-7.8155136,0.29813942,1
P(=O)(O)([C@](NC(=O)OCc1ccccc1)Cc1ccccc1)C[C@](C(=O)N[C@](C(=O)N)Cc1c2c([nH]c1)cccc2)CCCc1ccccc1,1,186,-7.7928157,2.6037905,-87.695915,-60.000927,-7.2072115,-39.604816,-7.7928157,0,1
O([C@@]1C(CO)=C[C@](N[C@]2[C@](O)[C@@](O)[C@@](O[C@]3[C@](O)[C@@](O)[C@@](O[C@]4[C@](O)[C@@](O)[C@@](O)O[C@@]4CO)O[C@@]3CO)O[C@@]2C)[C@](O)[C@]1O)[C@@]1[C@](O)[C@@](O)[C@](O)[C@@](C)O1,1,281,-7.7874541,1.9700649,285.86359,-122.93887,-15.079918,-46.063553,-7.7874541,1.7226222,1
P(=O)(O)([C@](NC(=O)OCc1ccccc1)Cc1ccccc1)C[C@](C(=O)N[C@](C(=O)N)Cc1c2c([nH]c1)cccc2)CCCc1ccccc1,1,186,-7.7821445,4.1037126,-94.295921,-50.035797,-6.8645201,-46.582382,-7.7821445,0,1
O=C(N[C@](C(=O)NCCCCC)Cc1cc(C(=O)O)c(OCC(=O)O)cc1)[C@@](NC(=O)CCC(=O)O)Cc1ccccc1,1,353,-7.7444382,1.7890648,-100.73717,-81.46949,-7.885756,-39.38308,-7.7444382,0.85083008,1
P(=O)(OP(=O)(O[C@@]1[C@](NC(=O)C)[C@@](OC(OP(=O)(O)O)(C(=O)O)C)[C@](O)[C@@](CO)O1)O)(OC[C@@]1[C@@](O)[C@@](O)[C@](N2C(=O)NC(=O)C=C2)O1)O,1,64,-7.7372026,1.5301229,-574.10052,-77.002594,-9.6176624,-44.708153,-7.7372026,0,1
O=C(OC(C)(C)C)N[C@](C(=O)C[C@@](C(=O)N[C@](C(=O)N[C@](C(=O)N)Cc1ccccc1)CCC(=O)N)Cc1ccccc1)Cc1ccccc1,1,214,-7.730288,2.1845024,-194.49643,-41.614273,-7.6715217,-42.860962,-7.730288,0.35007477,1
P(=O)(OC[C@](OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)(OCC[N+](C)(C)C)[O-],1,229,-7.7229004,1.9773765,-82.346054,-1.5872911,-6.7116885,-39.786835,-7.7229004,0,1
Clc1c2Oc3c(OC4C(O)C(O)C(O)C(CO)O4)c4Oc5c(Cl)cc(C(OC6OC(C)C(=O)C(N)(C)C6)C6C(=O)NC(C(=O)O)c7c(c(O)cc(O)c7)-c7c(O)ccc(c7)C(C(=O)N6)NC(=O)C(NC(=O)C(CC(=O)N)NC(=O)C(NC(=O)C(NC)CC(C)C)C(O)c(c1)cc2)c(c3)c4)cc5,1,13,-7.7226419,1.6600695,177.24773,-77.977188,-12.522358,-43.128059,-7.7226419,0,1
Clc1c2Oc3c(OC4C(O)C(O)C(O)C(CO)O4)c4Oc5c(Cl)cc(C(OC6OC(C)C(=O)C(N)(C)C6)C6C(=O)NC(C(=O)O)c7c(c(O)cc(O)c7)-c7c(O)ccc(c7)C(C(=O)N6)NC(=O)C(NC(=O)C(CC(=O)N)NC(=O)C(NC(=O)C(NC)CC(C)C)C(O)c(c1)cc2)c(c3)c4)cc5,1,13,-7.7158842,2.1967843,220.81995,-65.032967,-9.929534,-45.828121,-7.7158842,0,1
P(=O)(OP(=O)(OC[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)[O-])(OC[C@@]1[C@@](O)[C@@](O)[C@]([n+]2cc(C(=O)N)c([C@@](C(=O)CC)C)cc2)O1)O,1,265,-7.7124267,1.8010316,-312.89606,-76.14666,-9.5754814,-40.272388,-7.7124267,3.6628799,1
[P@@](=O)(OC[C@@](OC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC)(OCC[N+])O,1,193,-7.7038093,5.1786184,-103.19991,77.479095,0.10841863,-42.932659,-7.7038093,0.83060527,1
O([C@@]1C(CO)=C[C@](N[C@]2[C@](O)[C@@](O)[C@@](O[C@]3[C@](O)[C@@](O)[C@@](O)O[C@@]3CO)O[C@@]2C)[C@](O)[C@]1O)[C@@]1[C@](O)[C@@](O)[C@](O[C@@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)[C@@](CO)O1,1,291,-7.6915064,3.0746467,305.07382,-97.239128,-7.7427306,-45.09586,-7.6915064,0,1
O=C(OC(C)(C)C)N[C@](C(=O)C[C@@](C(=O)N[C@](C(=O)N[C@](C(=O)N)Cc1ccccc1)CCC(=O)N)Cc1ccccc1)Cc1ccccc1,1,214,-7.6750073,3.52684,-185.90292,-58.044853,-6.9328284,-42.179741,-7.6750073,0.31147003,1
Clc1ccc([C@]2N(C(=O)N3CCNCC3)C(c3c(OC(C)C)cc(OC)cc3)=N[C@]2c2ccc(Cl)cc2)cc1,1,42,-7.6626415,1.6476822,16.557455,-65.586884,-8.1064281,-40.949368,-7.6626415,3.1043785,1
P(=O)(OC[C@](OC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC)(OCC[N+](C)(C)C)O,1,68,-7.6626091,1.2012335,77.645134,-58.356327,-8.3178492,-40.980286,-7.6626091,0,1
P(=O)(OP(=O)(O[C@@]1[C@](NC(=O)C)[C@@](OC(OP(=O)(O)O)(C(=O)O)C)[C@](O)[C@@](CO)O1)O)(OC[C@@]1[C@@](O)[C@@](O)[C@](N2C(=O)NC(=O)C=C2)O1)O,1,64,-7.6479568,1.953364,-573.86072,-87.488464,-10.158618,-44.840504,-7.6479568,0,1
S(C[C@](NC(=O)CC[C@](N)C(=O)O)C(=O)NCC(=O)O)[C@@]1[C@@](CCCCC)O[C@@](O)C1,1,350,-7.6463594,2.2202432,-31.650949,-61.661762,-9.0591249,-39.664043,-7.6463594,0.97167599,1
O([C@@]1C(CO)=C[C@](N[C@]2[C@](O)[C@@](O)[C@@](O[C@]3[C@](O)[C@@](O)[C@@](O)O[C@@]3CO)O[C@@]2C)[C@](O)[C@]1O)[C@@]1[C@](O)[C@@](O)[C@](O[C@@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)[C@@](CO)O1,1,291,-7.6414742,3.7544448,296.73938,-47.360374,-7.7159381,-46.870445,-7.6414742,0,1
P(=O)(OC[C@](OC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC)(OCC[N+](C)(C)C)O,1,68,-7.6315961,1.4768579,8.2082796,-53.812767,-8.9638233,-37.627613,-7.6315961,0,1
P(=O)(OC[C@](OC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC)(OCC[N+](C)(C)C)O,1,68,-7.6276779,1.6558392,11.444794,-45.323521,-7.9422965,-39.157349,-7.6276779,0,1
P(=O)(OC[C@](OC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC)(OCC[N+](C)(C)C)O,1,68,-7.6171079,1.9025745,5.9751587,-38.273369,-7.7332444,-39.543198,-7.6171079,0,1
O=C(N[C@@]1[C@](O)[C@@](CO)O[C@]1n1c2ncnc(N[C@]3c4c(cccc4)CCC3)c2nc1)c1cc(OC)cc(OC)c1,1,311,-7.5929222,2.5444267,47.918358,-72.012573,-8.7564611,-40.727283,-7.5929222,2.4652691,1
O([C@@]1C(CO)=C[C@](N[C@]2[C@](O)[C@@](O)[C@@](O[C@]3[C@](O)[C@@](O)[C@@](O)O[C@@]3CO)O[C@@]2C)[C@](O)[C@]1O)[C@@]1[C@](O)[C@@](O)[C@](O[C@@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)[C@@](CO)O1,1,291,-7.5851965,2.4616721,466.54877,-70.59549,-8.3566198,-45.537128,-7.5851965,0,1
Clc1c2Oc3c(OC4C(O)C(O)C(O)C(CO)O4)c4Oc5c(Cl)cc(C(OC6OC(C)C(=O)C(N)(C)C6)C6C(=O)NC(C(=O)O)c7c(c(O)cc(O)c7)-c7c(O)ccc(c7)C(C(=O)N6)NC(=O)C(NC(=O)C(CC(=O)N)NC(=O)C(NC(=O)C(NC)CC(C)C)C(O)c(c1)cc2)c(c3)c4)cc5,1,13,-7.5407505,1.9685175,192.02707,-71.956413,-8.8964291,-41.610722,-7.5407505,0,1
O=C(N[C@](C(=O)NCCCCC)Cc1cc(C(=O)O)c(OCC(=O)O)cc1)[C@@](NC(=O)CCC(=O)O)Cc1ccccc1,1,353,-7.5338216,2.7166955,-102.94395,-83.590485,-7.813621,-41.443432,-7.5338216,0.85523587,1
O=C(N[C@@]1[C@](O)Cc2c1cccc2)[C@](OCc1ccccc1)[C@](O)C[C@@](OCc1ccccc1)C(=O)N[C@@]1[C@](O)Cc2c1cccc2,1,77,-7.5324688,1.4702035,95.332191,-73.933441,-8.3283119,-41.642384,-7.5324688,3.1358974,1
O=C(N[C@](C(=O)NC)C(C)C)[C@](OCc1ccccc1)[C@](O)[C@@](O)[C@@](OCc1ccccc1)C(=O)N[C@@]1[C@](O)Cc2c1cccc2,1,132,-7.5261345,2.4006114,128.5571,-35.201153,-8.009325,-37.875622,-7.5261345,1.6214058,1
O([C@@]1C(CO)=C[C@](N[C@]2[C@](O)[C@@](O)[C@@](O[C@]3[C@](O)[C@@](O)[C@@](O)O[C@@]3CO)O[C@@]2C)[C@](O)[C@]1O)[C@@]1[C@](O)[C@@](O)[C@](O[C@@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)[C@@](CO)O1,1,291,-7.5218539,2.2128813,293.97385,-90.765541,-8.6968088,-43.473942,-7.5218539,0,1
O([C@@]1C(CO)=C[C@](N[C@]2[C@](O)[C@@](O)[C@@](O[C@]3[C@](O)[C@@](O)[C@@](O)O[C@@]3CO)O[C@@]2C)[C@](O)[C@]1O)[C@@]1[C@](O)[C@@](O)[C@](O[C@@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)[C@@](CO)O1,1,291,-7.5144758,1.8788624,299.71219,-66.996613,-8.0188427,-44.160526,-7.5144758,0,1
Clc1c2Oc3c(OC4C(O)C(O)C(O)C(CO)O4)c4Oc5c(Cl)cc(C(OC6OC(C)C(=O)C(N)(C)C6)C6C(=O)NC(C(=O)O)c7c(c(O)cc(O)c7)-c7c(O)ccc(c7)C(C(=O)N6)NC(=O)C(NC(=O)C(CC(=O)N)NC(=O)C(NC(=O)C(NC)CC(C)C)C(O)c(c1)cc2)c(c3)c4)cc5,1,13,-7.4983878,3.9430475,189.56503,-42.480888,-12.336555,-43.330933,-7.4983878,0,1
P(=O)(O)([C@](NC(=O)OCc1ccccc1)Cc1ccccc1)C[C@](C(=O)N[C@](C(=O)N)Cc1c2c([nH]c1)cccc2)CCCc1ccccc1,1,186,-7.4916172,2.8041844,-91.799736,-57.167408,-8.3611917,-39.527512,-7.4916172,0,1
O=C(N[C@](C(=O)NCCCCC)Cc1cc(C(=O)O)c(OCC(=O)O)cc1)[C@@](NC(=O)CCC(=O)O)Cc1ccccc1,1,353,-7.4859371,1.7339143,-99.597549,-85.0065,-8.6217661,-42.823895,-7.4859371,0.20381531,1
O=C(OC)[C@@](NC(=O)[C@@](NC(=O)CC[C@](O)[C@@](NC(=O)[C@@](NC(=O)[C@@](N)C)C)Cc1ccccc1)C(C)C)C(C)C,1,78,-7.4808636,2.225852,61.771992,-59.086853,-9.2697477,-43.630085,-7.4808636,0.38699341,1
P(=O)(O)([C@](NC(=O)OCc1ccccc1)Cc1ccccc1)C[C@](C(=O)N[C@](C(=O)N)Cc1c2c([nH]c1)cccc2)CCCc1ccccc1,1,186,-7.4807053,3.1226518,-100.33955,-30.168966,-7.5365591,-41.069096,-7.4807053,0,1
O=C(OC(C)(C)C)N[C@](C(=O)C[C@@](C(=O)N[C@](C(=O)N[C@](C(=O)N)Cc1ccccc1)CCC(=O)N)Cc1ccccc1)Cc1ccccc1,1,214,-7.461513,1.8159367,-195.98134,-74.838799,-6.601459,-43.374866,-7.461513,0.31800842,1
P(=O)(OP(=O)(O[C@@]1[C@](NC(=O)C)[C@@](OC(OP(=O)(O)O)(C(=O)O)C)[C@](O)[C@@](CO)O1)O)(OC[C@@]1[C@@](O)[C@@](O)[C@](N2C(=O)NC(=O)C=C2)O1)O,1,64,-7.4499745,1.9075735,-570.64264,-80.570641,-10.982594,-44.060001,-7.4499745,0,1
O=C(O)CC[C@](NC(=O)CCCCCCc1ccccc1)Cc1ccc(OCc2ccccc2)cc1,1,160,-7.4406142,0.83233285,-65.177879,-82.909729,-10.15599,-39.420223,-7.4406142,1.0736771,1
O=C(N[C@](C(=O)NC)C(C)C)[C@](OCc1ccccc1)[C@](O)[C@@](O)[C@@](OCc1ccccc1)C(=O)N[C@@]1[C@](O)Cc2c1cccc2,1,132,-7.4359069,2.8036664,137.78972,-65.973549,-9.8179684,-35.642643,-7.4359069,1.5672741,1
S(C[C@](NC(=O)CC[C@](N)C(=O)O)C(=O)NCC(=O)O)[C@@]1[C@@](CCCCC)O[C@@](O)C1,1,350,-7.434617,1.4737742,-27.54991,-87.480843,-9.6246319,-40.948837,-7.434617,1.0671387,1
S=[P@@](OP(=O)(O)CP(=O)(OC[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)(OC[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O,1,244,-7.4292989,1.9505298,-328.7135,-50.13134,-9.7713137,-34.442455,-7.4292989,1.0195707,1
P(=O)(OP(=O)(O[C@@]1[C@](NC(=O)C)[C@@](OC(OP(=O)(O)O)(C(=O)O)C)[C@](O)[C@@](CO)O1)O)(OC[C@@]1[C@@](O)[C@@](O)[C@](N2C(=O)NC(=O)C=C2)O1)O,1,64,-7.4015102,1.5557655,-570.58514,-101.20152,-9.2482367,-43.182922,-7.4015102,0,1
O=C(N[C@@]1[C@](O)[C@@](CO)O[C@]1n1c2ncnc(N[C@]3c4c(cccc4)CCC3)c2nc1)c1cc(OC)cc(OC)c1,1,311,-7.3896966,2.148279,48.931244,-75.571159,-10.057994,-42.747715,-7.3896966,3.2634902,1
O=C(N[C@](C(=O)NCCCCC)Cc1cc(C(=O)O)c(OCC(=O)O)cc1)[C@@](NC(=O)CCC(=O)O)Cc1ccccc1,1,353,-7.3876286,2.2546167,-101.9706,-71.977798,-7.764998,-40.760361,-7.3876286,0.65795898,1
P(=O)(OP(=O)(OC[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)[O-])(OC[C@@]1[C@@](O)[C@@](O)[C@]([n+]2cc(C(=O)N)c([C@@](C(=O)CC)C)cc2)O1)O,1,265,-7.3820319,2.4853992,-314.38339,-38.914082,-9.1688719,-44.891335,-7.3820319,0,1
O=C(O)CCc1c(C)c2[nH]c1Cc1c(CCC(=O)O)c(C)c([nH]1)Cc1c(C)c(CCC(=O)O)c([nH]1)Cc1c(C)c(CCC(=O)O)c([nH]1)C2,1,298,-7.374598,1.8402237,-163.04002,-67.640175,-9.8181763,-40.282478,-7.374598,3.2157168,1
P(=O)(OC[C@](OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)(OCC[N+](C)(C)C)[O-],1,229,-7.3740048,5.1334038,-15.279707,13.553232,-7.7044973,-32.383221,-7.3740048,0,1
O=C(N[C@@]1[C@](O)[C@@](CO)O[C@]1n1c2ncnc(N[C@]3c4c(cccc4)CCC3)c2nc1)c1cc(OC)cc(OC)c1,1,311,-7.370337,1.6448653,52.103943,-61.880062,-8.5101767,-40.922333,-7.370337,2.4652691,1
S(CCOP(=O)(OC[C@](NC(=O)C)COCCCCCCCCCCCCCCCCCC)O)C,1,14,-7.3700962,3.1845405,-98.173927,-23.358202,-8.4358406,-41.724598,-7.3700962,0.44047341,1
