mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
O=C(O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1N(C(=O)CNC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](N)CC(C)C)CCC(=O)O)CC(=O)O)CCC1)CCCCN)Cc1ccccc1)CC(C)C,1,524,-8.6196165,2.0884764,-28.425116,-46.889858,-7.8726282,-49.915337,-8.6196165,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0,1
O=C(N[C@@](C(=O)N[C@](C(=O)N)CCCCN)Cc1ccccc1)[C@@](NC(=O)[C@@](NC(=O)[C@](NC(=O)[C@@](N)Cc1nc[nH]c1)Cc1c(C)[nH]c2c1cccc2)C)Cc1c2c([nH]c1)cccc2,1,896,-8.6131372,2.019978,45.666153,-23.987999,-9.0043411,-49.140972,-8.6131372,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0.0065383911,1
P(=O)(OC[C@](N(CC(=O)O)CC(=O)O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O)(OC1CCC(c2ccccc2)(c2ccccc2)CC1)O,1,335,-8.6112452,3.0569067,47.726032,-68.87114,-10.664575,-53.861252,-8.6112452,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0,1
S(CCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)CCCCCCCCCCCC,1,706,-8.5839233,4.4105635,135.58702,-8.6050034,-6.0796981,-49.019882,-8.5839233,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0.63047898,1
O=C(N[C@@](C(=O)N[C@](C(=O)N)CCCCN)Cc1ccccc1)[C@@](NC(=O)[C@@](NC(=O)[C@](NC(=O)[C@@](N)Cc1nc[nH]c1)Cc1c(C)[nH]c2c1cccc2)C)Cc1c2c([nH]c1)cccc2,1,896,-8.5804491,2.370738,44.653316,-40.363247,-8.6421957,-50.196293,-8.5804491,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0.013076782,1
O=C(N[C@@](C(=O)N[C@](C(=O)N)CCCCN)Cc1ccccc1)[C@@](NC(=O)[C@@](NC(=O)[C@](NC(=O)[C@@](N)Cc1nc[nH]c1)Cc1c(C)[nH]c2c1cccc2)C)Cc1c2c([nH]c1)cccc2,1,896,-8.5667934,3.7555673,33.325451,-77.133446,-7.9834681,-49.50029,-8.5667934,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0.019615173,1
O=C(N[C@](C(=O)N[C@]([C@@](O)CC(=O)N[C@](C(=O)N[C@]([C@@](O)CC(=O)O)CC(C)C)C)CC(C)C)C(C)C)[C@@](NC(=O)CC(C)C)C(C)C,1,644,-8.56493,3.505121,-98.331383,-49.54847,-8.9732599,-47.84045,-8.56493,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0.013076782,1
S(CC[C@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](N)CCCNC(=N)N)CCC(=O)N)[C@](CC)C)CCCCN)[C@](CC)C)Cc1c2c([nH]c1)cccc2)Cc1ccccc1)CCC(=O)N)CC(=O)N)CCCNC(=N)N)CCCNC(=N)N)C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N)CCCCN)CCCCN)Cc1c2c([nH]c1)cccc2)CCCCN)C,1,577,-8.5505571,4.4400711,-653.66199,10.634014,-0.071535692,-45.183197,-8.5505571,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0,1
O=C(N[C@@](C(=O)N[C@](C(=O)N)CCCCN)Cc1ccccc1)[C@@](NC(=O)[C@@](NC(=O)[C@](NC(=O)[C@](N)C)Cc1cc2c(cc1)cccc2)C)Cc1c2c([nH]c1)cccc2,1,62,-8.5368156,5.238884,36.999294,-58.484089,-9.4072485,-41.362724,-8.5368156,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0.013076782,1
O=C(N([C@](C(=O)N[C@](C(=O)N1[C@](C(=O)NCC)CCC1)CCC/N=C(\N)/N)CC(C)C)C)[C@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1NC(=O)CC1)Cc1nc[nH]c1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)Cc1c2c([nH]c1)cccc2,1,138,-8.5303125,2.8061695,-107.05024,-83.666115,-6.9828324,-51.063709,-8.5303125,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0,1
Ic1c(N(C(=O)CC(=O)N(C)c2c(I)c(C(=O)NC(C(O)CO)CO)c(I)c(C(=O)NC(C(O)CO)CO)c2I)C)c(I)c(C(=O)NC(C(O)CO)CO)c(I)c1C(=O)NC(C(O)CO)CO,1,370,-8.5221643,2.5753479,12.876488,-114.04494,-10.473928,-53.953304,-8.5221643,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0.00084355468,1
Ic1c(N(C(=O)CC(=O)N(C)c2c(I)c(C(=O)NC(C(O)CO)CO)c(I)c(C(=O)NC(C(O)CO)CO)c2I)C)c(I)c(C(=O)NC(C(O)CO)CO)c(I)c1C(=O)NC(C(O)CO)CO,1,370,-8.499198,2.2641742,5.7580643,-71.222969,-10.668233,-54.461548,-8.499198,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0.00091880461,1
O=C(N[C@](C(=O)N[C@]([C@@](O)CC(=O)N[C@](C(=O)N[C@]([C@@](O)CC(=O)O)CC(C)C)C)CC(C)C)C(C)C)[C@@](NC(=O)CC(C)C)C(C)C,1,644,-8.4469967,3.5559742,-87.35054,-53.512669,-7.984551,-42.802795,-8.4469967,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0.0065383911,1
S(S/C(=C(\N(C=O)Cc1c(N)nc(C)nc1)/C)/CCOC(=O)c1ccccc1)/C(=C(\N(C=O)Cc1c(N)nc(C)nc1)/C)/CCOC(=O)c1ccccc1,1,109,-8.4459686,2.5022056,-237.08009,-84.095909,-8.2635174,-41.538582,-8.4459686,$HOME/My Research/Docking/sdf/smiles_data3.sdf,3.2481403,1
O=C(OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC,1,546,-8.4183531,2.8211558,27.46419,-64.404213,-6.6009102,-42.703854,-8.4183531,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0.76220703,1
O=C(N(CCc1c(OC)c(OC)c(OC)cc1)CCc1c(OC)c(OC)c(OC)cc1)C(c1ccccc1)C1=NCCc2c1cc(OC)c(OC)c2,1,426,-8.3902111,4.4207411,100.13229,-57.420345,-7.6577125,-47.6577,-8.3902111,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0.5483017,1
O=C(N[C@](C(=O)N[C@@](C(=O)N[C@](C(=O)N[C@](C(=O)N1[C@](C(=O)NCC)CCC1)CCCNC(=N)N)CC(C)C)Cc1c(C)[nH]c2c1cccc2)Cc1ccc(O)cc1)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1NC(=O)CC1)Cc1nc[nH]c1)Cc1c2c([nH]c1)cccc2)CO,1,378,-8.3496542,1.963901,-132.38304,-37.395432,-7.8310776,-48.455853,-8.3496542,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0,1
Brc1c(NC(=O)[C@@](NC(=O)OCc2ccccc2)CSSC[C@](NC(=O)OCc2ccccc2)C(=O)Nc2c(Br)cc(Br)cc2CN(C)C2CCCCC2)c(CN(C)C2CCCCC2)cc(Br)c1,1,968,-8.2997332,1.6477188,-88.845749,-78.133728,-10.182863,-45.69339,-8.2997332,$HOME/My Research/Docking/sdf/smiles_data3.sdf,1.0924548,1
S(CCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)CCCCCCCCCCCC,1,706,-8.2962875,3.4818702,136.20561,-32.492268,-6.3280377,-45.35535,-8.2962875,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0.63047898,1
P(=O)(OCC)(OCC)[C@](NC(=O)[C@@]1(O)[C@](O)[C@@]2(CC)[C@@]3N(CC=C2)CC[C@]23c3c(N(C)[C@@]12)cc(OC)c([C@]1(C(=O)OC)c2[nH]c4c(c2CCN2C[C@](O)(CC)C[C@@](C1)C2)cccc4)c3)C(C)C,1,407,-8.2799873,2.1623695,361.76764,-51.960403,-8.4121389,-37.090679,-8.2799873,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0,1
O=C(OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC,1,546,-8.2716436,4.6469994,37.573208,-23.692438,-6.2592616,-43.409874,-8.2716436,$HOME/My Research/Docking/sdf/smiles_data3.sdf,0.82673144,1
